,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0.255622985995877,0,0,0,0,0.181054246557883,0,0,0,-0.0735124602392812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359428822228677,0,0,0,0.0791830812578552,0,0,0,0,0.0520324270718209,0,-0.0504558130857032,0,0,-0.0815125143012855,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.153063466818797,0,0.0782897285812519,0,0.28238256535503,0,0,-0.0296239378872363,0,0,0,0,0,0,0,0,0,0,0,0,0.0818023791282591,0,0,0,0,0,0,-0.260102343505211,0.323216486616627,0,0,0.184428377867135,0,0,0,0,0,-0.0395717545127714,0,-0.0240657420925322
X601939.CH.EQUITY,0.249711072676556,0,0,0,0.102771902020806,0,0,0,0,0,0,0,0,0.137265866064769,0,0,0,0,0,0.0169034707229381,0.140607065571623,0,0,0,0,0,0.128227525065496,0,0,0,0,0,0,0,0,0,0,0,0.167650014888666,0,0,0,0,0.117499543339932,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.306061910189642,0.0295256348290631,0.0546194045635745,0,0.0539579579515888,0,0,0,0.0629879781353593,0,0,0,0,0,0,0,0,0,0,0,0.0618035963494741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937959636189072,0,0,0.171044045127957,0.131429895194998,0,0,0.163597636679884,0,0,0,0,0.162806224696099,0,0,0
X5.HK.EQUITY,0,-0.181660013679259,0,0.427789022633374,0,0,0,-0.166105873676777,0,0,0,0,0,0,0,0,0.014103974125772,0,0,0.113060010775232,0,-0.153396018949405,0.520618778285209,0,0,-0.00179605333459242,0,-0.0478450714592062,0,0,0,0,0,0,0,-0.0717203739733988,0,0,0,0,0,0.137764861540112,0,0,0,0,0,-0.173637312344384,0,0,-0.0947526886616133
X601988.CH.EQUITY,0.0524510913844249,0,0.0204085869236899,0.0877527976297738,0,0,-0.116674109589419,0,0.136094905971814,0.145872947104093,0.298752870927243,0,0,0,0,0,0,0,0,0,0,0,0,0.270649091377219,0,0,0,0,0,-0.0207962008321097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129304122461222,0
X600036.CH.EQUITY,-0.0622093925055489,0.173549972798684,0,0,0,0,0,0,-0.00283038708330248,0,0,0.138799642362945,0,0.254416822586235,0,0,0,0,0.170393435120644,0,0,0,0.00859933858922975,0,0,-0.0424184031051563,0,0,0,-0.02484895896481,0,0.161956419088982,0,-0.0318277558334857,0,0,0.0980195067493762,0,0,0.0747825994563407,0.210933112277057,0,0,0,0,0,0.0725244362354783,0,0,0.1012049220581,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0641958171587742,0,0,0,0,0,0,-0.0643681722126992,0,0,0,0.0737581354752926,0.144085073738166,0,0.156783654215195,0.114112843787236,0.0785618558442266,0,0,0,0,0,0.180785163272346,0,0,0,0.0358770860460879,0,0,0,0,0,0,0,0,0,0,0,0,0.0772306642934316,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0309575383235365,0,0,0,0,0.0482246664452959,0,0,0,0,0.0470913765532519,0.160299066218155,0,0,0,0,0,0,0,0,0,0,0,0.0325110887294523,0,0,0,-0.12877820022682,0,0,0,-0.0110187823965163,0,0,0,0.392186354601468,0,0,0,0,0,0,0,0,0.0594693040452494,0.0801613107663957,0
X601166.CH.EQUITY,-6.93889390390723e-18,0,0,0,0,0.152605164070541,0,0,0.00508118032984719,0,0,0,0,0,0,0.248340435417265,0,0,0,0,0,0,0,0,0,0.0271246302420685,0,-0.0172265278960622,0,0,0,0.492794929085825,0,0.16517687382311,0,-0.0696763686820636,0,0,0,0.200331014566709,0,0,-0.072335002236237,0,0,0,0,0,0,0,0
