,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.213679071212626,0,0,0.0118786806032847,0,0.405086260211172,0,0,0.013263855486919,0,0,0.023972824851493,0,0,0,0,0,0,0,0,0,0,0.246754951191514,0,0,0,0,0,0,0,0,0.0671449422055198,0.0640824239126463,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912196021285921,0,0,0
X601318.CH.EQUITY,0,0,0.117930622497174,0,0,0,0,0,0.24557484950101,0,0,0,0.0332766070047702,0,0.266356960563415,0,0.041768901319832,0,0,0,0,0,0,0,0,0,0,0.217856984923836,0.179791353036346,0,0.0611488612380555,0,0,0,0,0,0,0,0,0.0173784656369719,0,0,0,0,-0.112688749997489,0,0.061396048072178,0.0208057327862849,0,0,0,0
X601939.CH.EQUITY,0.289896549897587,0.24269666971206,0,0,0,0,0,0.506262646741194,0.0814908833459192,0,0,0,0,0,0,0,0,0.0301226683557337,0,0,0,0,0,0,0,0,0,0,0,-0.0218843720488889,0,0,0,0.0606594620995212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182322977113611,0
X600036.CH.EQUITY,0,0,0,0,0,0.203345424968086,0,0,0.0199512336942001,-0.125537546647566,0,0,0.0353749784070773,0,0,0.118911369371934,0,0,0.0486618303168467,0,0,0,0,0,0,0.474694863833609,0,0.0385784816147088,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496269359670864,0,0,0,0,0,0,0,0,0,-0.0204615946874299,0
X601288.CH.EQUITY,0,0,0.00441810001210203,0,0,0,0,0.519113921905694,0,-0.0764416556020784,0,0.0306613029293509,0,0,0,0,0,0,0.0471134239819774,0,0,0,0.0639870497846754,0,0.161471867263938,0,0,0.103864403579595,0,0,0,0,0,0.0854398595801279,0,0,0,0,0,0,0,0,0,0,0,0,0.030789904825925,0,0.000357902159008081,0,0.0504291036761725,0
X1299.HK.EQUITY,0,0,-0.0409492292122319,0,0,0,0,-0.0759582305660798,0,0.19380515388128,0,0,-0.0180366947331238,0,0,0,0,0,0,0,0,0,0.18350377575831,0,0,0,0,0,0,0,0,0,0,0.127010296657183,0.0599025602321148,0,0,0,0,0.156778779034889,0,0,0.177551382823924,0,0,0,0,0,0.219347653346279,0,-0.12388020873119,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963942852974127,0,0,0,0,0,0,0,0,0,-0.139818770426642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418877583876822,0.0698058100071795,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0165710627253008
X601988.CH.EQUITY,3.46944695195361e-18,0,0,0,0.523852159715981,0,0,0,-0.00783824684498398,0,0,0,0,0,0,0,0,0.283671368332929,0.0428154733273013,0.146080612484868,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418082104878754,0,0,0,0,0,0,0,0,0,0,-0.0982916265614971,0,0,0.00141290960546028,0,0,0,0
X5.HK.EQUITY,0,0,0.00888908919439237,0,0,0,0,0,0,0,0.166682092893557,0,0,0,0,0,0,0,0,0,0,0,0.241739878582849,0.0509296777855668,0,0,0.0778498987084384,0,0,0,0,0.0157889619640805,0,0.21957624909727,0,0,0,0,0,0,0.295638278457652,0,0.142818113290687,0,0,0,0.101023118320047,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0860926193298125,0,0,-0.11249943777699,0,-0.0902467270505844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197174345024875,0,0,0,0.115601442930687,0,0,0,0,0,0.488579664756184,0,0.0751275840827561,0,0,0.123930568481951,0,0.131391114424529,0
