,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.153347848067045,0,0,0.0215998437699666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824583765651065,0,0,0,0.405637200176684,0,0,0,0,0,0,0,0,0,0,0,-0.0777425280844148,0.19637683941177,0,0,0,0,-0.08555507768351
X601939.CH.EQUITY,0.178920635410242,0,0,0.299628909350621,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.234075775820404,-0.0657322524825921,0,0,0,0,0,-0.025954774364868,0.129525293827424,0,0,0,0.295680964259917,0,0,-0.0826956433829953,0,-0.142962401496133,0,0,0,0,0,0,0,-0.00111854596166255,0,0,0,-0.0465620995767808,-0.0384464136432036,0.02849296976661,0,0,0,0.106613919168082,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.277829168879827,0.100058708244313,0,0,0,0,0,0,0.0119922849410505,0,0,0,0,0,4.33680868994202e-19,0.0279936027865702,0,0,0,0,0.131345281676351,0,0,0,0,0,0,0,0,0,0,0.168482653854867,0,0,0,0.0867557945856989,0,0,0.0406623963542323,0,0,0,0,0,0,0,0,-0.0357322950553117
X601288.CH.EQUITY,0,0.244952948964923,0.0479729273219291,0,0.388643173635795,0,0,0,0,0,0.149366495745141,0,0.111002437977023,0,0,0,0.0751010624673085,0,0,0,0,0.0210286446416256,0,0,0,0,0,0,0,0.0333308974981275,0,0,-0.0533270306467295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353351111626353,-0.069407979514813,0,0
X601988.CH.EQUITY,0,0.216950148589227,0,0.336893041861777,0,0,0,0,0,0.247019738362549,0,0,0,0,0,0.31926261970351,0,0,0.0674975927591462,0.0480766092477233,0.0485460117456824,0,0,0,0,0,0,0.0458070512328817,0,0,0,0,0,0,0,0,0,0,-0.564154263028126,0,0,0,0.0492299210635797,0,0,0,0,0,0,0.169365287949031,0,0
X600036.CH.EQUITY,0,0.15787510543783,0.0170276048328622,0,0,0,0,0.0278364152812699,0,0,0,0,0.0638544461829865,0,0,0,0,0,0.0990216776563069,0,0,0,0,0,0.235931136536899,0,0,0,0,0,0,0,0,0.37736327909497,0,0,0,0,0,0,0.0676784413523121,0,0,0,0,0,0,0.0793225129275413,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0208198604985034,0,0.120935025192079,0,0,0.0765977513879229,0,6.93889390390723e-18,0.293967218406804,0,0,0,0,0,0,0.0257859478273496,0,0,0,0,0,0,0.0325718832675948,0,0,0,0,0,6.93889390390723e-18,0,0,0.340556457120709,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.165000006875843,0,0,0,0,0,-0.159287044371757,0,0,0,0,0.116156966191089,0,0,0,0,0,0.171202759171226,0,0,0,0,0,0.134647587693595,0,0,0,-0.0520499384428966,0.0753274963514191,0,0,0,0,0,0,0.130735262576889,0,0,0,0,0,0,0,0.0525466331533889,0,0.0973912018513541,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132833805445335,0,-0.135325213316055,0,-0.0101557159685864,0,0,0,-0.395458528134153,0.807364362198001,0,0,0.574298230576194,0,0,0.195024037713288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109315882056081,0,0,0,0,0,0
X601658.CH.Equity,0,0.026332395797247,0,0.0388814910530988,0.0963624586066826,0,0,0,0,0,0,-0.0345864818082503,0,0.0548586897946014,0,0,0,0,0.14085559296083,0.233544448701585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333192172999286,0,0.134109566658331,-0.159240701910736,0,0,-0.134203470733194,0,0,5.42101086242752e-20,0,0,0,0,0,0
