,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0166830297082284,0.428155692801017,0.101615813244882,0.0846170131206982,0,0.0372520853016761,0,0,0,0,0,0.0388320490410727,-0.00743619119121194,0,0,0,0.0634232443878448,0.0473180511939398,0,0,0,0,0,0.107773878987086,0,0,0,0,0,0.0134209163047392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149999770465661,0
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0,0,0
X601939.CH.EQUITY,0.344412926615658,0,0,0.144807221837618,0,0.186302326550093,0,0,0,0.0487968426582529,0.0967770595873322,0,0,0,0,0,0,0,0,0,0,0.00105726052435074,0,0,0,0,0,0,0,0,0,0,0,0.0596659242658912,0,0,0,0,0,0,0.0109527987216118,0,0,0,0,0,0,0,0,0,-8.470329472543e-22
X601288.CH.EQUITY,0.445705080028362,0,0,0,0,0,0,0,0,0.214485408754271,0,0,0,0,0,0,0,0.0893700843448516,0,0,0,0,0,0,0.0800898550127338,0.0313910941434396,0,0.0324280701522508,0,0.082393986819235,0,0,0,0,0,0,0,0,-0.0307332243613711,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464176961697192,0,0,0,0,0,0,0,0,0,0,0.146069585073541,-0.373564915694592,0,0,0,0,0,0,0,0,0,0,0,0.121446116352753,0,0,0,0.438530704413197,0.0301990260063294,0,-0.601397107724257,0,0,0,0,0,0,0,0,-0.28297631608019,0,0,0,0,-0.3156894156449
X601988.CH.EQUITY,0.0141050855893601,0,0.304927210232236,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.114276681501926,0,0,0,0,0.0495763741643802,0,0,0,0,0.588305172036627,0,0,0,0,0,0,0,0,0,0.0194288800719405,0,0.0224368784720157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037396712242677,0
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606325760281392,0,0,0,0,0.269929618248668,0,0,0,0.0358193622730428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304224244965658,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0185659223530089,0,0,0,0,0,0.131934343738403,0,0,0,0,0.0210917192231373,0.00725482202987909,0,0,0,0,0,0,0,0,0,0.0704819689703192,0,0,0,0,0,0,0,0.281672176693074,0,0,0,0,0,0.0879295808906235,0.197882952063508,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155351115431783,0,0,0,0,0,0,0,0,0,0.105850943538593,0,0,0,0,0,0,0,0.0225319079342499,0.0914288617939314,0,0,0,0,0,0.112295925708711,0,0,0,0.0607322444275968,0,0,0.0571007186896255,0,-0.0244538347909899,0,0,0,0.168354841471042,0.244336630362993,0,0,0,0,0,0,0,0.0196689553259216,0,0
