,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.225563527159734,0,0,0.341443714668072,0,0,0,0,0,0.248462901400067,0,0,0,0,0,0,-0.0598545608984834,0,0,0,0,0,0,0,0,0,0,-0.046322385388788,0,0,-0.133268499174579,-0.025833764777511,0.0936677337678319,0,0,0,0.0417668202966894,0,0.104522736191837,0,0,0,0,-0.124879500569786,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.143739726447779,0,0,0,0.0198644357184515,0,0,0.20374550321496,0.023970488496696,0.0039601586784473,0,0,0,0,0,0,0.0704232938746128,0,0,0,0,0,0.0590569866150704,0,0,0,0,0,-0.0336065090562971,0,0,0,0,0.551021577812222,-0.0792974169752587,0.00840840119230457,0,0,0,0.060709228061443,0,0,0,0,0
X601939.CH.EQUITY,0.199233954851401,0,0,0,0,0,0,0,0,0.00654663852396502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425908592395598,0,0,0,0,0,0,0,0.112300925344317,0,-0.0494148376580986,0,0,0,0,0
X601288.CH.EQUITY,0.0134712652201941,0,0,0,0.0509427459399606,3.46944695195361e-18,0,0,0.00887388157218948,0,0,0,0.0881421904304725,0,0,0,0,0,0,0,0,0.36233380613202,0,0,0,0,0.066286176273876,0,0,0,0,0,-0.0598353725346539,0,0,0,0,0,0,0.212909931082536,0,0,0,0,0,0,0,0.0804664235797659,0,-1.73472347597681e-18,0
X5.HK.EQUITY,0,-0.0634860683381524,0,0,0,0,0,0,0,0,0,0,0,0,0.124261119155413,0,0,0.127833901371836,0,0.00271627571274141,0.291334924335901,0,0,0.436275454251245,0,-0.0510304696818128,0,0,-0.270205200263504,0,0,0,0,0,0,0,0,0,0,0,0,0.0175620144859067,0,0,0,0,0,-0.153003902654221,-0.0842620151921179,0.137197597785148,-0.0619453179943476
X601988.CH.EQUITY,0.187364995538412,0,0,0.363895475690926,0,0,0,0,0,0.0874541887771979,0,-0.00587209306011254,0.0295856897137867,0,0,0,0,0,0,0,0,0.277409861029154,-0.148121434929414,0,0.014151775797295,0,-0.0509783769168585,0.199310793380528,0,0,0,0,0,0,0,0.0515850305503598,0,0,0,0,0,0,0,0,0,0,0,0.0558917571108003,0,0.0203707691016483,0
X600036.CH.EQUITY,0,0.623366298524795,0.0682271388736338,0.0314965668244969,0,0,0,0,-0.269551924430508,0,0,0,-0.164516425399594,0,0,0,0,-0.106383459328478,0.0116023237543138,0,0,0,0,0,0,0.0641853601830258,0,0,0,0,0.320529008398275,0,0,0,0,0,0,0,0,0.108046200053779,0,0.172868213804633,0,0,0,0,0.0491554669854387,0,0,0.105330357258301,0
X1299.HK.EQUITY,0,0.0650462440605947,0,0,0,0,3.46944695195361e-18,0,0,-0.140848946433361,0,0,0,-0.0873339796139117,0,0,0,0.310291510178761,0.209600665398861,0,0,-0.0477094095675388,0.114311711998299,0,0,0.150767741113321,0,0,0,0,0,0,0,0,0,0.0551660431073359,0,0,-0.0583180129063578,0,0,0,0,0,0,0,0,0.140263732597065,0,0.230387625754348,0
X601628.CH.EQUITY,0,0.130118053526435,0,0,0,0,0,0,0,0.0431117166474116,0,0,0,0,0,0.24044690072622,0,0,0,0.0481340598597746,0,0,0.154995638552219,0,0,0,0,0,-0.0302813251683919,0,0,0,0,0,0,0,0,0.214547281763058,0,0.113507641015402,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.329162782938129,0.21342730156839,0,0.0512789703708813,0,0,0,0,0,0,0.630466702237445,0,0,0,0,0,0,-0.530206091384824,0,0,0,0,0.235844847997495,0,0,0,0,0,0.327132145426286,0,0.304016414798258,0,0,0,0,0,-0.131320040718355,0,-0.155503399161624,0,0,0,0,-0.128765629576274,0,0
X601328.CH.EQUITY,0,0.00251757463820321,0.0366523668562519,0.21435210984298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208319990681343,0.112828335643324,0,0.143116493466365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.132003494940489,0.115827553939723,0,0,0,0.0582160322310617,0.13482899655756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266456141798685,0,0,0,0,0,0,0,0,0,0.07516784045535,0,0,0.0937314312568148,0,-0.0474378630077869,0,0,0,0,0,0.0977133274168969,0,0,0,0
X601319.CH.EQUITY,0,0.000196380949046374,0,0,0,-4.33680868994202e-19,0,0,0.0111419083284915,0,0,0,0,0,0,0,0,0,0,0,0.0275464193715799,0.0745096283858641,0.190678886523161,0,0,0.062806308071095,0,0,0,0,0,0,0,0,0.0551682189630477,0,0,0.08315834002359,0,0,0,0,0,0,0.0412942894678664,0,0,0,0.135278128023719,0,0
X000001.CH.EQUITY,0,0.10215521085078,0,0,0,0,0,0,0,0.145913024634407,0,0,0.119808971759773,0,0,0,0,0,0,0.0505406599497265,0,0,0,0,0,-0.19776217158681,0,-0.0457154420277989,0,0.106550197019037,0,0,0.127080041665851,0,0,0.129714821641907,0,0,0.327173844686517,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,-0.156571586607655,0,0.0876364745470545,0,0,0,0,0,0,0,0,0.292957783373935,0,0.287550945796063,0,0,0,0,0,0.0493608922385238,0,0,0,0,0,0.187643254325091,0.251784011517663,0,0,0,0,0.0606915128319259,0,0.0430358010983715,0,0,0,0,0,0.0985074164255557,0,0,0,0,0,-0.262725630093708,0,0.196245799503933,0
X601601.CH.EQUITY,0,0,0,0,0,-0.122777692318796,-3.46944695195361e-18,0,0.243522203585905,0.0271551187074863,0,0.129906525118773,0,0.369586813458481,0.266734967062374,0,0,0,0,0,0,0,0,0,0,0,0.0510522796941441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182581285205379,0,0,-0.0530883886832246,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.176464390068944,0,0,0,0,0,0,0,0,0,0,0,0.000519758274912567,0,0,0,0,0,0.147312106510265,0,0,0,0.209447687317542,0,0,0,0,0,0,0,0,0,0,0.38699317572189,0.0321683197869453,0,0,0,0,0,0.217557679227326,0,0,0
X11.HK.EQUITY,0.252385291815173,0,0,0,0.116960492432933,0,0,0.227787590252173,0,0,0,0,-0.0346368344762221,-0.0113557169928854,0,0,0,0,0,0,0,0,0,0.545417280172547,0,-0.0646708381623795,-0.119334636975136,0,0,0,0,0,0,0,0.10427154886956,0,0,0,-0.0135535292112301,0,0,-0.0860983381237911,-0.0247857983781263,0,0,0,0,-0.13084073121969,0,-0.152325862066159,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0305068141520814,0.450497007193368,0,0,0,0,0,0,-0.151194845100485,0.161058864497181,0,0,0,0,0,0.025450805895007,0,0,0,0,0.1056005027132,0,0,0,0.0624579424188653,0,0,0,0,0,0,-0.358974657336674,0,0,0.258461873535839,0,0,0,-0.0433196371441259,0,0.462097581990146,0,-0.0731764803654065,0,0
X267.HK.EQUITY,-0.184238665952643,0,0,0,0.249330441077925,0,0.248401787803655,0,-0.0667860592395256,0,0.0314763711590944,0,0,0,0,0,0.0912455356954207,0,0.0351707952460114,0,0,0,0.0347718357928477,0.112784976936772,0,0.125937542180598,0,0,0,0,0,0,0,0.0359478376840232,0,-0.0422875649753939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.0996311175960974,0,0,0,0,0,0,0.00780140469750231,0.0829539309427526,0,0,0,3.46944695195361e-18,0,0,0,0,0.158090813662893,0.335186320718069,0,0,0,0,0,0,-0.0483663187458146,0,0,-0.0344247287607332,0,0,0,0,0,0.204836313611041,0,0,-0.152756003073393,0,0,0,0,0,0,0.167063091407697,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.319931984407119,0,0,0,0,0.0144011878198216,0.0854308952508988,0,0,0.0190686034239104,0,0,0,0,0,0.00220747260619492,0,0,0,0,0,0,0,0,0,0,0,0,0.0510090517428107,0.0601673696814432,0,0,0,1.73472347597681e-18,0.0704198376965499,0,0,0,0.452000656632285,0,0,0,0.0281617125739277,0,0,0
X688.HK.EQUITY,0.0859915356416932,0.0943446766737255,0,0,0,0.0423046112497179,0,0.117807483024378,0,0,0,0,0,0.10822515661057,0,0,0,0,0,0,0.0349771554791073,-6.93889390390723e-18,0,0.153651672115832,0,0.0413881583677763,0,0.283006202867661,0,0,0.13408185083585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905490059938301,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.537729127701725,0,0,0,0.0573002406141334,0,0,0,0,-0.0445361039424457,0,0,0.18645464053481,0.100636462345628,0,-0.0611872311516953,0,0,0.391535963276811,0,0,0,-0.0162689155446891,0,0,0,0,0.03099213151201,0,-0.0488275023322475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268353132785382,0
X600030.CH.EQUITY,0,0,0,0,0,0.147648306079018,0,0,0,0,0,0,0,0.0248856440276207,0,0,0,0.0813753139366724,0,0,0,0.049889055374766,0,0,0,0,0,0,0,0,0,0,0,0,0.157688162818332,0,0.262966660998381,0,0,0.0873207049694966,0,0,0,0,0.138154844399243,0,0.134441440218241,0,0,0,0
X1109.HK.EQUITY,0.0421052029847871,0,0,0,0,0,0.114222424792259,0,0,0,0,0,0.198898503478837,0,0,0.22193360115515,0.310393177018389,-0.0534917938065688,0,0,0,0,0,-0.00813624463626843,0,0,0,0.145412548174042,0,0,0,0,0.0431087619539076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.0306953232759387,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0741459939250809,0,0,0.233005566998101,0.0903414155538639,0,0,0,0,0,0,0.0554337773313237,0,0,0,-0.0929286157863093,0,0,0,0,0,0.188999787200511,0,0,0,0,0.00946526976737489,0,0,-0.00757221467930432,0,0,0.00688482296909603,0
X2007.HK.EQUITY,0,-0.187525674235925,0,0,0,0,-0.0292855702828216,0,0,0,0.0629436931033033,0,0,0,0.143055495772971,0.125344090224021,0,0.0817961470570673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258012803783192,0,0,0,0,0,0,0.430649998653095,0,0,0,0,0,0.0420276029298423,0,0.0521115463215017,3.46944695195361e-18,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.195682867747844,0.0304649883500907,0,0,0,0,0,0,-0.0808457878603778,0,0,0,0,0,0,0,0,0,0,0.2173535305427,0,0,0.252585517264424,0,0,0,0,0,0,0.243073354288826,0,0.0103156457048333,0,0,0,0,0,0,0,0.0157668843904783,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.232765820769109,0,0,0,0,0,0,0.169090746677295,0.275576296643445,0,0.167535475148996,0,0,0,0,0,0.0134944613663705,0,0.0146225330312785,0,0,0,0,0.0455670195807828,0,0.00181964772739198,0,0,0,0,0,0,0,0,0,0,0,0,0.0488124460794708,0,0,0
X12.HK.EQUITY,0.18156094200791,0,0,0,0,0,0,0.247043781522081,0,0,0,0,0,0,0,-0.0522335165332017,0,0.00995418940332283,0,0,0,0,0,0,0,0.0156401597052225,0,0,0.0479444195554509,0.12430157662823,0,0.342095707895579,0,0,0,-0.162304225326477,0,0,0,0,0,0,0,0,0,0,0,0.147831079046398,0,0,-0.0286911105018198
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432302741640227,0,0,0,0.24046508452534,-0.0337133964333212,0,0,0.256826494613776,0,0.026724601130556,-0.193304716336892,0,0,0.285892955549596,0,0,0,0,0.0133683001779295,-0.0773855011696078,0,-0.0771671359512396,0,0,0.107176654107631,0,0,0,0,0,0,0.0810067560696483,-0.0458815664065836,0,0
X001979.CH.EQUITY,-0.123830120163469,0,0,0,0,0,0,0,0,0,0,0,0,0.076032492405601,0,0,0.0225389806043158,0,0,0,0,0,0,0,0,-0.0814612496053544,0,0,0.20053822919543,0.0669180798914264,0.0786727680640738,0,0,0,0,0.112179051387838,0,0,0,0,0,0.290877017921943,0.494275784356625,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.104662287070663,-0.0421782864811917,0.0159192861773673,0,0,0,0,0,0,0,0,0,0.131358475260281,0,0,0,0,0,-0.0065581107845281,0,0,0,0,0,-0.00894206209330942,0,0,0.421224315719446,0,0.0954726623395142,0,0,0,0,0,0.0406623650369842,0,0,0,0,-0.228355430309218,0.110291939545221,0,0.0506370283551388
X601688.CH.EQUITY,0.0867764918922748,0,0,-0.0845820034857649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654206566350553,0,0,0,0,0,0,0.293406356180828,0,-0.119438990399779,0,0,0,0,0,0.112517327230215,0,0,0.0532440942754525,0,0,0,0,0,0,0,0.0826018414698595,0.197891129559108,0,0.270897416862922,0,0.07129316854942,-0.104316803310316,0
X002142.CH.EQUITY,0,0,0.327590457970527,0,0,0,0,0,0,0.117823411230384,0,0,0,0.211562473535967,0.114420928908061,0,0,0,0,-0.0089617791868089,0,0,0,-0.0425099461976801,0,-0.0223162220587715,0,0,0,0,0,0,0.0539105390565682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021991020824058,0
X601211.CH.EQUITY,-0.0844220289523082,0,0,0,0,0,0,0,0,0,0,0,0.0567853586425167,-0.015957672219505,0,0,0,0,0,0.0248440821642415,0,0,-0.0212825601988803,0,0.136940230402876,0,0,-0.0580779757586285,0,0,0,0,0,0.0991156653177503,0,0,0,0.142417709659868,0,0,0,0.0146655932504922,0,0,0,0,0.527959835273051,0,0.0748369078014316,0,0
X600837.CH.EQUITY,0,0,0,0,0,0.0608768238096447,0,0,0,0,0,0,0.268617170473037,0,-0.0568236730053721,0.0345265032480159,0,0,0,0,0,0,-0.113426921439461,0,0,0,0,0,-0.142828537182088,0,0,0,0,0,0,0,0.0710427893938422,0,0,0,0,0,0,0,0.0834070761744603,0.0569876950829054,0,0,0.438211882305204,0,0
X601229.CH.EQUITY,0,0,0.365487204129979,0,0,0,0,0,0,0.133765245874499,0,0,0,0.202627611784573,0,0,0,0,0,0,0,0,0,0,0,0,0.12738386590685,0,0,0,0,-0.0579627235464416,0,0,0,0.0512307488966837,0,0,0,0,0,0,0,0.170463296800961,-0.00845276430917268,0,0,-0.0591286736053755,0,-0.0867006893732317,0
X601336.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0.0592601594697649,-0.0316200366789714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312681280178523,0,0,0,0.114203354036953,0.166780968780966,0,0,0,0,0,0,0,0.301174731816523,0,0,0.25530494847763,0,0,0.019224519380487,0,0,0
X1997.HK.EQUITY,0.0690458906847284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103967851821566,-0.174392663870095,0,0.0296795554490909,0,0,0,0,0,0.00296781276915241,0,0,0,0,0,0.0280386186898915,0.173477583527473,0.219527677853336,-0.238244254605795,0,0.104016499847547,-0.0490649791653436,0,0,0.204715818983861,0,0,-0.022539808948303,0,0,0,0,0,0.264068461826314,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506601837351111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515192291827634,0,0,0,0,0,0,-0.0822860773970399,0.0298721324297433,0,0,0.00592367506540109,0,0,0,0,0.0534354108374492,0.390221927321008,0.0865576713568403,-0.00981682729089273,0,0.159287781834073,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.449386986532296,0,0,0,0,0,-0.0915042738789968,-0.0166541871182358,0,0,0,0,0,0,0,0.116877627943088,0,0,0.232211438889934,-0.0775440588457067,-0.0823959101020437,0,0,0,0.393951063256664,0.0878908083517786,0,0,0,0,0,0.0108581429372138,0,0,0,0.763010526499004,0,0,0,0.0375913744394642,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0470129076114036,0,0,0,0,0,0,0,0,0,0.034513132975316,0,0,0.086564303956244,0,0,0,0.139257886222651,0,0,0,0,0,0,0,0.0230276887523945,0,0,0,0,0,0,0,0,0.124829436005627,0.00227950118539218,0,0,0.429859722749405,0,0,0,0.05898040481965,0,0,0,0
X000166.CH.EQUITY,0.165674736099129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356710893208178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174695565916327,0,0,0,0.119478601227606,0,0,0,0,0,0,0.457627265591678,0,0.290498638871208,0,0
X2881.TT.EQUITY,0.150500784197554,0,0,0,0,0,0,0.197293752687755,3.46944695195361e-18,0.0698402738838819,0,0,0,-0.114859147129212,0,-0.0671657227831948,0,0,0,0,-0.131844436327725,0,0.0955255439076919,0,0,0,0,0,0,0,0,0.0123001942235822,0,0,0,-0.0779204539121919,0,0,-0.0422937238859296,0.177418582653397,0,0.456288998257548,-0.0662599527654467,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.0743208542020613,0,0,0,-0.0305304131554257,0,0,0.157867272314768,0,0,0,-6.93889390390723e-18,0,0,0.207187434748051,0,0,0,0,-2.16840434497101e-19,0.189343340860016,0,0,-0.134054948125302,0,0,0,-0.0448844841237134,0,0,0,-0.0230834540192394,0.265821377966884,0.232604527431813,0,0,0,0,0.00555570541752724,0,0,-0.0139644751565433,0,0,0,0,0
X17.HK.EQUITY,0.0326779599888062,0,0,0.113825465021154,0,0,0,0,0,0,0,0,0,0,0,0,0.215910610837031,0,0,0.0959886920449966,0,0.00439317189224894,0,0,0,0,0,0,0,0,0.269244126990547,0,-0.0748264841858146,0,0,0,0,0,0,0.00946589519306763,0.199951517305354,0,0,0,0,0,0,0,0,0,-0.245786049284842
X300059.CH.EQUITY,0,0,0,-0.0486090514194091,0,0,0,0.129158348022567,0,-0.00922727810639733,0,0,0.114086022225598,0,0,0,0.201194265500765,0,0,0,0.0775567491145031,0,0,0,0,0,0,0,0,-0.0887826751610321,0,0,0,0.156624829400831,0.019682177052494,-0.00129546980838105,0.108728742369684,0.203814228051831,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0.0447358024206821,0.360572078324773,0,0,0,0,0,0,0,0.0674482670583745,0,-0.114067590532003,0.11929045167675,-0.0330293328749572,0,0,0,0,0,0,0,0,0,0,0,0.141502514234837,0,0,0,-0.0791456985820596,0,0,0,0.0330621336374445,0,0,0,0,-0.114003390707778,0.185438202644932,0,0,0,0,0,0,0,0,-0.564511283916659
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.227707511405123,0,0,0,0,0,-0.0792346822443405,0,0.132438591787836,0.0247503547936415,0,0,0,0,0,0,0,0,0,-0.262763389166259,0,0.271265207927558,0,-0.0383906028564297,0,0,0,0,0,-0.136337726491183,0,0,-0.0205650060143286,0,0,0.0369103430977971,0,0,-0.829044882284217,0
