,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.260410189560536,0.0295868826427788,0.0581885075280996,-0.0129267437217392,0,0.450324203914741,0,0,0,0.0397654141578571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812194189827925,0.0339261906238813,0,0,0,0,0,0,0,0,0,0,0.0801477721215943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0791897239353123,0,0.0911720652608318,0,0.160926700531907,0,0.161658554957067,0,0,0.0224482180829192,0.0965380662414487,0,0.0728128575130149,0,0,0,0,0,0.326240871921419,0,0,-0.0405806964517223,0,0,0,0,0.0808724059370633,0.101349858334732,-0.00941462908314368,0,0,0,0,0,0,0,0,0.0732833231777582,0,0,0,-0.183090962609022,0,0,0,0,0.11049827791181,0,0,0
X601939.CH.EQUITY,0.305798616198532,0.182307836206152,0,0.18601970478728,0,0,0,0.0509930854244268,0,0,0,0.0338817004917356,0.0552284272048129,0,0,0.0294189889334613,0,0,0.247504379679513,0,0,-0.240073445299004,0,-5.42101086242752e-20,0,0.131199754239369,0,0,0.0783067330503912,0,0,0,0.208375151135749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0218644312548656,0,0,0.0536146527354774,0,0.461217444760917,0,0,-0.0408409071726449,0.103451941690762,0,0,0.120431691423513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101752803269302,0.0241173263093431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630505764353318,0,0.0111145058897832,0.0140882230208491,0,0
X600036.CH.EQUITY,0,0.147864029108306,0,0,0,0.0456335287527569,0.157758442787896,0,0,0,-0.009134912663266,-0.00461600835888996,0.220704863081827,0,0,0.140635566579286,0,0,0.0558599767052957,0,0,0,0,0,0,0.146897839060896,0.195354363666832,0,0,0,0.00148939736850579,0,0,0,0,0,0,0,0.216016584630012,0,0,0,0,0,0,0,0,0,0,0,-0.0833088798682661,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.234654318476858,0,0,0.0541381352297878,-8.67361737988404e-19,0,0.199422027871343,0,0,0,0,-0.112501918644724,0,0,0,0,0,0,0.0484357358927905,0.630684031606365,0,0,0,0,0,0,0.0671382219668445,0,0,0,0,0.0512024635031974,0,0,0,0,-0.0310119776183677
X1299.HK.EQUITY,0,0,-0.0672175908989177,0,0.124281906152201,0,0,0,0,0,0.201722011210412,-0.0102123853070981,0,0,0,0,0,0,0,0.188518671238217,0,0,0.184579915612409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535878400391414,0.131466144876484,0,0.063227785467261,0,0.0650994619268443,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.105102669740166,0.471932479289643,0.0856769200394765,0,0,0,0,-0.00913768739268935,0.0222768417673872,0,0.25540908964121,0,0,0,0.0367153748305088,0,0,0,0,0,0.0462799565978298,0,0,-4.33680868994202e-19,0,0,0,0.0529109643939305,0,0,0,0,0,0,0.0380823373308751,0,0,0.0479404909839218,0,0,0,0.00871628172036966,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.19507596371304,0,0,0,0.0929869554702935,0,0,0,0,0.0401722470578414,0,0,0,0,0,0,0,0,0,0.082123799828776,0,0.221562174067168,0,0.167536866751854,0,0,0,0,-0.0286144243386303,0,0,0.0699429743377699,0,0,0,0,0,0.212301391256538,0,-0.14350318255424,0,0,0.230222721421461,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.00574201682947332,0,0.208992731046944,0,-0.0472987030304539,0,0,0,0,0.065410143182095,0.123355755667667,0,0,0.0975424521149168,0,0,0,0,0,0,0,0,0.015032722686707,0,0.137707540144009,0,0.318849130847825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
