,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.0121614407102443,0,0,0.0391043120673105,0,0.295220633695192,0,0,-3.46944695195361e-18,0,0,0.11518370664115,0,0,0,0,0.110713189636879,0,-0.00353974176760751,0,0,0,6.93889390390723e-18,0,0,0,0.0573243695253722,0.28029710520601,0,0,0,0,0,0.0523055531409948,0,0,0,0,0,0,0,0,0,0,0.0182088307945564,0,0,0,0
X601939.CH.EQUITY,0.265677770422693,0,0,0,0,0,0,0,0,0,0,0,0,0.42675899045895,0,0,0,0,0,0.106812938617422,0.0559738383434618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464413104819553,0.0402883315062399,0,0,0.0213428270655096,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.2104009536713,0,0,0,0,0,0,0,0.164983176112862,0,0,0,0,0,0,0.214438728669985,0,0.117671935032838,0.0949407514849502,0,0,0,0,0,0,0,0,0,0,-0.0342032597250225,0.0815335693381312,0,0,0.0291086338910078,0,0.112666180559411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017258572723268,0,0
X601288.CH.EQUITY,0.344134112383631,0.00647516418084019,0,0,0.502316846906703,0,0,0,0,0,0,0.0118245112631599,0,0,0.0403816089893033,0,0,0,-0.0329664529664271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171078352381617,0,0,0,0,0,8.67361737988404e-19,0,0,0.0949548237040817,0.00787885645221943,0,0
X601988.CH.EQUITY,0,0,0.123479867387509,0,0,0,0,0,0,0,0.109772027981142,0,0,0,0,0.107504063569234,0,0.0647838617859247,0,0,0,0,0,0.0462536354606749,0,0,0,0,3.46944695195361e-18,0,0,0.124613180467547,0,0,0.105919615093149,0,0,0,0,0,0,0,0,0,0,0.243520931312163,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.00881661553386528,0,0,0,0.120581259703554,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.359205852371549,0.233748922027261,0,0,0,0,0,0,0,0,0,0,0.429414149699326,0,0,0,0.384714960567713,0,0,0,0,0,0,-0.369586746068666,0.169946883096568,-0.182396917692429
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0886151961350643,0,0,0,0.274440555445089,0,0,0,0.14248224760565,0,0,0,0,0,0,0,0,0,0,0,0.0840612382408673,6.93889390390723e-18,0,0.203469904594702,0,0.108533891070372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558535544166992,0,0
X1299.HK.EQUITY,0,0.066747369181139,0,0,0,0,0,0,0,0,0,0.0925311537895696,0,0,0.0583808466321805,0,0,0.288193894604569,0,0,0,0.0399831385901263,0,0,0,0.0606778049247568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.387222667258574,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206213950261714,0,0,0,0,0.00855611807630276,0,0,0,0.0910681140102438,0,-0.020199422186535,0,0,0,0.248974908796174,0,0,0,0.104362100523984,0,0,0,0,0,0,0,0,0.0326833729984244,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.11788436854734,0,0,0,0,0,0.186527545891678,0,-0.106031736396095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771509879109376,0,0,-0.225416157272995,0,0,0,0,0,0,0.695106041983527,0,0,0,0,0,0,0.470759315973985,0,-0.161503372347643,0,0,0
X601328.CH.EQUITY,0,0.068222060999303,0,0.00255547921329619,0.0769585551153305,0,0,0,0,0,0,0,0,0.308752975670716,0.0434396039224456,0,0,0,0,0,0,0,0.0370763207303804,0.241047217510366,0.0558458250201447,0.0280277949595174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148500124909875,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.124664831866656,0,0,-0.00391477656275704,0,0.299542352125851,0,0,-0.0315233438699447,0,0,0,0,0,0,0,0,0,0.0684157272896082,0,-0.0811740651249883,0,0,0,0,0,0,0,0,0.524081058966723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209559090526869,0,0,-0.153890426565921,0.0235242074790408,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0481962339223831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140440378149831,0.560579814366665,0,0,0,0,0,0,0.0153337232763276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.322708069648519,0.14047958154558,0,0,0,0.00559969259565537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.197923205203584,0,0,0.0243505364146399,0.101926558162854,0,0,0.230116610618138,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0584137557113108,0.0290596890364099,0,0,0,0,0,0,0,0,0.181772923131083,0,0,0,0,0,0.368750216112672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118847895194794,0.110499372299358,0,0
X000001.CH.EQUITY,0,0,0,0,0.142629202309452,0,0.151985309312712,0,0.00643681703642155,0,0,0.072672542839368,0,0,0.0375092674660549,0,0,0,0,0,0,0,0,0,0.0540785180116927,0,0,0,0,0,0.309648779434814,0,0,0,0,0.0669354447191754,0,0,0,0,0,0.150082913198313,0,0,0.0452107443250968,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0410239374034059,0,0,0,0.04197742835297,-0.0938360682671206,0,0,0,0,0.0313507351545261,0,0,0,0,0,0.0517706462517275,0,0.0542468320732719,0,0,0,-0.0618046026990404,0,0,0,-0.0220279867291223,0,0.538580714223074,0.148626864514576,0,-0.102316098617755,0,0,0.139120085925237,0,0.131249670847519,0,0,0,0,0,0,0,0,0.00167991566682752,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.202117236200013,0,0,0,0,0,0,0,0,0.0668057707209093,0,0,0,0,0,0.495328648174847,0,0,0,0,0.0441454983718095,0,0,0,0,0,0.224507747992719,0,-0.119511241512432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451463690001351,0,0,0,0,0,0,0,0,0.0740592135331861,0,0.494962868008128,0,0,0,0,0,0.0436846388755042,0,0,0.248227107578664,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.231247402698161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144209151469837,0,0.0518364317549234,0,0,0,0,0,0.0395800050481256,0,0,0,-3.46944695195361e-18,0.457646234106756,0,0,0.119146258873155,0.0475948259175587,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.0993954783370171,0,0.353848252917306,0,0.0355465643318498,0,0,0,0,0,0,0,0,0,0,0.0541880535849099,0,0,0,0,0,0,0,0,0,0,0.0540487124046866,0,0,0.270380864102647,0,0,0,0,0,0,0,0,0,0,0,0.0963883952726781,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0.0101255991268319,0,0.0513366877986962,0.15199153053967,0,0,0,0.0487494552070426,0,0,0,0,0,0,0,0,0,-0.0501246173043714,0,0,0,0.566178455793558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163774569811603,0.231774196195993,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.143674706817903,0,0,3.46944695195361e-18,0.051427462986216,0,0.234686581164978,0.262061292662969,0,0,0,0,0,0,0,0.138770948261371,0,0,6.93889390390723e-18,0,0,0,-1.73472347597681e-18,0,0,0,0.0668946694968202,0,0,0,0,0,0.00447249960450961,0.0494040119827966,0,0,0,0,0,0.0263392837690548,0,0
X600016.CH.EQUITY,0,0.137290761416419,0.132014244717875,-8.67361737988404e-19,0,0,0,0,0,0,0.0673569014933735,0,0,0.115219035066551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152719101516367,0,0,0,0,0.0123011135826268,0.0862211272285505,0,0,0,0,0,0,0,0,0,0,0.184568387490797,0.135996254084549,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,-0.0689199553921492,0,0,0,0,0,0,0.0876416424956674,0,0,0,0,0,0,0,-0.151896821116194,0,0.446238076769302,0,0,0,0,0,-0.0471840017359926,0.168817359074371,0,-0.0403810868819578,0,0,0,0.140813647198602,0,0,0,0.168128625482987,0,0,0,0,0,0.234429808303269,0,0,0,0,0.0412353212370932
