,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.024938032589538,0.513921030326957,0,0,0,0.123609857980163,0,0,0.0818448511741876,0.0348823564979185,0,0,0,0.171999124928299,0,0,0.00896626390243003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148299111893158,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00135344706665081,0.12976769654952,0.271203237411001,0,0,0,0.0358875255103617,0,0,0,0,0.319688968502879,0.0925557743273591,0,0,0.0655039776738473,0,0,0,0.0445972445931391,0,0,0,-0.0500013382104772,0,0,0,0,0,0,0,0,0,0.0706053669026632,0,0,0,0,0,0,0.00205208465352866,0,0,0,0
X601939.CH.EQUITY,0.188593213926427,0,0,0.466164440840137,0.0629485048210781,0.0995135811989513,0,0,0,0.0294487640030975,0,0,0,0,-0.0413730554157769,0,0,-0.0204384712047905,0,0,0,0,0,0,0,0,0,0.199824490832115,0,-0.00409727904296723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641937498430769,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.0734226809666366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160847811820771,0,0,0.533675436549652,0,-0.0416330112701997,0,0.102674024109089,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0298667668739414,0,0,0,0.225107016484299,0,0.11146767104949,0,0,0.285900114819825,0,0,0,0,0.040943461442499,0,0,0.0263125463639555,0,0,0,0,0,0,0.0541123479569093,0,0,-0.10316376085304,0,0,0,0,0,0.141208914481152,0,0,0,0,0.0740041504639629,0,0,0,0,0,0,0.175301791504204,-0.1544751203765,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.320161753024793,0,0,0,0.107135405699213,0,0,0,0,0,0,0,0.0564033791984808,0,0,0,0,0,0,0,0.104062199987483,0,0,0,0,-0.231655087973297,0,0.0457573376849215,0.0736094114600104,0,0,0,0,0,0,0,0,0.0703719042250187,0,0,0,0,0,0,0,0.0793172837731492,-0.068579093019405
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0139378779066224,-0.0107481870279056,-0.0899667491404177,0,0.0883891704106356,0,-0.15253969145806,0,0.0943992066998787,0,0,0,0.561190622797058,0,0,0.0174005317511659,0,0,0.0892773419739179,0,0,0,0,0,0.0450407063443252,0,0,0,0,0.0550897305225909,0.242279889209308,0,0,0,0.116942590185216,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.243789304586491,0,0,0,0,0,0,0,0,0,0.0904761451750823,0,0.115054481214337,0,0,0,0,0.0608244762607777,0,0,0,0,0.0738738431829529,0,0.167695042604971,0,0.0294601614248131,0.119365946908734,0,0,0.0581072265084945,0,0,0,0,0,0,0,0,-0.102660247319275,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.175625777731992,0,0.17533548471724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617829221846523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011421778634673,0,0,0.387680869098878,0,0,0.0424673829070432,0.0117303843484972,0,0.126024354892309,0.0615701153374107,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0056082752848368,0,0.413690412658055,0,0,0,0,0,0,0,0,0.414547818367034,0,0,0,0,0,0,0,0,0.0546947172543211,0,0.0495213874972775,0,0,0,0,0,0,0,0,0,0,0.0134239246738116,0,0,0,0,0,0.0928713721580719,0,0,0.23081640259169,0,0,0,0.0628368069919356,0,0,0,0
