,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.673199270690276,0,0,0,0,0,0.00868727496734057,0,0.0497317242082307,0,0.100142553259324,0,0,0,0,0,0,0,0.0272928837144073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266465696714559,0,0.0564789879139898,0,0,0,0,0,0,0,0,0,0,-0.00871101369491586
X601939.CH.EQUITY,0.219777932046952,0,0,0.461826916124708,0,0.0806159065119743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066509972007695,0,0,0,0,0,0,0.12514314831396,0,0,-0.0346000319242955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044470796824816,0
X601318.CH.EQUITY,0,0.0175147572538635,0,0.0917758842216957,0,0,0,0,0,0,0,0,0,0,0,0.00884796346132371,0,0,0.192522149395803,0.00916996383960907,0,0,0,0,0.0104296405611583,0.0468507252718999,0,0,0,0,0,0,0,0.214086139649407,0.0165907399704181,0.0441250005774413,0,0,0,0.235099139237926,0,0,0,0,0,0.0861970698025421,0,0,0,0,0
X601288.CH.EQUITY,0.289341272496346,0,0,0,-0.0270930199418119,0,0,0,0,0.11519396433626,0,0,0,0,0,0,0,0,0.0633019704513584,0,0,0.0566772585627017,0,0,0.0304975088138307,0.259784908160784,0,0,0.0354452045007269,0.0700100538761852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733572118688435,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.159061308064407,0.0654943438622483,0,0,0,0.453766704725922,0,0,0,0,0,0.255117324645143,0.0143258694077047,0,-0.352762239513058,0,0,0,0,0.351424873945641,0,0,0,0,0.1832940544262,0,-0.00308544839918453,0,0,0,0,0,-0.251245293722039,0,0,0,0,0,0,-0.185708847072606,0,0,-0.0576595117642671,0,0,-0.313593238522936
X601988.CH.EQUITY,0,0.106235454317695,0,0,0.0990234038396942,0,0,0,0.106856070820685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506985859666989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436234699088267,0,0,0,0,0,0,0,0,0.103516372461909,0.0874336492026903,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0967587404107198,0,-0.0544369834980619,0,0.0459545598203643,0,0,0,0,0.239329043173835,0,0,-0.0467567435966542,0.205914793432025,0,0,0,0.0921924018592609,0,0,0,0.0425682538380202,0,0,0,0,0,0,0,0,0.0491787005082119,0,0,0,3.46944695195361e-18,0,0,0,-4.33680868994202e-19,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.00964237628267038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788177062673077,0,0.00558458684052284,0,0.0709540482925763,0,0,0,0,0,0,0,0,0,0,0,0,0.015094313811834,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.124954262467643,0.0917932757109953,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0241780582581541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355021933144201,0,0,0.0424476555279395,0,0,0,0.0862609349398389,0,0,0.115915951731195,0,0,0.032776215810726,0,0
X601328.CH.EQUITY,0,0.00244639597794203,0,0,0,0,0,0.189047349604005,0,0,0,0,0,0.113128128587439,0,0,0,0,0,0,0,0.322236221115869,0,0,0,0,0,0.0403236946297437,0,0,0,0.00478434809242318,-0.00123329298261874,0.016419585785047,0,1.73472347597681e-18,0,0,0.0724790821874926,0.236262921740194,0,0.0566900052234322,0,0,0,0,0,0,0,0,-0.0186715859939067
X601166.CH.EQUITY,0,0.196734014482901,0.0148546330460162,0,0,0,0,0.183045855959718,0,0.0388328570621495,0,0.0158886724272562,0,0.231569695384324,0,0,0,0,0,0,0,0,0.055618979885797,0,0,0,0,0,0,0,0,0,-0.0433132291514579,0.0777455007320657,0,0,0,0,0,0,0,0,0,0,0,0.0712688593152233,0,0,0,0,-0.0443835251176899
X11.HK.EQUITY,0,0,0,0,0,0,0.170763913714323,0,0,0,0,0,0,0,-0.0226206015205128,0,0.159869684508814,0.264886647656291,0.109796933401414,0.13392187082956,0,0,0,0,0,0,0.139866341786934,-0.178708844837884,0,0,0.0207262933821302,0,0.213949563628531,0,0,0,0,0,0,0,0,0.0735330942294989,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,-0.0837644286106177,0,-0.153152929482758,0,-0.0454569363596176,-0.0920591101136973,0,0,0,0,0,0,0,-0.00913193579690912,0,-0.0629677625588153,0,0,-0.0417312325387153,0,0.133926465121332,0,0,0.139478762468648,0.201089056225932,0.258039763463344,0.339974450949431,0,0,0,0,-0.0770824338628257,0,0,0.0423562398975644,0,0,0,0.212177648284199,0.038967903722831,0,0,0,0.0967411506056309,0
X600000.CH.EQUITY,0,0,0,0,0.0271371617045515,0,0.0662884872349426,0.180036523630787,0,0,0.223362939931414,0.0880592436523057,0,0,0,0,0.0470115873463667,0.0187572418909453,0,0,0,0,0.0521894231741083,0,0,0,0,0,0,0,0,0,0.0116497542076562,0,0,0,0,0,0,0.188645273426441,0,0.0180135257806829,0,0,0,0.0981820850459905,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,-0.45237894067733,0,0,0,0,0,0.0509821696295833,0,0,0,0,0,0,0,0,0,0,0.204112156938276,0,0,-0.206118201305665,0.203794998976819,0,0.172722114972921,0,0,0.187477439437814,0,0.0985734077810326,0,0,0.495845508482087,0,0,0,0,0,0,0,0,0.11580645627512,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0370528570336703,0,0,0,0,0.0799005254657508,0.0111303645865928,0,0.128722582293484,0,0,0,0,0,0,0.613558862867425,0,0,0,0,0,0,0.0571138965717161,0,0,0,0,0,0,0,0,0,-0.0769868955651306
X2388.HK.EQUITY,0,0,0,0,0.0609751734662653,0,0,0,0,0,0,0.288797511638416,0,0,0,0,0,0,0,0.161749743000997,0.209500665307714,0,0,0,0,0,0,0,0,0,0.192371119067029,0,0,0,0,0,0,0,0,0,0,0.0197128242152053,0,0,0,0.0755284482368459,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.411182160994548,0,-0.229181671372459,0,0,0,0,0,0.225974916592563,0,0,0,0.0501211350776446,0,0,0.0513579270098914,0,0,0,0,0,0,0.117361678951406,0,0,0.292441999628835,0.0170608615916573,0,0,0,0,0,0,0.0674341920854076,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.0784567198020018,0.103471053755232,0,0,0,0,0.0938600103869976,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0305415050386472,0,0,0,0,0,0.0831867426205913,0,0,0,0,0,0,0,0.0803404767375907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218666859893458,0,0.0276865631028173,0
