,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.369202062018553,0.15753307002085,0.0244046873345747,0,0,0,0,0,0,0,0,0,0,0.15562782227252,0,0,0,-0.0212114979732651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11602861466628,0,0.0217263571434767,0,0,0.0130964970822189,0.0524664035651417,0,0.232736114134267,-0.0731144465432523,0.097429272584497
X601318.CH.EQUITY,0,0,0,0.0820686004405125,0,0,0,0,0.154969039402718,0,0,0,0.113922300835035,0,0,0,0,0.0449588910582976,0,0,0.113528935662172,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.110482189404376,0,0,0,0.126061909623659,0,0,0,0,0,0,0,0,0,0,0,0,0.00849965536266678,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.215820244726548,0,0,0,0,-0.0372265918207824,0,0.151458839018007,0,0.0518358092575293,0,0,0,0,0.127624173077217,0.00836603783168482,0,0,-0.020563265173947,-0.147745575200407,0.484072287929597,0,0.142662874261895,0,0,0.0283807445582605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437734912934987
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.118260733987116,0,0.166587567992643,0,0,0.140685220759545,0,0.199591345163222,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09500474038634,0,0,0.0820392772641475,0,0,0,0,0,0,0,0,0,0.122119574511592,0,0,0.11651530177638,0,0,0,0,0,0,-0.0957156215704203
X601628.CH.EQUITY,0.168926315797974,0,0,-0.0750855342849791,0,0,0,0,0,0.0610620061579849,0,0,0,-0.0881829471121041,0,0,-0.0130675473221282,0,0.0442502577201956,-0.091228401260763,0,0,0,0.138808432579471,0,-0.0326355293389541,0,0,0,0,0,0,0,0,0,0.676804958086756,0,0,0,0,0,0,0,0,0,0,0,0.14401055949673,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.145262472257047,0,0,0,0,0,0,0,0,0,0,0,0,0.103742064799998,0,0,0,0,0,-0.267782127644447,0,0,0.00125710195955755,0,0,0,0,0,0,0.0780188950245488,0.301274291648665,0,0.160629423293747,0.0689719752068575,0.106958766307613,0,0.0521514071181907,0,0,0,0,0,0
X601988.CH.EQUITY,0.0339278502034592,0,0,0.197307721800408,0.450800829278337,0,0,0,0,0,0,0,0.106765836212768,0,0,0,0,0,0,0.0995674723379383,0,-0.0582902727267339,0.169007717981158,0,0,0.249325410110533,0,-0.0864713506007465,0,-0.0746824293739163,0.127978718529434,0,-0.10575719194443,0,0.0856623357826763,0,0,0,0,0,0,0,0,0,0.0217158914816333,0,0,0,0.186097489575031,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0158730970604199,0,0.0406644207465948,0,0.0184185856033255,0,0,0,0,0,0,0,0,0,0,0.203887530418104,0.107835273350731,0.1578005626108,0,0,0,-3.46944695195361e-18,0,0,0.0311338962066693,0,0,0,0,0.00374591910269253,0,0,0,0.245035995956981,0,-0.0700304792052588,0,0,0.189355327512162,0,0,0,0.0594139862609899,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.127563273852192,0,-0.106115156011857,0.16931354502823,0,0,0,0,0,0.00797832049019524,0,0.425885715175786,-0.10954405643587,0,0,0,-0.116466282530587,0,0,0.170696858621738,0.220967183932516,0,0,0,0,0,0.0236524256950156,0,0,0.170702535272327,0,0,0,0,0,0,-0.0166823463205852,0.00607505265034005,0,0,0,0,0,-0.143987821989854,-0.0413857893043901,0,0,0.15132655663552,0
