,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195295540372339,0,0,0,-6.93889390390723e-18,0.501135029803384,0,0,0,0,0,-0.0100109311581187,0,0,0,0,0,0,-0.141934716198693,0,0,0.497891902557999,0,0,0,0,0,0,0,0,0.0785607948309134,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.15047530193267,0,0.271692203297333,0,0,0,0,0,0,0,0,0.28040720019488,0.0779167913498683,0,0.0412393674176746,0,0,0,0,0.102570064840212,0,0,0,0,-0.0116230188636493,0,0,0,-1.73472347597681e-18,0.0601104401020364,0,0,0,0,0.0208350714490123,0,0,0,0.00121286381829555,0,0,0.0270234932324027,0.0186189399488289,0,0
X601939.CH.EQUITY,0,0,0,0.734951939719038,0.0322637454523782,0.0544035482744904,0,0,0,0.234837403804768,0,0,0,0,0,0,0,0,0,0,0.050617350627722,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.0234787711732314,0,0.0234873179018911,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.399344808825191,0,0.0235762755227117,0,0.971681623215614,0,0,0,-0.0997261309342805,0,0,0,0,-0.265309923449166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192112750195333,0,0,0,0,0,0,0,0,0,0,0.0635933372026525,0,0,0
X5.HK.EQUITY,0,0.0438859316112287,0,0,0,0.137092641335443,0.349973444881416,0,0,0,0,0,0,0,0.0591973491040008,0,0,0,0,-0.0104987857565438,0,0,0,0,0,0.00101469528155219,6.7762635780344e-21,-0.216577232542367,0,0,0,0,0,0,0,0,0.114920267054662,0.00839801771566814,0,0,0.318547176699959,0,0,0,0,0,-0.119950576989978,0,0.0407565046814915,0,0
X601988.CH.EQUITY,0,0,0,0,0.360837683274706,0,0,0,0.0907037641788112,0,0,0,0,0,0,0.0959093419023406,0.0396918522886431,0,0,-0.0706085452580832,-0.0727830085271648,0,0,0,0.243555042158236,0,0,0,0,0,-0.22327570823446,0,0,0,0,0,0,0,0,0.0698256140620262,0,0,0,0,0,0,0,0,-0.0302469643763143,0,-0.126570345856464
X1299.HK.EQUITY,0,0,0,0,0.22993464901612,0,0,0,0,0,0,0,0,0,0,0,0.193282692472596,0,0,0,0,0,0,0,0,0.0351392163047851,0,0.0360895661270803,-0.117641993025962,0.0880365903957521,0.0524824932794768,0,0,0,0,0,0.531839579066335,0,0.00231081608175628,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.418434495713253,0,0,0,0,0,0,0,0.261130048409578,-0.0417820790091481,0,0,0,0,0,0,0,0,0,0.00732492728999801,0,0,0,0,0,0,0,0,0,0,0,-0.00467168658140666,0,0.210989706283238,0,0,0,0,-0.108275506469102,0,0,0
X601628.CH.EQUITY,0,0.0276341742977592,0,0.00384765027200722,-0.0406332768631858,0,0,0,0,0,0,0.0908676788689938,0,0,0,0,0,0.165667050883692,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.407102784768323,0,0,0,0,0,0.208208080710744,0.106728197809816,0,0.0862127711661341,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.102665683311757,0,-0.0542398564053458,0,0,0.415374764002426,0,0,0,-0.040137787200907,0,0.460666718586625,0,0,0,0,0,0,0.139906706305826,0,0.0937799086787657,0,0,0,0,0,0,0,0,0,-0.0897994675824689,0,0,0,-0.0902756644029263,-0.191388609927004,0,0,0,0,0,0,-0.0595131821572085,0,0,0,0,0,0
X601166.CH.EQUITY,0.11005723889728,0,0,0.249847627989351,0,0,0,0,0,0.197144293180445,0,0,0,0.254909876182544,0,0,0,0,0.054775333985456,0,0,0,0,0,0.025850972774382,0,0,0,0,0,0,0,0,0.0207562239748779,0,0,0,-0.0738621202095786,0,0.0413467760099446,0,0,0,0,0,0,0,0,0,0,-0.0394267966120241
X601319.CH.EQUITY,0,0.0956926352751275,0,0,-0.295213029835548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250414596048499,0,0,0,0,0.00718033919477645,0,-0.0514794765490128,0,0,-1.0842021724855e-19,0,0,0,0,0,-3.46944695195361e-18,0,0.03691520059322,-0.13522436381673,0.0347562957271494,0,0,0,0.588824184790721,0,0.0583552197000379,0,0,0,0,0
