,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0874195687008923,0.0366928699515552,0,0,0,0,0,-0.00932674704427783,0,0,0,0,0,0,0,0,0,0,-0.157394198217428,0,0.0284784594377172,0.634677753507922,0,0.496563102407463,0,-0.117504669070663,-0.288454278802823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957694035670287
X601318.CH.EQUITY,0,0,0,0,0,0.22819691407827,0,0,0,-0.0469477684519916,0,0,0,0,0,0,0.0589929069779082,0,0,0.0301064272864466,0.0517109972052435,0,0,0,0,0,0,0.143851228924751,0,0,0.145389979326872,0,0,0,0,0.184333362946007,0.0950149170452591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321877628008013
X601939.CH.EQUITY,0,0.0427101056114933,0,0.787113491522747,0.0106631550833735,0,0,0,0,0.039484533467594,0.0594791173660493,0,0.00866321328439416,-0.0579592279517535,0,0,0.0796755202186289,0,0,0,0,0.00272108339443188,0,0,0.0392410175513963,0,0,0,0,0,0,0,0,0,0,0,0.0883693920237245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.955535519468276,0,0,0,0,-0.0754402429340416,0,0.00979070100387071,0,0,0,0,0,0,0,0,0.0615021706181996,0,0,0,0,0,0.071991696939304,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0430304768728946,-0.0384644324755263,0,0,0,0,0.0542955005859536,0,0,0,0,-0.0852443964304549,-0.00608282607754237
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0748140921527006,0.231461097956667,0,0.356215698663561,0,0,0,0,0,0,0,0.211405584179253,0,0,0,0,-0.117848577800359,0,0,0,0,0,0,0,0,0,0,0,0.390895465809009,0,0,0,0,0,0,0,0,0.0724685606941707,0,0,0,0,0,0.0679164494189929
X600036.CH.EQUITY,0,0,0.125252683302531,0.211412006611054,0,0,0,0,0.0649651320273856,-0.0176114390832877,0,0,0,0,0,0,0,0.166789118027003,0,0.0305453481595334,0,0,0,0,0.0237946533658719,0,0,0.0395451823852943,0,0.177909462602616,0.126193422172795,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0321651475159123,0,0,0.0312379579099143,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685108370932878,0,0,0,0,-0.0538840508855717,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0716469064183237,0,0,0,0,0.00239922061167289,0,0,0,0,-0.0224752861876344,0,0,0,0,0,0,0,0,0,0,0,-0.133087235402329,0,0.998246797367194,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.029274175181581,0,0,0,0,0.218715229720759,0,0,0,0,0,0.00228859649640179,0,0,0,0,0,0,0.320327598000279,0,0,0,0.109967383442102,0,0,0,0,0,0.168992126635966,0,0,0,0,0,0.113541976380062,0,0,0.0472874789924994,0,0.00884054036542682,0,-0.032058460590864,0,0,0,0.145891440309585,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591924782775682,0.026060053899579,0,0,0,0,0.018155445129913,0.341078478788647,0,0,0,0,0,0,0,0,-0.246795455813062,0,0,0,0,0,0,0,0,0.0653372372802586,0,0,0.134344493850139,0,-0.111532461995933,0.108616635049335,0
X388.HK.EQUITY,0,0,0,0,0.211228123990917,0,0,0.121582337866871,0,0,0,0,0,0,0,0,0,0,0,0,0.153921797221529,0,0.289130279919975,0,0,0,0,0,0.140394456441014,0,0,0,0,0,0,0,0,0,0,0,0,0.0333372653134948,0,0,0,0,0,-0.234010101735637,0,0,0,0.196393589270821
