,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.295424375815716,0.0273528057711866,0,0,0,0.44705384447927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105017890519977,0.0519750309712648,0,0,0,0,0,0,0,0,0,0,0.0796410233566285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0964235113564552,0.0687755692706009,0,0,0.169114060344357,0,0.162430412736916,0,0,0,0.0899580552294839,0,0.108961222807006,0,0,-3.46944695195361e-18,0,0,0.261603355079669,0,0,-0.0106235520025699,0,0,0,0,0.123312736565526,0,0.113035437218166,0,0.0195251550628063,0,0,0,0,0,0,0,0,0.0315077601153046,-0.148096463201215,0,0,0,0,0.0621639419825463,0,0,0,0
X601939.CH.EQUITY,0.455160849958015,0.133282848772643,0,0,0,0,0,0.244165010714936,0,0,0,0,0,0,0,0,0.0117345313852977,0,0,0,0,-0.139384934324131,0,0,0,0,0,0,0.160632212198424,0,0,0,0.118900872577345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117169320560658,0.156788835363108,0
X600036.CH.EQUITY,0,0.128448542125591,0,0,0,0,0.0789851617695458,0.0847571931881691,0,0,0,0,0.106708633618662,0,0,0,0,0,0,0,0,0,0.0133666144977826,0,0,0.0984977710633673,0,0,0.0727717278617416,0,0,0,0,0,0,0,0,0.0419693235162083,0,0.00552500655114782,0,0,0,0,0,0,0,0,0,0.349305921345267,-0.221112742724987,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.562225547522537,0,0,-0.0818911259692044,0.0379837200401714,0,0,0,0,0,0,0,0,0,0.0595702309370728,0.0756891318313308,0,0,0.105366828194283,0,0,0.112944424140285,0,0,0,0.0554347591680417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529952458911555,0,0,0.00568242461612251,0
X601628.CH.EQUITY,0.00564106271978088,0,0,-0.0201369921485469,0,0,0,0,0,0,0,0,-0.0884443646811386,0,0,-0.240255724457033,0,0,0,0,0,0.23002651144102,0,0.138771464526898,0,0,-0.0438567226987204,0,0,0,0,0,0,0.575020183068587,0.109122916596379,0,0,0.0315222083108752,0,0,0,0,0,0,0,0.0322937528670737,0,0,0,0,0,-0.0840424614858424
X1299.HK.EQUITY,0,0,-0.0532445743856017,0.0366548392316104,0,0,0,0,0,0,0.149346027088068,-8.67361737988404e-19,0,0,0,0,0,0,0,0.165932981066613,0,0,0.21263330229504,0,0,0,0,0,0,0,0,0,0,0,0,0.060598835256617,0,0,0,0.160534544165208,0.0342860897275342,0,0.149711475136155,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.138348444492759,0,0.0943817856642175,0,0.372669938079039,0,0,0,0,0,0,0,0.218388099190575,0,0,0,0.111044171420943,0,0,0,0,0,0.0171925508413137,0,0,0,0,0,0,0,0.120473807555618,0,0,0,0,0,0.0108997407232868,0,0,0,0,0,0.00589171110240641,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.124976271415959,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0882328901855717,0,0,0,0,0,0,0.238765734037848,0,0.185869165043994,0,0.140665124497668,0,0,0,0,0,-8.67361737988404e-19,0,0.0546835593072991,0,0,0,0,0,-0.0670426971663097,0.196616058796335,0.0532342522313625,0,0.270683567780946,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0516032831070002,0,0,0,0,0,0,0,0.0624858987475756,0.305180168553465,0,0,0.120268059785214,0,0,0,0,0,0,-0.00603622479720612,0,0,0,0.116386210038643,0,0.304170123067538,0.106194713991715,0,0,0,0.0782767211804894,0,0,0.0148901339553008,0,0,0,0.0320746280459204,0,0,0,0,-1.73472347597681e-18,-0.022915979153302,0,-0.0819758617614376,0,0,0
