,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,-0.0783328279696788,0,0,0,0,0.203152755140867,0,0,0,0,0,0,0,0,0.0348877333959719,0,0,-0.310010208183947,0,0,0,0,0,0,0,0,0,0,-0.338107907918026,0,0,0.0836649866560912,0,0.769821005086427,-0.185238228288605,0.267416454729784,0,0,0,0,0,0,-0.0134428818231381,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.172771350450401,0,0,0.0292487361066936,0,0,0,0.0293839821214868,0,0,0,0,0,0,0,0,0,0,0.161546443044681,-6.93889390390723e-18,0,0,0,0.0542433206972653,0,0,0,0,0,0,0,0.480978375325677,0,0,-0.0539315328976318,0,0.0475049526278138,0,0,0,-0.0208517400638004,0,0.011932507100399,0,0
X601939.CH.EQUITY,0.410173799590816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223771111094851,0,0,0,0,0,0.100842671045958,0,0,0,0,0.139310756309986,0,-0.155546159563574,0.0693611121089703,0,0,-0.106243604959092,0,0,0,0.44502530417049,0,0,0,0,0,0.086251822339837,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.031871728297176,-0.0117913807731299,-0.175179941556145,0.0970975201875889,0,0.350244499305298,0.232592768160045,0,0,0,0,0.0632264208881116,0,0,0,-0.0362433196348873,0,0,0,0,0,0,0.0230312216873548,0,0,-0.601495131873757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277737893460675,0,0,0,-0.0985854161569118
X5.HK.EQUITY,-0.164872561480624,0,0,0,0,0,0,0,0,0,0.0229821932405469,0,0,0,0,0.250130335250367,0,0.236044737426783,0,0.0912380006687086,0,0,0,0.482717346555788,0.00620199887129234,0,0,0,0,-0.252244953311658,0,0,0,0,0,0,-0.0101351327769035,0,0,0,-0.0995129372903127,0,0.191032540389153,0,0,0,-0.0866763194425426,0,-0.140531429643413,0,0
X601988.CH.EQUITY,0.227798621269227,0,0,0.757020280504724,0.167311351989746,0,0,0,0,0,0.108158640041369,0,-1.38777878078145e-17,0,0.111248795985188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111417397647981,0,0,0,0,0,0,0,0,0,0,0,-0.0172333395498622
X600036.CH.EQUITY,0,0.648108386266883,-0.00387141757899409,0,0,0,0,0,-0.212284172021253,0.600673074032307,0,0,0,0,0,0,0,0,0,0.0815519497689462,0.0172304509794793,-0.0473599908679696,0,0,0,0,0,0.0466892741374929,0,0.101926447626764,0,0,0,0,-0.0671367289990776,0,0,0,-0.117627510175667,0,0,0,0.160917425599386,0,0,0.0100732756469238,0,0,0,0,0
X1299.HK.EQUITY,0,0.0422377547784881,0,0,0.0967402689046092,0,0,0,0,0,-0.109352307005244,0,-0.00827037532694733,0.127207223838111,0,0,0.217986248241311,0,0,0.0407413645085707,0,0.124455742198674,0,0,0,0.0299873961925407,0,0,0,0,0,0.221032723874182,0,0,0,0,0,0,0,-0.0778598761929827,0,0,0,0,0,0,0,0.200454441450249,0.034335125823465,0,0
X601628.CH.EQUITY,0,0.0582954886663554,0,0.0544777842193325,0,0,0,0,0,0,0,0,0,0.331023793386386,0,0,0,0,0,-0.024738691319302,0,0.116593207290376,0,0,0,0,0,0,0,-0.0591351432719035,0,0,0,0,0,0,0.044035456203755,0.215466679917498,0.0117762701233539,0,0,0,0,0,0,0,0,0.136824961621577,0,0,0
X601328.CH.EQUITY,0,0.182349731319191,0.296316160844977,0.0311064782297481,0,0,0.468155971545866,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.109775801116631,0,0,0,0,0.187733548853369,0.299281191025794,0,0,0,0,0,0,0,0,0,0,0,0,-0.103321357336702,-0.117364739145861,0,0,0,0,0,0,-0.50455384809182,-0.0135351224491302,0,0
