,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,2.16840434497101e-19,0,0.350529579458401,0.171153770969512,0.0293286827864445,0,0,0,0,0,0,0,0,0,0,0,0.17807416290605,0,0,-0.0104182389149253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128998706254914,0,0.032190340780118,0,0,0.0122146974001483,0,0.207229682328948,0,-0.0759495674060001,0.0689916565216318
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.161673366622063,0,0,0.0532094044881361,0.0855674256533334,0,0,0,0.0029190217691181,0,0.202101453640471,0,0.162522069196292,0,0,0,0,0,0,0,0,0,0.173305304520096,0,0,0,0,0.0585387920540457,0,0,0,0,0,0,0,0,0.0343513141688724,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.233327509507599,0,0,0,0,0,0,0.197976953447607,0,0.0375723571831415,0,0,0,0.0754233250821206,0,0.0422026806890983,0,0,-0.0675619339830795,0.379895321324453,0.222632642316707,-0.0518004563640864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19
X600036.CH.EQUITY,0,0.124652439819679,0,0,0,0.0490152413575454,0.133287484538702,0.116704510783447,0,0,0,0,0.168620336936393,0.107872067649815,0,0,0,0,0,0,0,0,0,0,0,0,0.283628128168156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124166398088052,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0973652505039816,0,0.145388476296304,0,0,0.0575032969618238,0,0.29344558300204,0,0,0,0,0,-0.0537299808596424,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905558930568082,0,0,0.086688401179415,0,0,0,0,0,0,0,0,0.115941893181157,0,0,0.186108290525969,0,0,0,0,0,0,-0.0694212754739725
X601628.CH.EQUITY,0.0854657944797699,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.10773395169892,0,0,0,0,0,0.235037697317166,0,0,0,-0.0985580290643219,0,0,0,0,0.220002808044414,0,0,0.570880979623683,0,0,0,0,-0.0406189717671532,-0.0358367751323422,0.0668138869634613,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0359070580920722,0,0.277656868067065,0,0,0,0,0,0.106974936400763,0,0,0,0,0,0,0,0,0,0.00997554298865483,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0563896621941668,0.00386038936580347,0,0.118785102311106,0,0.184435973195674,0.167738320369545,0,3.46944695195361e-18,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0200684110285768,0.0945800564255308,0.216588455985076,0.107248412270648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305265324057065,0,0,0,0,0.0215150018434777,0,0.229915385391763,0.0933490481680106,0,0,0,0.162043172363798,-0.129632567226067,0,0,0,0,0,0,0,0.074849484527875,0,0,0,0,0.0147262264117699,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.114531990614316,0,0.0808523114809957,0,0,-0.0402509954910409,0,0,0,0,0,0,0,0,0,0.0909319712288721,0.127466265250437,0,0,0,0.197025267613842,0,0,0.0151538544588397,0,0,0,0,0,0,0.0277483048126587,0,0,0.322822369612258,-0.0501144077223396,0,4.33680868994202e-19,0,0.134274112203273,0,0,0,0.0885784058033148,0,0,0,0
X388.HK.EQUITY,0,0,-0.163007720667185,0,0,0,0.119664778530627,-0.120681681326073,0,0,0,0,0,0,0.242798688824735,0,0,0,0,-0.0908568645070557,0,0,0.223075993307112,0,0,0.205478237347642,0,0,0,0,0,0.151215718249805,0,0,0,0,0,0,0,0.115216035570675,0,0,0,0,0,0.0450325896598163,-0.101101495865761,0,0,0,0.147936304944731,0
