,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.102178207187733,0.405928433202021,0.0284085049365027,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0265388901179584,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.140354739477134,0,0,0,0,0.00782024068759093,-0.0307006784460256,0,0.0711943729315867,0.0748049371739484,0,0.030100930895482,0,-0.0712227176391006,0
X601318.CH.EQUITY,0,0,0.0874658969719621,0.022141270649579,0,0,0,0,0.109872295804809,0,0,0.0433795748680871,0.0626500419709821,0,0,0,0,0.0636189398785488,0,0.190603299210626,0,0.0230005649391506,0,-3.46944695195361e-18,0,0,0,0,0.0416094752272498,0,0,0.0605683071438741,0,0,0,0,0,0.153426761553709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865814785231247
X601939.CH.EQUITY,0,0,0,0,0.0537994410201759,0,-0.0212232350750624,0,0,0,0,0.121574989076117,0.0146550877592894,0,0,0,0,0,0,0,0,-0.0117499748982335,0.668268126620308,0,0,0.144562110861131,0,0,0.0743260135316722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.148231357431027,0,0,0,0,0.197048793462781,0,0,0,0,0,0.206120654841185,0,0,0.150778593062215,0,0,0.0232933310480037,0,0,0,0.166333439837013,0,0.228533370487375,0,0,0,0,0.0216207715601734,0,0,0,0,0,0,0,0,0.0078859573258322,0.122392081841221,0.0134552063545797,0,0,0,0,0,0,0,0,0,-0.0881405197295297,0
X601288.CH.EQUITY,0.214209277536882,0.0888863826150725,0.0288066726429278,0,0,0.0831511117039069,0,0.387810287846035,0,0,0,0.0656355191977003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445028933811272,0,0,0,0,0,0,0,-0.0108094093843266,0,0,0,0,0,0,0,0,0,0,0,0.099056653152058,0.0306090832603876,0,0,-0.0815972519025616
X601628.CH.EQUITY,0,0,0,0,0.104684286611732,0,0,0,0,0,0,0,0,0,0,-0.185545869152669,0,0,0.0364258484977661,0,0,0.032786711183446,0,0,-0.0167197494748078,0,0,0,0,0,0,0,0,0.629325058253233,0.0444192592756383,0,0,0,0,0,0,0,0,0,0,0,0,0.0656005665424409,0,0,0,0.209550991517106
X1299.HK.EQUITY,0,0,-0.193592964462017,0.0704720123806306,0,0,0,0,0,0,0.199992550388597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995155352625245,0,0,0,0,0,0.102388511561854,0,0,0,0,0,0,0.0857840217391654,0.0963945796235111,0,0.12553255168066,0.274587859058611,0.0865771164235101,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.233764320052326,0.705508834765415,0,0,0,0,0,0,0,0.0117172033084848,0,0,0,0.0464829299992267,0.0121434174780829,0,0,0.0662263622599692,0,0,0,0.0925947827902051,0,0,0,0,0,-0.114877932962027,0.0913934881217617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363331563090913
X5.HK.EQUITY,0,0,0,0,0,0.0736440058896421,0,0,0,0,0.0437231041457385,0,0,-0.0920029981745672,0,0,0,0,0,0.170406307366843,0,0,0,0.0933894408662297,0,0,0.181722265810238,0,0.0126350193658194,0,0,0,0,0,0,0,0,0.0127588219351778,0,0.309415201238285,0,0,0,0.211960636931083,0,0,0,0,0.11653991300614,0,0,0
X601166.CH.EQUITY,0,0,0.0164010397979214,0.219420613235995,0,0,-0.0291890595244975,0,0,0,0,0.0766379065185401,0.100628882389606,0,0,0.0611608085430797,0,0,0,0,0,0,0,0,0.143084062413027,0,0,0.316457041001907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141177779676013
X388.HK.EQUITY,0,0,0,-0.0629309701502223,0,0,0.16460900544036,0,0,0,0,0,0,0,-0.0333771151217486,0,0,0,0,0,-0.109745471688592,0.54473679495298,0,0,0,0,0.014964454363336,0,0,0,0,0,0,0,0,0,0,0,0.106238074172501,0,0,0.127980459096591,0.0886813445051435,0,0,-0.238324877092237,0,0,0,0,0.164932825171261,0
X601658.CH.Equity,0,0,0,0,0.312922967796587,0,0,0,-0.198782951573997,0.264234958036195,0,0,0.102448229175554,0,0.0795063287447112,0.0108064599719596,0.394376454275743,0,0,0,0,0.307487895419937,0,0.0166787609478681,0,0,0,0,0,0,-0.546052648897618,0,0,0,0,0,0,0,0,0,-0.0672415068848449,0,0,0.123047967886908,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.159221537919745,0,0.279225907700493,0.0225004082900175,0,0,0,0,0.405222550596678,0.0760543185880019,0,0,0,0,0,0.202796750977823,0,0,0,0,0,0,0,0.211763567218347,0,0.12039421856537,0,0,6.93889390390723e-18,-0.166034799186166,-0.174164719836659,-0.21447096711618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125359715826254,0,0,0.0179220633319158
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0131726801567145,0,0,0,0,0,0,0,0.411561353487613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154769286217114,0.0193376237371829,0.20868566283118,0.0343227413937802,0.0162463818395127,0,0,0,0.251100692283043,0,0,0.0521832225272862,0,0.0768727000755494,0,0,0,0,0
X601601.CH.EQUITY,0,0.122311633410754,0,0,0.0189667712227592,0,0,0,-8.67361737988404e-19,0,-0.0816989750882547,0,0.268695341322645,0,0,0,0,0.0944340437274647,0,0.232983604057842,0,0,0,0.170871293941251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567209256113156,0,0,0,0.0739156951464689
X000002.CH.EQUITY,0,-0.122557394891334,0,0.14725220732511,0,0,0,0,0,0,-0.00368262170863832,0.12760252486168,0,0,0,0,0,0,0,0,0,0,0.186461746303278,0,0,0,0,0,0.455165047542573,0,0,0.124327464327328,0,0.00794939632244059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.0759452611399038,0,0,0,0,0.106624885385137,0,0,0.0666571328321682,0,0,0.301026678764221,0,0,0,0,0,0,0,0.236145251128648,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.046338126888711,0,0,0,0,0,0,0,0,0,0,0,0.0117387750532469,0,0,0,0
X600000.CH.EQUITY,0,0.136820019902391,0,0.0358692462697657,0,0,0,0,0,0,0,0,0,0,0,0,0.473925761475409,0,0,0,0,0,0.0312150291106302,0.0565885852752243,0,0,0,0.0124275348880375,0,0,0,0,0,0,0,0,0,0,0.0639028710704374,0,0,0,0,0,0.0341723585670923,0,0,0,0.0420311165067152,0,0,0.0103933709494606
X601066.CH.EQUITY,0,0,0.0687101647681293,0,0,0,-0.00506983358938265,0,0,0,-0.0513919376766333,0,0,0.772972298396824,-0.0922332653346834,0,-0.128126952625396,0,0,0,0,0,0.165668936059351,0,0,0,-0.0941017233510608,0,0,0,0,0,0,0,0,0,0,-0.0128573491705484,0,0,0,0.0692893774206186,0,0,0.0605615307458673,0,0,-0.0486797876382357,0,0,-0.0196226135028982,0.133627896055946
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.0139166616754517,0,0,0,0.0525322745702393,0,0,0,0,0,0,0,0,0.0175516839378389,0,0,0,0,0,0,0.0155174958289182,0,0,0,0,0.313038628348487,0,0.121480068070041,0,0,0,0,0,0.0424729333144952,0,0,0,0.430821599467915,0.106483522015802,0,0,0,0.0597472224549491,0
X16.HK.EQUITY,0,0,0,0,0,0.147185279279552,0,0.0549845185908608,0,-0.0539933340189654,0,0,0,0,-0.00715351318269426,0,0,0,0,0,0,0,0,0,0,0.0395105462871084,0,0,0,0.25908028926264,0,0,0.0946361033110793,0,0,0,0,0,0,0.0854092979875971,0.191499958311589,0,0,0.0923939886779527,-0.527803914962263,0,-0.121574133171491,0.0719205245064296,-0.0240714015203025,0,0.0541999299049988,0
X300059.CH.EQUITY,0,0.0935493198938649,0,0,0,0,0,0,0,0,0.103883503529075,0,0,0.364886995570692,0,0,-0.0482067326358889,0,0,0,-0.00766828197205572,0,0,0,0,0,-0.0520177136924377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314179218590407,0,0,0.207302460940422,0,0.324437451726764,0,0,0,0,0.0368771988016678
X601998.CH.EQUITY,0,0,0,0,0.226863900079351,0,0.173329144993646,0.0250382669453218,0,0,0,0,0,0,0,0.206683359666037,0,0,0,0,0,0,0,0,0,0.393613102368583,0,0.384083395834222,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0357586515425265,0,0,0,0,0,0,-0.0147166122077129,0,0,-0.0517303759229827,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0290481930490271,0,0,0.250365887800401,0,0,0,0.0190299149424056,0,0,0,0,0.0857777181749644,0,0,0,0,0,0.382216197126616,0,0,0,0,0,0,-0.1727387717016,0,0,0,0,0,0,0,0,0,0,0,0,-0.0807529777572692,0.305516399337259,0,0,0.0081307253798419,0
X002142.CH.EQUITY,0,0,0,0.357916447228537,0,0,-0.0343440125616483,0.097349915955692,0,0.132946203512666,0,0,0,0,-0.0102481369398217,0,0,0,0,0,0,0,0,0,0,-0.0874219493840165,0,0,0,-0.0338263060429047,0,-1.0842021724855e-19,0,0.25717764704171,0,0,0,0,0,0,-0.00927417564127297,0,-0.0292200667217848,0,0,0.0753112228164114,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.139450044614807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811930456735189,0,0,0.0740655409853061,0.0406537303377085,0,0.0517133825186429,0,0,0,-0.0801022201055477,0.14600575915053,0.0893335508317566,0.00500051585618524,0,0.137667645808033,0,0,0.582892397730256,0,0,0,0,0,0,-0.456773142613107,0,0,0,0,0,0.191811091531378,0,0,0,0
