,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0302599535275594,0,0.380570684454737,0,0,0.107816960252523,0,0.298208395721882,0,0,0.123693528431441,0,0,0,0,0,0,0.0258615900117732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369047988943111,0,0,0,0,0,0.00449470189646471,0,0,0,0,0,0.468137422061954,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342370315127512,0,0,0,0,0,0,0.0717279400959636,0,0,0,0.0348359123663134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,-1.73472347597681e-18,0,0,0.0599340751891111,0,0,0,0,0.00767295351335392,0,0,0.383021076609878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695136067284166,0,0,0.055227748672211,0.159658132125557,0,0,0,0,0,0.14058496765573,0,0,0,0,0,0
X601288.CH.EQUITY,0.394085618298278,0,0,0,0.415657179351789,0,0,0,0,0,0.0540943670878975,0,0,0,0,0.0860399793193865,0,0,0,0,0,0,0,0,0,0,0,0,0.0342531141654751,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0134088810023521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.276524238289548,0,0,0,0,0,0,0.000640908836763363,0,0,0,0,0,0,0.136350674273307,0,0.132818245895378,0,0,0,0,0,0,0,0,0,0.000534625702883111,0.06640140009344,0,0.0161238031674711,0,0,0.0462911188569531,0,0,0,0,0,0,0,0,0.16452201909665,0,0.150341168099956,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.314151430016259,0,0,0,0,0,0.160339723825006,0,0,0,0,0,0,0,0,0,0.0382249034053417,0,0,0,0,0,0,0,0,0,0,0,0.2195035248159,0,0,0,0.297298007807007,0,0,0,0,0,0,0,0,0.0733272986413655,-0.0588207598232089
X600036.CH.EQUITY,0,0,0.0288535411169438,0,0,0.0498768693934941,0,0,0,0,0,0.328477105378634,0,0,0,0,0,0,0,0,0,0,0,0.0249456208169734,0,0,0.0930781704318483,0,0,0.00154258588938823,0,0,0,0.132105835941903,0,0,0,0,0,0,0.0731716593685296,0,0,0,0,0,0,0,0,0.27174590170564,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0113956198797988,0,0.0174387929567172,0,0,0,0,0,0,0.339011890086064,0,0,0,0,0.102828585106943,0,0.0139737793907722,0.0640916516290273,0,0,0,0.187008963019941,0,0,0,0,0,0,0,0.177254583937703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.132643956844054,0,0,0,0,0,0.123755314200574,0,0,0,0.314896985120244,0.0339584380719686,0,0,0,0,0,0,0,0.0459448480248681,0,0,0,0,0,0,0,0,0.141860684015676,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.168548691263944,0,0,0,0,0,0,0,0.0723952416810327,0,0,0,0,0,0,0.562213287816896,0,0.106096800779812,0,0,0,0,0,0,0,0,-0.391627984637746,0,0,0,0,0.76119059528398,0,0,0,-0.0695923927622097,-0.0946323190431477
