,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0798403501228811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15804702284294,0,0.558019753125394,0.579740946518762,0.0297923948486231,-0.237889445511158,0.162396795044498,0,0,0,-0.150769792140659,0,0,0,0,0,0,0,0,0,-0.0165743066818283,0,0,0,0,0,0,0,0,0,0.0663072396776137,0
X601318.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0.231381928039624,0,0,0,-0.0644247895664281,0,0,0,0.0268002077314156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188308570304188,0.0402065363025815,0,0,0,0,0.196848857168656,0.192972329695216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0245602282353261,0,0.82790369039845,0,0,0,0,0,0,0,0,-0.04337435802104,0,0,0,0.0699176308899348,0,0.104276612163972,0,0,0,0,0,0,0,0.00665104071013161,0.0308445924674239,0,0.00997190891213016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381397280140579,0,0,0,0,0,0
X601288.CH.EQUITY,0.0659052325783004,0,0.840485138114671,0,-0.0627909071075292,0,0,0,0,0.00362895169547084,0,0,0,0,0.0288335621444347,0.0626358091274783,0,0.156939884847407,0,0,0,0,0,0,-0.0112737257004421,0,0,0.0117991740687207,0,0,0,0,0,0,0,0,0,0,-0.0859084141394442,0,-0.150482197561264,0,0,0,0,0,0,0,0,0,-0.0324465264299542,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.13350943551667,0,0.056201312883764,0,0,0,0,0,0,0,0,0,0.00197672302456249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378411136749171,0.334346115065171,0,0,0,0,0,0,0,0,0.306564110107153,0,0,0,0,0,0.0336291615995678
X600036.CH.EQUITY,0,0,0.321011929654474,0.0165422804029708,0,0,0,0,0.021748742096786,-0.0183402934208062,0,0,0,0,0,0,0.136637901561201,0,0,0.0234644119198736,0,0,0,0,0,0,0.211159132728091,0.108414113191651,0,0.110998304961823,0,0,0,0,0,0,0.0544322981283079,0,0,0,0,0,0,0,0.00913819132062788,0,0,0,0,0,0.0976427512527058,0
X601988.CH.EQUITY,0,0,0,0.00283689952261066,-0.137007511379227,0.0798848557473758,0,0.0495904299310862,0,0,0,-0.0218018505618865,0,0,0,-0.000943167140849912,0,0,0,0,-0.0438949135862906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108648008938313,0,0,0,0,0,0,0,1.05041297239806,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0964924423195553,0,0,0,0,0,0,0,0.106009196596725,0,0,0,0,0,0,0,0,0,0,-0.0366193300082088,0.127487227196775,0,0,0,0.00376854914540121,0,0.200933426825708,0.329111808813696,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.189595009763015,0,-0.0853711865937769,0.0916506218400307,0,0,0,0,0.0751319150523257,0.114467451332069
X5.HK.EQUITY,0,0,0,0,-0.00429795481876154,0,0,0,0,0,0,0,0,0,0,0,0,-0.150519148574051,0,0,0,0,0,0,0,-0.073764432017039,0,0.237749046137894,0.484461605330188,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0472894120773304,0,0,0,0.0692076794492582,0.0346514707371126,-0.0728028941558053,0,0,0,-0.0668434737962468,0.108506416565106,0
X388.HK.EQUITY,0,0,0,0,0.339649591671517,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0524170996615605,0,0,-0.0754223350061763,0,0,0,0,0,0.336723842468881,0.0321345705097266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175807430219607,-0.205065788161548,0.166273234189403,0.130690832487345,0,0,0,-0.099801787323222,0.0780136951206368
