,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0261247862741808,0,0,0,0,0,0,0,0,0.184871539369955,0,0,0,0,0.481767144101116,0,0,0,0,0,0,0,0,0,0,0,0,-0.146949646360149,0,0,0.487663243676641,0,0,0,0,0,0,0,0,0.0678632173512996,0.0240992815722913
X601318.CH.EQUITY,0,0,0,0,0,0,0.15047530193267,0,0.271692203297333,0,0,0,0,0,0,0,0,0.28040720019488,0.0779167913498683,0,0.0412393674176746,0,0,0,0,0.102570064840212,0,0,0,0,-0.0116230188636493,0,0,0,-1.73472347597681e-18,0.0601104401020364,0,0,0,0,0.0208350714490123,0,0,0,0.00121286381829555,0,0,0.0270234932324027,0.0186189399488289,0,0
X601939.CH.EQUITY,0,0,0,0.667814067564316,0.0438728726872675,0.0420698949140082,0,0,0,0.244424328175956,0,0,0,0,0,0,0,0,0,0,0.0938202323143364,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.00201456097766654,0,0.0152887019580641,0,0,0,0,0,0,0,0,0,0,0.0789869755035346
X601288.CH.EQUITY,0,0,0,0,0,0,-0.412173971491649,0,0.0300922087388793,0,0.942792872370442,0,0,0,6.93889390390723e-18,0,0,0,0,-0.143753343434595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151933077142284,0,0,0,0,0,0,0,0,0,0,0.049165215656541,0,0,0
X5.HK.EQUITY,0,0.0438890402217097,0,0,0,0.137094881863245,0.349968480250905,0,0,0,0,0,0,0,0.0591947789990622,0,0,0,0,-0.0104991700209167,0,0,0,0,0,0.0010144822248508,0,-0.216575188977088,0,0,0,0,0,0,0,0,0.114921252555232,0.00839388605495352,0,0,0.318547937006405,0,0,0,0,0,-0.119947557193498,0,0.040758531759102,0,0
X601988.CH.EQUITY,0,0,0,0,0.322189406861073,0,0,0,0.0233672412226601,0,0,0,0,0,0,0.106016843402338,0.110332143957276,0,0,-0.0699451424263801,-0.0522977438488189,0,0,0,0.230915658396476,0,0,0,0,0,-0.239552335697555,0,0,0,0,0,0,0,0,0.0572014008325768,0,0,0,0,0,0,0,0,-0.0135119971389061,0.13045376566384,0
X1299.HK.EQUITY,0,0,0,0,0.232722762006055,-0.0026043799790942,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.194707171670461,0,0,0,0,0,0,0,0,0.0347387631810597,0,0.0397740938680961,-0.116320760099955,0.0914342111714352,0.0458010897629539,0,0,0,0,0,0.527330846855359,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00866986766467541
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.418434495713253,0,0,0,0,0,0,0,0.261130048409579,-0.0417820790091481,0,0,0,0,0,0,0,0,0,0.00732492728999801,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,-0.00467168658140669,0,0.210989706283238,0,0,0,0,-0.108275506469101,0,0,0
X601628.CH.EQUITY,0,0.0276489064613393,0,0.00384777788899404,-0.0406378167575179,0,0,0,0,0,0,0.0908623224247767,0,0,0,0,0,0.165656086672894,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.407108498586522,0,0,0,0,0,0.208207279374268,0.106727165567972,0,0.0862103179074959,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.102658460410556,0,-0.054233803488449,0,0,0.415383939737477,0,0,0,-0.0401403331186208,0,0.460662557002716,0,0,0,0,0,0,0.139906613542684,0,0.0937775303455375,0,0,0,0,0,0,0,0,0,-0.0897961632071165,0,0,0,-0.0902789727900344,-0.191385096858938,0,0,0,0,0,0,-0.0595137603581196,0,0,0,0,0,0
X601166.CH.EQUITY,0.107036824496796,0,0,0.253581720282962,0,0,0,0,0,0.0951149770717396,0,0,0,0.266712786664411,0,0,0,0,0.0439828801326256,0,0,0,0.0205175547490367,0,0.0652622171543176,0,0,0,0,0,0,0,0,0.0242450962160358,0,0,0,-0.107811557166621,0,0.0547532607300498,0,0,0,0,0,0,0,0,0,0.0591135896150773,-0.0196940283051549
X601319.CH.EQUITY,0,0.032746717503987,0,0,-0.323026640187964,0,0,0,0,0,0,0,0,0,0,0.0623259772940621,0,0,0,0,0.0220992939486526,0,0,0,0.10146113045745,0,-0.141923700430846,0,0,0,0,0,0,0,0,0,0,0.102746573026801,-0.0558499419080039,0,0,0,0,0.431828279101644,0,0.119376253963603,0,0,0,0,0.0565028057059301
X16.HK.EQUITY,0,0,0,0,0,0,0,0.125829785579547,0,0,0,-0.0216358199844815,0,0,0,0,0,-0.259711706028794,0,0,0,0,0.0322931394272115,0,0,-0.0238166165747127,0,0,0,0.219069128737361,0.202280722443468,0,-0.0877688532351486,0.164689425929293,0,0,0.548428113448977,0,0,0,0,0,0,0,0,0.155305781597174,0,0,-0.0749851869081755,0,-0.0553313785552828
X600000.CH.EQUITY,0.0332935459124284,0,0.353225979487979,0,0.0730917424675546,0,0,0,0,0.175069030721304,0.132653655278204,0,0,0,0,0,0,0,0.0037092516307181,0,0.0837782064440596,0,0,0,0,0,0.240453877406815,0,0,0,0,0,0,0,0,0,0,0,-0.227490101835968,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.414606324643102,0,0,0.124854982434953,0,0,0,0,0,0.0250422859512132,0,0,0,0,0,0,0.0218950066005153,0,0,0,0,0,0,0,0,0,0,0,0.41538843142282,0,0,0,0,0,0,0,0,0.0971087143984775,0,0,0,0.227777379835645,0,0.022210773809574,0,0,0,0,0.0114127495540341
X000002.CH.EQUITY,0,0,0,0,0,0,0.00221525228302899,0,0,0,0,0,0,-0.0765458540250263,0,0,0,0,0,0,0,0,0,0.200854138694511,0,0,0,0.0223647507310547,0,0,0,0,0,0.641624051818954,0,0,0.0387543390358872,0,0.0261893599764407,0,0,0,0.0116827769597248,0,0.0630548719880799,0,0,0,0,0.067184378956053,0
X388.HK.EQUITY,0,0,0,0,0.0968837532545712,0,0,0,0.0317930101512933,0,0,0,0,0.14404963127109,0.178136800389726,0,0,0.0865336135266791,0.244519957075106,0,0,0,0,0,0,0,0.0429250185845454,0,0,0,0,0,0.0610716861763,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0
X601601.CH.EQUITY,0,0.00313724722280583,0,0,0,0,0,0.0282882245160748,0.227166418609372,0,0.0244966693557437,0,0,-3.46944695195361e-18,0,0,0,0,0.0375220266150913,0,0,0.0654209359283698,0,0,0,0,0,0,0,0,0,0,0.102942679261455,0,0,0.231885314687821,0,0,0,0.0602017724620549,0,0,0,0,0,0,0,0,0.0468238052683778,0,0
