,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.133821086177038,0,0.110781600545373,0,0.0698897826535465,0,0,0.333912375261584,0.0505147847814204,0,0,0,0,0,0,0,0,0.123661798820731,0,0,-0.0722526292047289,0,0,0,0,0,0,0,0,0.196123530674353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.308051385487117,0,0,0.0715547233044937,0.172919181753662,0,-0.100024982627596,0,0,0.0167174233519515,0,0,0.381578844720671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550487487572474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888849437159321,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0421753457074601,0,0.0228730781609813,0.303971564326777,-2.16840434497101e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978477074194681,0,0,0.112967162482402,0,0,0.0819791146277936,0.207968159977971,0,0,0,0,0
X601288.CH.EQUITY,0.344548236225464,0.0716368354015268,0,0,0.38162691820348,0,0,-0.0185793599151375,0,0,0.0806557882028275,0,0,0,0,0.107098469389938,0,0,0,0,0,0,0.000121526288905157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.367991262771505,0,0,0,0.00894506072042583,0,0,0.237009921257329,0.105915713106132,0,0.0916320583900698,0,0,0,0,0.157768734223867,0,0,0,0,0,0,0,-0.0197674959938131,0.0444141532340032,0,0,0,0,0,0,0,-0.0221277793866974,0,0,0,0,0.0498887895072769,0,0,0,0,0,0,0,0,0,-0.000304526744439737,0.0112758879662336
X600036.CH.EQUITY,0,0,0.0208627643024733,0,0,0,0,0,0,0,0,0.41351204566421,0,0,0,0,0,0,0,0,0,0.0528916386922198,0,0,0,0,0,0.131903969517757,0,0,0,0,0,0,0,0,0.0824452417401594,0,0,0,0.0590567091599964,0,0,0,0,0,0,0,0,0.259886581107176,0,0
X1299.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0.0130446825546197,0,0,0,0,0,0,0,0,0.00867543309245812,0.324602538840612,0,0.0702198927687363,0,0,0,0.0641191108983897,0,0,0,0.196641546447615,0,0,0,0,0,0,0,0,0.168138863945936,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0.0320646810100253,0,0
X5.HK.EQUITY,0,0,0,-0.184696880191502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.310838759751917,0,0,1.14975985177011,0,-0.761080334062591,0,0,0.511889376990241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311954563476473,0,0,0,0,0.263414810822148,0,0.110987931998055,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0726549355964222,0,0,0,0,0,0,0.0921417700006649,6.93889390390723e-18,0,0,0.19650266044,0,0.373525038100086,0,0,0,0.0699100429817325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0411275406387244,0
X601658.CH.Equity,0,0,0,0.231698172624313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757066508227904,0,0.322767554093993,0.533395725813159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255116124103047,0,-0.578932319831009,0,0,0
X601328.CH.EQUITY,0,0,0,0.319989567122214,0,0,0,0,0,-0.0436579671289841,0,0,0.366136590078831,0.0502978298629914,0,0,0,0,0,0.161316800064597,0,0,0,0,0,0,0,0,0,0,0.0292091214033926,0,0,3.46944695195361e-18,0,0.0205846840906218,0,0.0734192081177541,0,0,0,0,0,0.0525143842450745,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.00531028275385663,0,0.0652870292152003,0,0.159872570284357,0,0,0,0,0,0,0.0708176776246408,0,0,0,-0.0150733493979663,0,0.00243475128471626,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.318705598273568,0,0,0,0,0,0,0,0.0744732382055795,0,0,0,0,0,0,0.244549018218628,0,0,0,0.0947343151640005,0,0
X600000.CH.EQUITY,0,0,0,0.0185729542897866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495402918927171,0,0,0,0,0.209417678843293,0,0,0,0,0,0,0,0.040228612800477,0,0,0,0,0,0,0.00380047213711404,0,0,0,0,0.0584139544503714,0.0543333641002154,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825409150484892,0,0,0,0.523362364563668,0,0.131129394384817,0,0,0.126318584219538,0,0.026170068824001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0421239908607732,0,0.0476289242836828,0,0,0,0.203466571990812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160883534950111,0,0,0.202944608288168,0,0,0,0.192742158417971,0,0,0,0,0.127320801626179,0,0,0,0,0,0,0,0
