,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.187414555443234,0,0,0,0,0,0,0.165223141548048,0.128952280197152,0,0,0,-0.210621886700943,0,0,0,0,0,0.315327895894372,0,0,0,0,0,0.251221405227403,0,0.0525998602172914,0,0.122710309999058,0,0,0,0,0,0,0,0,0,0,0.0969150603910193,0,0,-0.039371883328921,0,-0.0911165833344086,0,-0.0106393997457649,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.175204691890024,0,0,0.148276190550334,-0.114920743020761,0,0,0.0909216578971065,0,0,0,0,0,0.00530934684504716,0,0,0,0,0,0,0,0,0,0.168220439361558,0,0,0,0,0,0,-0.229153031422297,0.327741804164483,0,0.125368784255299,0,0,0,0,0,0.131953527002961,0,0,0
X601939.CH.EQUITY,0.473542882911174,0,0,0,0,0.183903157001118,0,0,0,0,0,0,0,0.0324226999388588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365917704411244,0,-0.157250126523461,0.0868821468428322,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.455626035554857,0,0.19989009425022,0,0.180864628767279,0.0259687182118466,0,0,0.0632504039504281,0,0,0,0.00489213428712541,0,0,-0.05827780852657,0,0,0,0,0,-0.0286314527382522,0,0,0,0,0.0874464523420558,0,0,0,0,0,0,0.0268175855305207,0,0,0,0.14330691672434,0.155277942431788,0,0,0,0,0,0,0,0,0,0,0,-0.0437727826063722
X5.HK.EQUITY,0,-0.20566618592139,0,0.0158296549557492,0,0,0,-0.171448715063331,0,0,0.337469545369418,0,0.161370493793999,0,0,0,0,0.543840798338609,-0.0488110795905044,0,0,0,0,0,0,0,-0.165893056173654,0,0,0,0,0,0,0,-0.0505221182663888,0,0,0,0.0320102207129202,0,0,0,0,0.0753149039951064,0,0.108917241546019,0,0,0,0.204524956174308,0
X601988.CH.EQUITY,0.102511172765818,0,0.208258077295365,0.124594476203861,0,0,0,0,0.11851322334563,0.0801597095728762,0.238583601104428,0,-0.371814238229139,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.000555251802781351,0,0,0,0.13657570277622,0,0,0,0,0.0299257334969329,0,0,0.0437410787363577,0,0,0,0,0,0,0,0,0,0.103466339563551,0,0,0,0,0.00300790289218153,0.0798882972913089
X600036.CH.EQUITY,0,0.377671963772031,0,0,0,0,0,0.0336991276987986,-0.0112713659238782,0,0,0,0,0.288252235455389,0,3.46944695195361e-18,0.0201819678057925,0,0,0,0,0,0,0.176949532602619,0,0,0,0,0,0,0,0.0930827317188558,0,-0.0400548263580319,0.000541621263224844,0,0,0,0,0,0.16740006638086,0,0,0,0,0,0.0164489977782773,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.042790587970238,0,0,0.0562883660039803,0,0,0,-0.0197869917768148,0,0,0.193127302937574,0.252924805914231,0,0,0,0.160254456195949,0,0,0,0,0.166981670641398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168226038198484,0,0
X601628.CH.EQUITY,0,0.373868781266058,0,0.039307193296933,0,0.0332920721299917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162407812427617,0,0,0,0,0,-0.0921689547559728,0.187586986337116,0,0,0,0,0,0,0,0,0,0,0,0.18679764414384,0,-0.0507054488412549,0.0224723501047452,0.111305923694817,0.201043033883371
X601166.CH.EQUITY,0.131429016662061,0,0,0,0,0.0499475734298925,0.500937244485267,0,0,0,0,0,0,0.0645153770404017,0,0.267764589749883,0,0,0,0,0,0,0,0,0,0,0,0.0575302410633924,0,0,0,0,0,0.0894360824026478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0522945309379374,0.0329585404975564,0,0,0.0612132560319727,0.0235443227743669,0,0,0,0.0180244524683236,0,0.178308691588308,0,0,0,0,0,0,0,0.185427507214663,0.083774824357878,-0.161579105291454,0.137402999148944,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120483693305432,0,0.209245219088684,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0852470690749862,0,0,0,0,0.251690213120162,0,0,0,0.406289304789464,0,0,0.064742526185569,-0.0354547156720859,-0.0340859544093496,0,0,0,0,0,0,0.0785453808274686,0,0,0,0,0.109085071088238,0,0,0,0.00650056689452871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494797856083234,0,0,0,0,0
X000002.CH.EQUITY,0,-0.0849674176662945,0,0,0.0525658145407102,-0.116724881562872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251723438591259,-0.151515477925384,0,0,0,0,0,0,0,0,0.300096237162867,0,0,-0.0933207218752646,0,0,0,0,0,0,0.0216355466281985,0,0,0,0,0.322534406019843,0,0,0.134851190643357,0.183196673018944,0.215398576410774,-0.120071858844113
X000001.CH.EQUITY,0,0,0,0,0,0,0.122716030739359,0,-0.0101270917182049,0.0294853419189977,0,0,-0.0990495788492337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160324503249989,-0.103330810329853,0,0.20675472910202,-0.296325066235536,0,0,0.246753582447782,0,0,0,0,0,0,0,0.342501099147726,0.21708407933903,0,-0.104426378375769,0
