,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172061993860732,0,0.199227766581789,0,0,0,0,0,0,0,0,0,0,0.0446865476413771,0,0,-0.191360919546529,0,0,0,0,0,-0.292163397584084,0,0.0486795356625693,0,0,0.83908762551378,-0.0998452563500193,-0.156474079402942,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749639,0,0,0,0,0.0628711781967742,0,0,0,0,0,0,0.0189531740658785,0,0,0,0.0279017472375037,0,0,0.078908439985269,0.0224639702312629,0,0,0,0,0,0.279069136490736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.131461779729859,0,0,0,0,0,0,0,0,0.180423293582826,0,0,0,0,0,0,0,0.146229474133189,0,0,0,0,0,0,0,0,0,0,0,0.100417112840736,0,0,0,-0.257537453406396,-0.220281319617426,0,0,0.510452962437027,0.173753139714818,0,0,0,0.163698704787472,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.595513093839848,0.244780139242717,0.0843451967826152,0.588477979257059,0,0,0,0,0.350408139144567,-3.46944695195361e-18,0,0.0396813954252068,0,0,0,0,0,-0.42152303679122,0,0,0,0,0,0.0977545031336383,0,-0.70648308135842,0,0,0,0,-0.379634180730007,0,0,0,0.312288420787245,0,0,0,0,0.451581137815326,0,0,0,-0.052867118463977
X5.HK.EQUITY,-0.0778137020220838,-0.0239160445895258,0,0,0,0,0,0,0,0,0,0,0,0,0.46435326539841,0,0,6.93889390390723e-18,0.449902411487229,0,0,0,0,0.0662341358063709,0.0122415577950236,0,0,0,-0.13045949079247,0,-0.138668739150883,0,0,0,0,0.129661756924181,0,0,0,0,-0.101757098221207,0,0,0.182199173092925,0,0,0,0,-0.130224139937897,0,0
X601988.CH.EQUITY,-0.367780007877606,0,0,-0.00475565108101954,0.33705932197611,0,0,0,0,0,0,-0.0529205905225724,0,0,0,0,0,0.167610900035984,0,0,0.792774516111378,0,0,0,0,0,0,0,0,-0.545286193107294,0,0,0,0,0,0,0,0,0,-0.000839427894566154,0.0424878486216354,0,0.147356175004222,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.15953720794395,0.543154732918417,-0.0346510452149069,0,0,0,0,-0.0303767420285378,-0.00534756554284797,0.348054832316704,0,0.357872212679287,0,0,0,0,1.73472347597681e-18,0,0,0,-0.131126120479419,-0.174725340521819,0,0,0.232032043564104,0,0,0.0750272170630084,0,0,0.110243474614888,0,0,-0.277553612130852,0,0,0,0,0,0,0,0.215382176037604,0,0.0503232917353502,0,-0.109783481555519,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.110800507604672,0.0114008276758661,0,0,0.133872340673734,0,0,-0.0787639880414266,0,0,0.0291374217367118,0.140032446357842,0,0,0.0598638341157574,0,0,-2.16840434497101e-19,0,0,0,0.154592973191907,0,0,0,0,0,0.143358847142866,0,0,0,0,0,0,0,0,0,0,0.0229068746440258,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0249145852217789,0,0,0,0,0,0,0,0.0673476911427605,0,0.35996767639963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400242344983443,0,0,0,0,0.276546658171176,0.0535953067463512,0.0705258954410993,-0.0380840381322791,0,0,0,0.019389003007219,0,0,0,0,0,0,0,-0.142748029138752
X601328.CH.EQUITY,0,0,0,0,0,0,0.357747546066935,0,0,0,0,0.101182700821705,0,0,0,0,0,0,0,0,0,0,0.027323150530635,0,0.245336285659559,0.168211534539581,0,0,0,0,0,0,0,0,-0.0729449163997761,0,0,0,0,-0.148841109116502,0,0,0,-0.0269765214023242,0.132057134966958,0,0,0,0,0,-0.242291411631202
