,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.396500620210767,0,0,0.0449297085534625,0,0,0,0,0,0,0,0,0,0.0453221403350897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499689773367028,0,0,0,0,0.0514547788572259,0.102403016432958,0,0.0370532228554018,0,0,0,0,0,0,0,0.0556552079674608,0.0770035273783775,0.260156494243475,-0.037424488332847,0
X601318.CH.EQUITY,0,0,0,0,0.0479074809053705,-1.73472347597681e-18,0,0.0144313708040432,0.139522585844239,0,0.0542103951231554,0,0,0.086666935094818,0,0,0,1.73472347597681e-18,0.209864601296156,0.203912203737233,0,0.0702607629637282,0,0,0,0,0.0984636152558178,0,0,0,0,0,0,0,0,0,0.0141239543736775,1.73472347597681e-18,0,0,0,0,0,0,0.0577532076464339,0,0,0,0,0,0,0.093189324234409
X601939.CH.EQUITY,0,0,0,0.248621856626509,0,0,0,0,0,-0.0336333494086637,0.0391335977716913,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.00888956565418248,-0.258423230212865,0.766247535299606,0.0895102011574263,0.0269510829780162,0,0.127573079968944,0,-0.157747237846343,0,0,0,0,0,-0.0602187268668322,0,0,0,0,0,0,0,-0.0951142731858114,0,0,-0.0816391934333807,0,0,0,0,0,0
X601288.CH.EQUITY,0.18909726614036,0,0.0696524961511697,0,0,0,0.275517896162578,-0.0477417993414547,0,0,0,-0.0707085149947556,0,0,-0.00886017846637804,0.128610846117429,0,0.109277179696574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213131251610766,0,0,0,0,0,0.0806043385471656,0
X600036.CH.EQUITY,0,0.190603733697233,0,0,0,0.0717984471771293,0.0936798358850932,0,0,0,0,0,0,0.216091850923366,0,0,0,0,0,0,0,0,0,0,0.0303358941248253,0.336641486590541,0,0,0,0,0,0.0927885417535134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190018571213616
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0250205894591932,0,0,0,0,0,0,0,0.139145034019275,0,0,0,0.067694708075488,0,0,0,-0.0650795183740066,0,0,0,0.0448747945320797,0,0,0.248935780775881,0,0.068147041094466,0,0,0.501800531386797,0,0,-0.0213701558082487,0,0.0612189170086688,0,0,0,0,0,0,0,0,0.109058543330295
X601988.CH.EQUITY,0.0717079842191087,0.0328679026912776,0.0206257135125228,0.179416317802908,0.364716957211853,0,0,0,0,0,0,0,0,0,0,0.147273452470783,0,0,0,0,0,0,0,0,-0.0118685602199,0,0.0770239837838103,0,0,0,0,0,-0.124376099403958,0,0,0,0.23246463419665,0,0,0,0,0,0,-0.0724017759856045,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.042111965221274,-0.032961485997325,0,0,-0.000241717510604709,0,0,0.118884525217945,0,0,0,-0.168456655914235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219797996702748,0.0306063352202335,0,0,0,0,0,0,0,0,0,0,0.142886764079249,0.145627574508107,0.0315444416110371,0,0.0710931492795585,0.0607387251483607,0,0.180790480598142,0,0.132669668342684,0,0,0
X5.HK.EQUITY,0,0,0,0.0104814221861581,0,0,0.0155989614232689,0,0,0,0,0,0,0.0531327895684412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146580974281777,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27211918820049,0.468190047976909,0,0,0.170914218947689,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.149589035511306,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284101347242583,0.492158776707681,0,0,0,0,0,0,0.155939014961148,0,0,0.124176864798814,0.176810397212514,0,0,0,0.0271071215291299,0,0,0,0,0.0781625582620798,0.0359645720134399,0,-0.0248318091101583,-0.173157628478988,0.0757312652584267,0,0,0,0,0
X601658.CH.Equity,0.208984855427594,0,0,0,0.0643323938535434,0,0.0429634266870359,0,0,0,0,0.0817078827071288,0,0.0861844238929908,0,0,0,0,0.246877191526559,0,0.0373538381376528,0,0,0,0.00834837226369208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426733571598226,0.0267496872956782,-0.134541257171379,-0.0175636639242124,0,0,0,0.074827189770216,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0549533878863446,0,0,0,0,0,0,0,0,0,0,0,0.133558304715376,0,0,0,0,0.345495795996849,-0.0280724704175755,0.0480625236046296,0,0,0,0,0.0797049505975996,0,0,0,0,0,0,0,0.124581996846566,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622133613057576,0,0,0.190446375004967,0,0.087671682352466,0,0,0,0,0,-0.152046060136674,0,0,0,-0.00282584276050993,0,0,0.077612561053531,0,0,0,0.0173606816035796,0.109500107607624,-0.0451401635799511,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.448380277212004,0,0,0,0,0,0,0,0,0,0,0.0750382355996152,0,0,0,0,0,0,0,0,0.0387672459143344,0.272154391926,-0.254009038501828,0,0.106444488508,0,0.0676944939336178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361054857819212
X000002.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,-0.246736550194927,0,0,0.324735472572688,0,0,0.107544048013927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782530180285677,0,0,0,0,0,0,0,0,-0.0168824662841118,0,0,0,0,0,0,0.29319519339505,-0.0917433578956229,0,0,-1.38777878078145e-17,0,0,0,0,0.108185142378758
X601328.CH.EQUITY,0,0.166567816171776,0,0.0647538015342012,0,0,0.0871656026228337,0,0,0,0,0,0,0,0,0,0,0,0.21875520540417,0,0,0,0,0.0884883603453929,0,0,0,0,0,0.183400799439778,0,0,0,0,0,0.0866661475935439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884325800163764,0,0
X601066.CH.EQUITY,0,0,0.0242573460524321,0,0,0,0,0,0,0,0,0,0.573274272680706,0,0.0293781507166529,-0.0202602157097196,0,0,0,-0.0635150704865354,0,0,0,0,0,0,0,0,0,-0.0566696026683444,0,0,0,0,0,0,0,0,0.203240287645255,0,0,0,0,0,0,0.000762289092323796,0,0,-0.0122767499557605,0,0,2.16840434497101e-19
X601601.CH.EQUITY,0,0.231430285336697,0,0.167286963835143,0,0.189611688169149,0,0,0,-0.0879630323388917,0,0.13304019078082,0,0.10903546071469,0,0,0,0,0,0.291600568558457,0,0,0,0,0,0.0411898117255417,-0.0542847178041404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101954573724594
X600000.CH.EQUITY,0,0.170590852243562,0,0,0.0121413439338165,0,0,0,0,0,0.00724259663311169,0.0434144472195493,0,0,0,0.383350529290516,0,0,0,0,0,0,0.0442194617663199,0,0,0,0,0,0,0.0516038618525033,0,0,0,0,0,0,0,0,0,0,0.0345872073609919,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.0385553967302162,0,0,0,0,0,0,0,0,-0.000517270535654976,0,0,0.356535123760855,0,0.124446953240093,0,0.0824111806886965,0,0,0,0,0,0,-0.0181390365171645,0,0,0,0,0.211473432861057,0,0,0,0,0,0,0,0.121778177415151,0,0,-0.0597360652887737,0,0,0,0,0,0,0,-0.0731982375922629,0,0,-0.0392702448093228
X16.HK.EQUITY,0,0,0,0,0,0,0.151901095474446,-0.116894605821017,0,0,0,0.0248706488254044,0,0,0,0,0,0,0,0,0,0,0,0.0174168526310068,0.256002695645974,-0.00953308724924665,-0.0726257430340648,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.162704887271827,0,0,0.500934385636752,-0.705475984274435,0,0.135567859333599,0.112437875081058,0,0.0457874699497708,0,0,0,0.0266096527528837,0
X300059.CH.EQUITY,0,0,0,0,0,0.134012958952475,0,0,0,0.0112538138153147,0,0,0,0,0,-0.00274392414209749,0,0,0,0,0,0,0,0,0,0,0,-0.00596591529648619,0,-0.093073207956219,0,0,0,0.144831805889593,0.035821020332366,0,0,0,0,0.0494823974451558,0,0,0,0.040379434413415,0,-0.0341964640842322,-0.0151637751813496,0.54881904271577,0,0,0,0.0137747831530425
X601998.CH.EQUITY,0,0,0.03167238797287,0.171020394498446,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.109272357922926,0.237393064887399,0,0,0,0,0,0,0.110928199775301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120539921332047,0,0,0,0.0712927909198283,0,0.225034389790638,0,0,0,0,0,0.0355813719872132
X600016.CH.EQUITY,0,0,0.13546922582424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961483654008264,0,0,0,0,0.0361397129919169,0.127719132699441,0,-0.0925925068062713,0.0978986126986938,0,0,0,0.760268694181029,0,0,0,0.0294984719646961,0,-0.385758735601824,0,0,0,0,0.251574257666873,0,0,0,0,0,0.0633782175093783,0
X1109.HK.EQUITY,0,0,0,0,0,0.144299872660306,0,0.00102486784157082,0,0.139808329123974,0,0,0,0,0,0,0,0,0,0,0.0519034018179269,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.259900376668615,0,0,0,0.1146843883159,0,0,0,0,0,0,0,-0.046084570723065,0,0,0
X002142.CH.EQUITY,0,0,0,-0.102768252267267,0.459605857428795,0,0,-0.205831064775102,0,0,0,0,0,0,0,0,0,0.00905203545185457,3.46944695195361e-18,0,0,0.0453527308058588,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0370312146940811,0,0,0,0,0,0.304972545149074,0.184858841088756,0,0,0,-0.0190906929823033,0,0,0,0,0,0,0,0,0.0764261104838332
X2007.HK.EQUITY,0,0.208253216148604,0,0,0,0,0.098014825319075,0,0,0,0,0,0,0,0,-0.722806100755641,0,0,0,0,-0.0306073430624971,0,0.0577400276126553,0.0163501636083822,0,0,0,0,0,0.196464359966047,0,0.197146714817709,-0.0757754399800383,0,0,0,0.336584673578205,0,0,0,0,0,-0.0417307414080436,0,0.210529412172721,0,-0.120276401638214,0,0,0,0,0.0342440888251414
X2388.HK.EQUITY,-8.67361737988404e-19,0,-3.46944695195361e-18,0,-0.0296901924702805,0,0,0.000676349036560174,0.186026026003074,0.113480277303245,0.0112764685954849,0,-0.292102604193984,0,0,0,0,0.202929456124232,0,0,0,0,0,0,0,0,0,0,0,0,0.298628272973695,0,0,0,0,0,0.175749458542642,-0.194873882989866,0,0,0.109708747947455,0,0.221862817070556,0,0,0,0,0,0,0,0,-0.0266674383275169
X11.HK.EQUITY,0,0,0,0.125072741049772,0,0,0,0,0.250483999278564,3.46944695195361e-18,-0.185404752776825,0,0,0.0174770076890183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552503866983843,0,0,0,0,0,0,0,0,0.145805861518474,0,0,0,-0.0433214681350422,0,0,0,0,0,0,-0.0654781327587165,0,0,-0.0441898395687018,-1.73472347597681e-18
X600048.CH.EQUITY,0.198293129093577,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.528684697598157,0,-0.0728835948116615,0,0,0,0,0,0,0,0,0.125974981193613,0.0963222811849936,0,0,0,0,0,0,0,0,0,0.0959887957115026,0,0,0,-0.000721373149277328,0,0,0,0.11572244139878,0,0.205824864867595,0,0,0,0,-0.119119096823485
