,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.087129471398674,0,0.394161849393273,0,0,0.102021788890219,0,0.109063064393363,0,0,0,0,0,0,0.189520019167711,0,0,0,-0.0718764296949963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087223131426504,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0661705197698683,0,0,0
X601939.CH.EQUITY,0.223610395817792,0,0,0.0349805894578451,0.0743348345984124,0,0,0,0,0,0,0.0695359546139675,0,0.334362550808475,0,0.206701781767365,0,0,0,0,0,0,0,-0.0514795448153106,0,-0.0868151471053566,0,0,0,0,0,0.0636828233067074,0,0.026252011368097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.388549046020814,0.0308526824324945,0,0,0.354761099207379,0,0,0,0,0,0.0991171584169233,0,0,0,0,0,0,0.051547731414451,0,0,0,0,0,0,0,0,0,0,0,0.0195400302043345,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0322637272433496,0,0
X601988.CH.EQUITY,0,0,0,0.271866735247629,0,0,0,0,0,0,0,0,0,0.0882955486636445,0,0.100899027681175,0,0,0,0,0.268037835164338,0,0,0,0.00322744873043542,0,0,0,0,0,0.0383778699673166,0.050951566631192,0,0,0.122835174213615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.133895600143482,0,0,0,0,0.299467965855982,0,0.177000008577085,0,0,0,-1.73472347597681e-18,0.23932442295223,0,0,-0.223319907416514,0,0,0,0.0920606933551453,0,0,0,0,0,0,0,0,0,0.17482610171083,0,0,0,0,0,0,0,0,0.123843770286779,-0.0781164852981347
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.18495303245854,0,0,0,0,0,0,0,0,0,0,0,0.207064009967224,0,0.130958354129426,0,0,0,0.0961362971105978,0,0,0,0.0762467495909055,0,0,0,0,0.147018904623751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0531834528810549,0,0,-0.1000552916383,0,0,0,0,0,0,0,0,0,-0.0122231363734777,-0.075074838297251,0,0,0,0,0,0,0,0,0,0,0.217930322918245,0,0,0,0,0,0,-0.510151555186857,0,0,0,0.529246152023442,0,0,-0.109223395853143,1.01891826799922,0,0,0,0,0,0,0,-0.0855808815172352
