,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.105068342560337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518638748169241,0,0.475434038858609,0.418559688096582,0.00902983694456452,-0.285334576429549,0,0,0.291340255454558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658232543514612,0,0,0,0,-0.191800903296803,0,0,0
X601318.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0.1378601820872,0,0,0,0,0,0,0.0337000955088188,0.151322164876268,0,0,0,0.16578654186395,0,0,0,0,0,0,0,0,0,0,0,0.0126663157984843,0.0401416990170523,0.0539141828644013,0,0,0,0.0285988453446704,0.211688179611057,0,0,0,0,0,0,0,0,0,0,0,0,0.0690098791336971,0,0.144315118694073
X601939.CH.EQUITY,0,0.0689607443085378,0,0,0.807119690446815,0,0,0,0,0.00202705561886991,0,0,0,0,0,0.0834200766295183,0,0.0186155684386035,0.0584239103244419,0,0,0.00324041852660646,0,0,0,0,0.0104584323510749,0,0.00997522178382711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.406644974597382,0,0,0,0,0,0,0,0,0,0.0918251377982413,0,0,0,0,0,0,0,0,0.00353936250297719,0,0,0,0,0.308968711180528,0,0,0,0,0,0,0,0,0,0.106210984087985,0.0450944900549761,0,0,0,6.93889390390723e-18,0.0753564753947846
X601288.CH.EQUITY,0,0,0.950727361642614,-0.0513827182914708,0,0,0,0,0,0,0,0,0,0,0,0,0.00393761752680589,0.0703927068764077,0,0,0,0,0,0,0,0,0,0.0267754761468711,0,0,0,4.33680868994202e-19,0.0329022489181241,0,0,0,0,0,-0.000779372335398279,0,0,-0.0658155230117233,0,0,0,0,0,0,-0.073928946955354,0,-0.0324729959274729,0
X600036.CH.EQUITY,0,0,0.366764298372123,0,0,0,0,0,0.046338914161212,-0.00593304501083921,0,0,0,0,0,0.146512646126906,0,0,0,0.00358551956097793,0.0477366996697171,0,0,0,0,0,0.0968686871282907,0,0.275419855551863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257727736353297,0,0,0,0,0,0.0429571065495746,0
X601988.CH.EQUITY,0,0,0,-0.115000248619898,0.00636785201122404,0.0426571191176267,0,0,0,0,0,-0.0359925490804339,0,0.1830823546236,0,0,0,0,0,0,-0.0508443983677992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076828723681003,0,0,0,0,0,0,-0.0352611971765285,0.908310966992159,0.0544004499684711,0
X1299.HK.EQUITY,0,0,0,0.158187828337284,0,0,0,0,0,0.132063320197633,0,0,0,0,0,0,0,0,0,0,0,0,-0.208128663481183,0,0,0.0835607466173616,0.419955370098932,0,0,0.163705911206844,0.380580237690843,0.0949004173530682,0,0,0,0,0,0,0,0,0,0,0,0,-0.172183321008709,0,0,0,0,0,0.0889833537523913,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821738088534749,0,-0.134133455828585,0,0,0,0,0,0,0,0.302107756004355,0.394674362945849,0,0,0,0.0598045381099897,0,0,0,-0.0420796783065693,0,0,0,0,0,0,0,0.0619632192544138,0,-0.123139240290176,0,0,0.188328655753807,0,0.202782013225043,-0.0664640247488953
X388.HK.EQUITY,0,0,0,0.316190030450076,0,0,0,0,0,0,0,0,0,0,0,-0.0125611980208764,0,0,-0.176784021541952,0,0,0,0,0,0.412548678134421,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.115074148405637,-0.134421165877942,0.24601154129447,0.0679050221199592,0,0,0,-0.133346046801746,0.0612148152193566
X601658.CH.Equity,0,0,0,0,0.232823589542331,0,0,0,0,0,0,0,0,0,0,0,0,0.284125359306659,0,0.0144295702393376,-0.0864911893900197,0,0,0,-0.0649116775602339,0,0,0,0,0.0701734348234519,0,0,0,0,0,0,0,0,0,-0.042173725066845,0,0,0.321034444156154,0,0,0,0,0,0,0,0,0
