,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.141889105932307,0,0.0810326781999895,0,0,0,0,0,0,0,0.356046392753248,0.093333352967602,0,0,-0.130405021234228,0,0,0,0,0,0,0,0,0,0,0,0,0.0805210742134699,0,0,0,0,0,0,0,0.206813609165909,0,0,0,0,0,0.0820855934517918,0,0,0,0.0560646805341854,0,0,0,0,0.0445732740067461
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847778,0,0,-0.149717385843797,0.0761080003552201,0.010790206473777,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0,0,0
X601939.CH.EQUITY,0.165853318465048,0,0,0.294806906614655,0,0.138135194557204,0,-0.0570609915493861,-0.038878295651989,0,0,0,0,0,0.0414717747641866,0,0,0,0,0,-0.0135584102997591,0.0855439034002082,0,0,-0.0370241324265844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490279981962549,-0.0710839422532652,0,0,0,0,-0.0222921539342136,0,0,0.0367803797893023,0,0,0
X601288.CH.EQUITY,0.49198642960453,0,0.159787854207891,0,0.0146889978882258,0.221921803072716,0,0,0,0,0,0,0,0.029532265697687,-0.127650837998714,0,0,0,0,0,0,-0.0137114977078575,0,-0.044645690966344,0,0,0,0,0,0,0,0,-0.0359858023037494,0,0.163618991392028,0,0,0,0,0,0,0,0,0.00256079619662423,0,0,0,0,0,0.27571527732761,0,0
X5.HK.EQUITY,0,-0.0696017050988811,0.127662790929207,0.0736421913944359,0,0.0694386875147504,0,-0.170582626533418,0,0,0,0,0.268143019514599,0,0,0,0,0,0,0.666535570456139,0,0,0,0,0.0829910565422493,0,0,-0.124310037017795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121221526006875,0,0,0,0,0
X601988.CH.EQUITY,0.198206455666579,4.33680868994202e-19,0.0850457346314779,0.0214434286985701,0,0,0,0,0.0313026462083011,0,0.0789194174850865,0,0,-0.329361305543487,0,0,0,0,0,0,0,0,0.499516930255768,0.0687779514645583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115568770244255,0,0,0,0,0,0,0,0.0302225849711875
X600036.CH.EQUITY,0,0.00756943595371178,0,0,0,0,0,0.111195959463368,0,0,0,0,0,0,0.274614890654337,0.177002114596738,0,0.00420872308411153,0,0.0871523474257719,0,0,0,0,0,0,0,0,0,0,0,0,0.116822483421859,0,-0.00261724426363664,0,0,0,0,0,0,0,0.0939435406805295,0,0,0,0,0.128073640721438,0,0,0.0190893367003439,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0163557971722379,0.0160063462201882,0,0,0,0.213325517722422,0,0,0,-0.151602162135575,0,0,0,0.311777532542082,0.255655654127625,0,0,0,0.0510456978149865,0,0,0,0.11933142385049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031440375975778,0,0.125775146131834,0,0,-0.023140293588334,0,0
X601628.CH.EQUITY,0.338490870808111,0.293954574638801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656309499475372,0,0,0,0,0,0,0,0,0,0.0223077149537328,0,0,0,0,0,0,0.116682115204121,0,-0.0870513798210894,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0492031150520286,0.0614594016733764,0,-0.213000360185682,0,0.00377428896123431,0.205317058110949
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
