,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0886628555443563,0,0.415673948114663,0,0,0.046328683308551,0,0.24022451587911,0,0,0.147194711367119,0,0,0,0,0,0.0264473392871906,0,0.00822625064066732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059951881655799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.401289782947142,0,0,0.115777223872188,0,0,0,-0.0716738827225741,0,0.0177284916061198,1.38777878078145e-17,0,0.399908734073322,-0.0390565747650914,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0984557530447893,0,0,0,0,0,0,0.132873329234734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00734863560559758,0.0197392772717444
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0
X601288.CH.EQUITY,0.453237407318015,0.000562188015544005,0,0,0.405394491647208,0,0,0,0,-0.0200968729060432,0.0435267063600838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404436349712196,0,-0.0522091417303173,0,0,0,0,0,0,0,0.0673742113570652,0,0,0,0,0,0,0,0,0,0,-0.0283922353651122
X601988.CH.EQUITY,0,0,0,0.279261661372069,0,0,0,0,0,0.00145806065401074,0,0,0,0,0,0,0,0.13629056037067,0.13551317198766,0,0,0,0,0,0,0,0,0,0.0014905729431762,0.0667714495632145,0,0,0,0.0119001644658674,0,0,0.0472419307945999,0,0,0,0,0,0,0.16594144562688,0,0,0.147625938289006,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0636013330227935,0,0,0,0.109909596334056,0.271707769422397,0,0,0,0,0,0.619350629531647,0,0,0.0402413705202498,0,0,0.325614061930591,-0.433920579018225,0,0,0,0,0,0,0,0,0,0,0,-0.090158636635793,0.130434012795128,0,0,0,0,0,0,0,0,0,0.0954959109303263,-0.0326620385680896
X600036.CH.EQUITY,0,0,0.0192353476051389,0,0,0,0,0,0,0,0,0.485577655562343,0,0,0,0,0,0,0,0,0,0,0,0.0452714694465772,0,0.145552457163386,0,0,0,0,0,0,0,0,0.0918411922779796,0,0,0,0,0,0,0.0398134110956185,0,0,0,0,0,0,0,0.223512771041983,-0.00716875446785614,0.0242008692488851
X1299.HK.EQUITY,0.000862107286298157,0,0,0,0,0,0.104333130924356,0,4.33680868994202e-19,0,0,0,0,0,0.107426843096861,0,0,0,0,0,0.228743347773093,0,0,0.0995946760654736,0,0,0,0.103629132996977,0,0,0,0,0,0,0,0,0.179007723856958,0,0,0,0.185062325187289,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0
X601658.CH.Equity,0,0,0,0,0.15539179321949,-2.77555756156289e-17,0,0,0,0,0,0,0,0,-0.26597798543374,0,0,0,0,0,0,0,0,0.0683383026494156,0,0,0,0,0,0.569276048671276,0,0,0,0,0.121885117959219,0,0,0,0,0,-0.396930744982865,0.0580568083854575,0,0,0,0,0.773102402107115,0,0,0,-0.0494803654761186,-0.132681037677699
