,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0406985588793096,0,0,0,-0.279750373832652,0.0444496164231565,0.0672328671001292,0,0,0,0,0,0,0,0,0,0.138904578208681,0,0,-0.110066766972208,0,0,-0.206070605930463,0,0,0,-0.335701088683655,0,0.138685131788895,0.808269103168673,0,0,-0.0236239223555997,-0.101913535881856,0.212849833494109,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.246188454198702,0,0,0,0,0,0,0.125844776137945,0.105252158620636,0,0,0,0,0,0,0.108185896947148,0.0393383626361083,0,0,0,0,0,0,0,0,0,0,0,0,0.115062116709967,0.0742507916253519,0,0.264562288768191,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.113756496738952
X601939.CH.EQUITY,0.243278788270755,0,0,0,0.185788719827623,0,0,0,0,0,0.0762844871362419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186869221546637,0,0,0,-0.214184176148466,-0.17207593402303,0,0.176624043009175,0,0.464517788900197,0.0242462888624283,0,0,0,0,0,0.109518994488289,0,0,0,0,0.0407011648952003
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.397398020645707,0.0456607438430117,0.596386220718618,0,0,0,0,0.461245254821601,-0.399656914438972,0.186845757907589,0,0,0,0,0,0,-0.168959751886449,0,0,0,-0.0908267414228019,0,0,0,-0.542173833461688,0,0,0,0,0,0,0,0,0,0,0,0,0.389315531353183,0,0,0.137207357247333,0,0,0
X5.HK.EQUITY,-0.0485313234151616,-0.134436263827743,0,0,0,0.049093568216942,0,0.21143820291076,0,0,0,0,0,0,0.0107409251107927,0.2144186657403,0,0.0319435044995588,0,0,0.0681291981134275,0.648821957559436,0,-0.227433625614884,0,0.0977537938701923,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108795232745998,0,0.10047617351763,0,0,0,0,0.0976636651102822,0,0,0,0
X601988.CH.EQUITY,-0.355542159122355,0,0,0,0.45653969065625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868367197061375,0,0,0,-0.209882030654508,-0.0360272688699328,0,0,-0.185616640681005,0,0,-0.621163000358606,0,0,0,0,0,0,0,0,0,0.243159882484425,0,0,0,0,0,0.0842702648223111,0,0,0,0,0
X600036.CH.EQUITY,0,0.319406526150911,-0.0672338287587909,0,0,0,0,0,0,0,0.533835925034317,0.180120330713913,0,0,0,0.0827049012802744,0,0,0,0,0,-0.0562367884519821,-0.0601009165295872,0.295980067488657,0,0,0.114903581930379,0,0,0,0,0,0,-0.240322032731909,0,0,0,0,0,0,0,0.0633452304207207,0,-0.133737002339928,0,0,0,0,0,0,0.0763852847333588
X1299.HK.EQUITY,0,0,0,0,0.276303815375105,0,0,0,0,0,0,-0.0844656328359058,0,0,0,0,0.0234703950612902,0,0,0,0,0,0,0,0,0.15172719425952,0,0,0.107370576548997,0,0,0,0.105985378477613,0,0,0,0,0,0,0,0,-0.101341077614658,0,0,0,0,0,0,0,0,-0.00969338569419654
X601628.CH.EQUITY,0,0.0784986015298053,0,0,0,0,0,0,0,0.170856915789506,0,0,0,0.352105385446353,0,0,0,0,0.00140269431597591,0,0,-0.00847095430113636,0,0,0,0,0,0,0,0,-0.0606636938498044,0,0,0,0,0.105184986769808,0,0.161268257922277,0.0612024757770151,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0865853868905179
X601166.CH.EQUITY,0.0321892030784741,0,0,0.261200088068122,0.0315385432280038,0,0,0,0,0,0,0.228748180614567,-0.0176513510272816,0,0,0,0,0,0,0,0,0,0.269579313667373,0,0,0,0,0,0,0.00765015748276788,0.0970943611703169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
