,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.216786804241164,0.0229760154109565,0,0,0.401146080744161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197236219568015,0,0.0560598636139463,0,0,0.0445057860983086,0,0,0.0640940177091958,0.0251541393368316,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838698376783858,0.0497496912609919,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0518176710559677,0,0,0.234020485313161,0,0,0,0.263189747203577,0,0,0.0479434912431025,0.026417845488417,0,0,0.193886483476636,0,0.0230093014645107,0,0,0,0,0.0413094059832448,0,0,0,0,0.093468488967921,0,0,0,0,0.200693023937146,0.0146366921159607,0,0,0,0,0,-0.0529311908294492,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.025746463940627,0,-0.0123697705160198,0,0.155399461130356,0,0,0,0,0,0,0.0906080170513335,0,0.0166431373405107,0,0,0,0,0,0,0,0,0,0.0549146337531517,0.323957852500025,0,0,0.116941444699156,0,0,0,0,0,0,0,0,-0.127159744926715,0,0,0,0,-0.0581049314860408,0,0,0,0,0,0,0.0986934731666664,-0.0533437080081974,0
X601939.CH.EQUITY,0.623267919037529,0.0188842678386399,0,0,0,0,0,0,0.104844950243109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184373224224388,0,0,0,0,0,0,0,0,0.148482718302084,0,0,0,0,0,0,0,0,0,0,0,0.129080527183106,0,0
X601288.CH.EQUITY,0,0,0,0.106979453156013,0,0,0,0.401377908786326,0,0,0.0529968987133753,-4.33680868994202e-19,0,0,0,0,0,0,0.0877719265139267,0,0,0,0,0,0.119002225767735,0,0,0,0.0205119282755213,0,0,0,0.119080790428952,0,0,-0.0104456726173564,0,0,0,0,0,0,0,0.0640362395880095,0,0,0.0112524977843562,0,0,0,0,-0.0619165845502593
X1299.HK.EQUITY,0,0.0271563210764352,0,0,0,0,0,0,0.0487874710912326,0.254150986364329,0,8.67361737988404e-19,0,0,0,0.0904731830564166,0,0,0,-0.205770683543186,0.110959040751165,0,0,0,0,0,0,0,0,0,0.184908920410879,0,0.00775631026359028,0,0,0,0,0.101908858520374,0,0,0.157527593506353,0,0.0788059969359951,0,0,0,0,0.181195644481078,0,0,0,0
X601628.CH.EQUITY,0,0,-0.141296844731956,0,0,0,0,0,0,0.0958607234655857,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0492788238186418,0.0977896573945188,0,0,0,-0.0421982737384222,0,-0.0823695609979341,0,0,0.368278443654649,0,0,-0.000527718780289725,0.3667052681137,0,0,0,0,0.0456852440458223,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.18539869112949,0,0,0,0.341858474233304,0,0,0,0,0,0,0.0674949354496995,-0.0266973585682277,0,0,0,0,0.171972052232501,0,0,0,0,0,0,0.092716321472069,0,0,0,0,0,0,0,-0.198669156755427,0,0,0,0,0,0,0,0.0600829390282214,0,0,-0.0074067952897811,0,0.0742550632167428,0,0,0.0352995722225454,0,0,-0.0484001041825625
X5.HK.EQUITY,0,0.204346695857385,0,0.0786599230820762,0,0,0,0,0,-0.116830409441877,0.0581380612642175,0.0599789588883353,0,0,0,0,0,0,0,0,0,0,0,0.172834253837378,0,0,0,0.133005539077664,0,0,0,0,0,0,0,0,0,0.277234741255408,0,0,0,0.0190468177429938,0,0,0,0,0.0457771157891894,0,0,0,0,-0.074921321051561
X388.HK.EQUITY,0,0,0,-0.0966860562581522,0,0,0,0,0,0,0,0,0,0,-0.0701640103342059,0,0.137088241612539,0,0,-0.0950588908495935,0,0,0,-0.0992473692165163,0,0,0.139784155508251,0,0,0,0,0,0,-0.413555560128044,0,-0.152100317345658,0,0,0.380545122748863,0,0.333039918468505,-0.0875203096930477,0,0,0.255089978335897,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.144849626252356,0,0,0,0,0,-0.183687310251589,0,0,0.584278436960039,0,0,0,0,0,0,0,-0.058576052097327,0,0,0,0,0,-0.00326282512697163,0,0.0458648697868471,0,0.0891680952611452,0.0885279092126932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787166562490058,0,0,0,-0.0367095488948687,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.51547395364965,0.0134537774483072,0,0,0,-0.0012052685892415,0,0,0.400341985278092,0,0,0,-0.110294747716077,0,0,0,0,0,0,-0.25828042756764,-0.0614807719810925,0,0,0,0,0,0,0,-0.00251000165047005,0,0,0,0,0.177974920584553,0,0,0,0,0,0,0,0,0,0.197969129124304,0
X000001.CH.EQUITY,0,0.104649346721097,0.122194689215593,0.0218528193570831,0,0.186185946585101,0,0,-0.0889168853147854,0,0.428193606292294,0,0,0,0,0,0,0,0,0.135267193358258,0,0,0.199190810828568,0,0,0,0,0,0,0,-0.128963745690341,0,0,-0.116426854307315,0,0,0,0,0,-0.031676709844342,0,0,0,0,0,0,0,0,0,0,-0.0393673193730957,0.214991461742846
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0693981554891202,0,0,0,0.050116983954238,0,0,0.179565870021236,0,0,0,0,-0.0854610677684848,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.396597305447069,0,0,0,0.0297031153840812,0.0317257179286207,0,0,0,0,0,0.341732855364745,0,0,0.00255595946098623,-0.0555067448899414,0,0
X000002.CH.EQUITY,0,0,0.0434105087192901,0,0,0,0,0,0,0,0,0.0738120339885228,0,0,0,0,0.0688930083990342,0,0,0,0,0,0.153618489425942,0,0.217409982055148,-0.157330282246795,0,0,0,0,0.183594859030992,0.526991564849855,0,0,0,0,0,0,0,-0.0479786654487331,0,0,0,0,0,0,0,0,0,0,0.034053580578865,-0.0244552587479493
X601601.CH.EQUITY,0,0.434383574367481,0,0,0,0.0765467801446222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823834089931321,0,0,0,0,0,0,0.224348121459672,0.0338758677955851,0,0,0,0,0,0,0.187569634573512,-0.0663627381069786,0,0,0.000682280081739433,0.236709652453418,0,0,0,0,0,0,-0.0835960622453733,0
X300059.CH.EQUITY,0,0.106838146369329,0,-0.0944701011218626,0,0,0,0,0,0.00821710145472512,0,0,0,0.323202663523502,0,0,0,0,0,0.150187081973058,0,0.0650927039932392,0,-0.0857129458663711,0,0,0.185344324611884,0,0,0,-0.0160995168256625,0,0,0,0,0,0.293388532858858,0,0,0,0,0,0.0351970977234883,0,0,0,0,-0.0214976885865438,0,0,0,0
X601328.CH.EQUITY,0.316533270634251,0,0,0.0350789794606932,0,0,0.0258469234960869,0.158712605962048,0,0,0,0.0538259103341571,0,0,0,0.0222848082974405,0,0,0.0505651470051064,0,0,0,0,0.0166530922853459,0,0.176734933417868,0,0,0,0,0,0,0,0,0,0,0.0601493297243381,0,0,0,-8.67361737988404e-19,0,0,0.115153700876096,0,0,0,0.120677995360438,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540060627339699,0,0.159519312963462,0,0,0,0,0,0.080990720112774,0.040397685914186,0.00507815401614222,0,0,0,0,0,0.112477912679025,0,0,0,0,0,0,0,0.153560118298556,0,0.0506403354173409,0,0,0,0,0,0,0,0.201248229549326,-0.0125825198715109,0
