,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.135065451981247,0,0.0165978555016891,0,0,0,0,0,0,0.275760716538397,0.244720618270053,0,0,0,-0.0878563149416661,0,0,0,0,0,0,0.0202230271600531,0,0,0,0,0,0,0,0,0.0222730737603568,0,0.261128874283304,0,0,0,0,0.0409236552577308,0,0,0.0551740053937995,0,0,0,0.0199037553326793,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.261780472192431,0,0,0.139940885148839,0,0,0,0.0412645032678885,0,0,-0.0311536693065694,-0.130488350261378,0,0,0,0,0,0,0,0,0,0,0,0.187139951957982,0,0,0,0,0,0,-0.312392510181157,0,0.309611827868724,0.0558452477026945,0.267612123900993,0,0,0,0.0217093795517623,0.0823306754957247,0,0,0
X601939.CH.EQUITY,0.492554406773321,0,0,0,0,0.182868855370924,0,0,0,0,0,0,0,0.0691558079995626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372939968277154,-0.113403903427844,0,0,0.0443400260060509,0,0,-0.0482307888457633,0,0,0,0,0
X601288.CH.EQUITY,0.612841478695707,0.0831487844735822,0.114500136926982,0,0.046741799769451,0.0199199402144202,0,0,0,0,0,0,0,0,0.00620097776463006,0,0,0,0,0,0,0,-0.0388273711738363,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.117971239915478,0,0.035373850280529,0,0,0.0529780948463185,0.180801187597785,0,0,0.0314311729817624,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.014114272419063,-0.0439998088010314,0.115474069003943,0.0382660639878391,0,0.0698607054293959,0,-0.131284145960416,0,0,0.0515370707745851,0.284553908788111,0,0,0,0,0,0.709274388762542,0,0,0,0,0,0,0,0,-0.167122358156611,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0933694684488314,0,0,0,0,0
X601988.CH.EQUITY,0.133285659158899,-1.73472347597681e-18,0.203805492582086,0.0664060972842071,0,0,0,0,0.0773941864196447,0.105195215748387,0.103757923012894,0,-0.277180856314559,0,0,0,0,0,-0.01650881075228,0,0,0.211806339972833,0,0,0,0,0.163281212208483,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.01008805334806,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,-6.93889390390723e-18,0,0,0,0,0,0.05957004365171,0,0,0,0,0,0.224915684310945,0,0.166249819855136,0,0,0,0,0,0,0,0.112943472116334,0,0,0,0,0,0.00337646901384587,0,0.143116705597863,0,0,0,0.0371925698529038,0.0988784961937739,0,0,0,0.032001248009536,0,0,0,0,0,0.0377091164867353,0,0,0.0151313828180268,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.183431360287432,0,0,0.0346659415122842,0,-0.0996764605687715,0,-0.0498604949596831,0,0,0.27219656218081,0.262994616282515,0,0,0,0,0.121478066377089,0,0,0,0.137264478826549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178518335629749,0,0
X601628.CH.EQUITY,0.255132510522923,0.354288844092798,0,0.102877850786824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040401046162742,0,0,0,0,0,0,0,0.00960932438778155,1.0842021724855e-19,0,0,0,0,0.0503764542166888,-0.127866407554941,0,0,0,0,0,0,0,0,0,0,0,0.102405118635085,0,-0.253157795764462,0.0993764979186804,0,0.231534842557212
X601166.CH.EQUITY,0.204369420745888,0,0,0,0,0.0107534541294395,0.433415134282038,0,0,0,0,0,0,0,0,0.429286421024227,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0339881408324841,3.46944695195361e-18,0,0,0,6.93889390390723e-18,0.00241598724397213,0,0,0,0,0,0,0,0.058289785034519,0,0,0,0,0,0,0,0,0,0
