,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.420980864044823,-1.0842021724855e-19,0,0.366111546427997,0,0,0,0.220094637587141,0,0,0,0,-0.060534277241969,0,-0.0784162202415765,0.0576024106101114,0,-0.004878010952858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221157530096803,0,0,0,0,0,0,0,0,0,-0.0924647749940131,0,-0.0244638732357785,-0.258874886361015,0,-0.0415077740039893
X601318.CH.EQUITY,0,0,0,0,0,0,0.135464837153106,0.0870001564501401,0.068122187299834,0,0.0955231625400142,0,0,0.119709396596294,0,0,0.232189210052369,0,0,-0.202141133541442,0,0,0.0651108475907191,0,0,0,0,0,0,0,0,0,0,0.00618571880713898,0,2.16840434497101e-19,0,0,0,0.344809122124805,-0.0449130792346859,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.140083359784974,0,0,0,0,0,0,0,0,0.0767631381049037,0,0,0,0,0,0,0,0,0,0,0.132701883172731,0,0,0,0,0.417363798533104,0,0,0,0,0,0,0,0.0609111739306549,0.0873679185125393,0,0,0,0.0153050886645777,0,0,0,-8.67361737988404e-19,0.00932398558188002,0,3.46944695195361e-18,0,0,0,0,0
X601288.CH.EQUITY,0.0585636683650444,0.045360901313255,0,0,0,0.0908263011302676,0,0,0,0.0961766694401342,0,0,0,0,0,0,0,0,0,0,0.0933478057695386,0,0,0,0,0.0614962663746867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174444739151066,0,0,0,0.288490274762718,0,0,0,0.00794707594853258,0,0,0
X5.HK.EQUITY,0,-0.0793655021231369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250182107986694,0,0.129050879914393,0.227066733250519,0,0,0,0.433561597621826,0,0,0,0,-0.0447517873353116,-0.310966069256228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111281107747663,0,-0.124479188690474,-0.0256242595717135,0.13575078221978,0
X601988.CH.EQUITY,0.190853685928827,0,0,0.402804940746986,0,0,0,0,0,0.0256254291181369,0.123236504946587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818327555647436,0,0.172529205090572,-0.00200929890298375,0,0,0,-0.0750152626633389,0,0.0398405185911144,0,0,0,0,0,0.0361232068274408,0,0,0,0,0.016907687811641,0,0,0.0156423712331176,0,0,0.145006172025328
X600036.CH.EQUITY,0,0.278113367736103,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.126611285861308,0,0.0553613478594205,0,0,0.0160310301117774,0,0,0.0319449289082766,0,0,0,0,0,0,-0.0513613573372475,0,-0.0178996911421591,0,0,0.228006710503399,0,0.117554904674711,-0.178922999747707,0.043363527190384,0,0,0,0.206166227028683,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.204721112873989,0
X1299.HK.EQUITY,0,0.0232678066102463,0,0,0,0,0,0,0,0,0,0,0,-0.0835445685237681,0,0,0,0.296924311267211,0,0.145245757679634,0.303001729232978,0,-6.93889390390723e-18,0.215692686089761,0,0,0,0.0387740539585442,0,0,0,0,0,0,0,0,0,0,-0.126637175556906,0,0,0,0,0,0,0,0,0,0,0,-0.18812266860201
X601628.CH.EQUITY,0,0.232937840383566,0,0,0,0,0,0,0,0,0.0407133380922694,0,0,0,0,0,0.158660068429896,0,0,0,0.0422053775886526,0,0,0.130501347645008,0,0,0,0,-0.0111599131927759,0,0,0,0,0,0,0,0,0.16890966884805,0,0.0694488282083426,0,0,0,0,0,0,0,0,0,0.0568718417980243,0
X601328.CH.EQUITY,0.0733077949886022,0,0.0842303006526622,0.0485248967587157,0.0584049742806458,0.270915037444613,0,0,0,0,0,0,0,0,0,0.0135234847838171,0,0,0.0382881009498066,0,0,0.20936371617713,0,0,0.0169571183437423,0,0,0.0573098422146093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553268424507485,0.0832143657964661,0,0.116233021752792,0,0,0.0215294446490438,0
X601166.CH.EQUITY,0,0,0,0,0,0.256589387019837,0.116987979693429,0,0,0,0,0,0,0,0,0,0.357437861706592,0,0,0,0,0,-0.0467354971821281,0,0,0,0.237567626303453,0,0,0,0,0,-0.0812493256716288,0.329941445265342,0.0934538121337791,0,0,0,0,0,0,0,-0.0689717384578131,-0.11416894336965,0,0,0,0,0,0,-0.108046654613564
X600000.CH.EQUITY,0.0652999095661736,0.102974900414557,0,0,0,0,0.161135944593348,0,0,0,0,0,0,0.133357818715878,0,0,0,0,0,-0.00658630513082878,0.0111308329316141,0.268911618349417,0,0,0,0,0,0,-0.00390896040598534,0,0,0,0,0,0,0,0,0,0.181408189326755,-0.0809325548300113,-0.0393841152948842,0.074539761369854,0,0,0,0,0.110991115172662,0,0,0,0.0799564129203337
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.166380865103564,0,0,0,0,-0.0298079556086814,0,0,0,0,0.124828468578517,0,0,0.176530579459209,0,0,0,0,0,0.00829781759203642,0,0,0.0428047898391457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320726956323356,0.149568658881616,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.173744118225963,0,0,0,0,0,-0.11856017522034,0,0,0,0,0,0,0,-0.122872448173031,0.000818119420446779,0,0,0,0,0.222515888166931,0.177114418342989,0,0,0,0,0.351947996100647,0,0,0,0,0,0,0,0,0,-0.00187242308742346,0,-0.141164968285374
X16.HK.EQUITY,0.000561750473628827,0,0,0,0,0,0,0.115679372773066,0,0,0,0,0,0,0,0,0,0,0,0,0.060858759948477,0,-1.73472347597681e-18,0,0,0,0,0.039198343307441,0,0.181944089541728,0,0,0.128622243198473,0,0,0,0,0,0,0,0.365923002303907,0,0,0,0,0,0,0.0676718550445388,0,0,0
X000002.CH.EQUITY,0,0,-0.127655000792403,0,0.0355276633797054,0,0,0,0,0,0,0,0,0.0606241436836659,0,0,0.179702386064926,0,0.147964188867365,0,0,0,0,0,0,0,0.126812591131293,0,0.49176507800139,0,0,0,0,0.251124176433606,0.0372931483350365,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.318972620946456,0,0.253233349627308,0
X601601.CH.EQUITY,-0.0359824149871561,0,0,0,0,0,0,-0.00617820290946253,0.0740171744614442,0,0.0976763202401673,0,0,0.366362575906586,0,0.264128736707933,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.115445129575202,0,0,0,0,0,0.109683656045877,0,0,0.0268290919388116,0,0,0,0,0,0,-0.0486546674113052,0,0,0,-0.0979282484804193,0,0,0,4.33680868994202e-19,0.235820952609867
