,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.266925786028633,0,0,0,0,0,-0.134547057727133,0,0,0,0,0,0,0,0,0,0,0.489835391714456,0,0.502368633818351,0,0,0.173160166274763,0,0,0,-0.00715849835490575,0,-0.147723332189541,0,0,-0.288894550679738,0,0,-0.830062801878688,-0.0673670850244063,-0.00253725794523332,0,0,0,0,0,0,0,0,0,0.0888735551963611,0
X601939.CH.EQUITY,0,0,0,0.347353053294286,0,0,0,0,0.154434981620938,0,0,0.0088910639228658,0,0,0.0990106566076921,-0.0194049737707535,0,0,0.00466507466225492,0,0,0,0,0.0652556254226644,0,0,-0.0668195295375338,-0.0432490824217643,0,0,0,0,0,0,0,0,0,0,0,-0.0318744095548425,0,0,0,0,0,0,0.0422154538854129,0.41029348895724,0.0214547308230186,0,-0.0975145004539608,0.151400941156054
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0,0
X601288.CH.EQUITY,0,0.394350091654906,0,0,0.22610532842373,0,0.0561265644903438,0,0,0,0,0.204033333116663,0,0,0,-0.0553785126235375,0,0,0,0,0,0,0.211747095666957,0,0,0,0,0,0,0,0,-0.00934589206192431,0,0,0,0,0,0,0,0,0,0,0,-0.0537530558677135,0,0,-0.0917722312055478,0,0,0,0,0
X601988.CH.EQUITY,0,0.277327456437961,0,0.146998848884701,0,0,0,0,0,0.0587557838886378,0,0,0,0,0,0,0.110605909815503,0,0.14634268820194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.527088155217438,0,0,0,0.161647793759697,0,0,0,0,0,0,0,0.354221230054542
X600036.CH.EQUITY,0,0.0716221743536339,0,0,0,0,0.0811170672732084,0.038887655999442,0,0,0,0,0.105535814028932,0,0,0,0,0,0,0.00098730256217703,0.141831957994066,0,0,0,0,0.0161531119041254,0,0,0,0,0,0,0,0.425249371217785,0,0,0.00590665499197433,0,0,0,0,0,0,0,0.0916031259248365,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0494963770994752,0,0,0,0,0,0.138187690902699,0,0,0,0.0610379218466231,0,0,0,0.226186489934955,0,0,0,-0.0921201772218967,0,0,0,0.0657857013753181,0,0,0.0846832285689838,0,0,0,0,0,0.0513623249943093,0.0459335584190714,0,0,0.0560179535789177,0,0,0,0.342797220844862,0,0,0,0,0,0.0481646426694668,0.0905121962998636
X601628.CH.EQUITY,0,0,0,0,0,0.365042925088088,0,0,0,0,-0.161717714715264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136949017492415,0,0.063026296260074,0.164257729635777,0,0.0838551818984251,0,0,-0.0859305321026468,0,0.0946937131401552,0,0,0,0.0509027483323722,0,0,0.0150405528945014
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323219776929897,0,0,0.00809275435622856,0,0,0.035483488786595,0.871637572245605,-0.620144856582583,0,0,0.644169676369553,0.120883454648855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122310746719345,0,0
X601658.CH.Equity,0,0,0,0.055478369434316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268291686546077,0.191349101242553,-0.193211779009285,0,-0.0736662218088859,0.0294728055230553,0,0,0,-0.170505571957453,0,0,0,0,0,0,0,0,0,0,0,0,0.0136477281521311,0.534635835081457,0,0,0,0,0,-0.0482404848463998,0,0,0,0,0
