,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.628599650871411,0,0.0282538072919236,0,0,0,0,0,0,0,0.0750890182575618,0,0,0,0,0,0.0835272026133574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839726312388282,0,0,0.0348153554680842,0,0.00809649263309505,0,0,-0.0212712045748664,0.0253205717319764,0,0.0225563836619136
X601318.CH.EQUITY,0,0,0,0.186239291280183,0,0,0,0,0.0711918005259205,0,0,0,0,0,0,0,0,0,0.199072847209781,0,0,0,0,0,0,0.029419533948458,0,0,0.0967353074565527,0,0,0,0,0.058982550938111,0,0,0,0,0,0.180483937472769,0,3.46944695195361e-18,0,0,0.0224151367989503,0,0.0899223955360887,0,0,0,0
X601939.CH.EQUITY,0.057522219280172,0,0,0.471029857220012,0,0.122622751222005,0,0,0,0,0.0496402628942314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650889156415246,0,0,0.0514890189980416,0,0,0,0,0.129062073277446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199728726014572,0,0.0458639828288707
X601288.CH.EQUITY,0.257497501994678,0,0,0,-0.0240170834655274,0.0403969221722164,0,0,0,0.137986098252785,0,0,0,0,0,0,0,0,0.0489653157780817,0,0,0,0,0,0.0451600419571296,0.185133602632424,0,0,0,0.0796059175904792,0,0,0,0,0,0,0,0,0,0,0,0.145804447687858,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0986187414640003,0,0.354964636198693,0,0,0,0,0,0,-0.146462642698868,0.391690922934748,0.231909259710389,0.18878501793735,-0.108440396752527,0,-0.0970760044355768,0,0,0,0.184820088213539,0,0,6.93889390390723e-18,0,0.0834115689942749,0,0,0,0,0,0,0,0,0,0,0,0.0547129399423485,0,-0.536521519924282,-0.147005372958232,0,-0.0194221391680134,-0.0939539246033243,0,0.108102632966809,0
X601988.CH.EQUITY,0.170011006051331,0,0,0,0.00621368459970325,0,0,0,0,0,-3.46944695195361e-18,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.5460939038538,0.0591744560590505,0,0,0,0,0,0.108069956939782,0,0,0,0,0,0,0,0,0,0.0858973616539379,0,0,0,0,0,0,0,0,0,0.0883412729603394,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0243256710161308,0,0,-0.02279391003281,0,0,0,0,0,0,0.0747282997968757,0,0,0,0,0,-0.00758481030669002,0.704097077323442,0,0,0.0280620723736545,0.0942716118396483,0,0,0,0,0,0,0,0,0,0,0,0,0.066189209979624,0,0.0512698430610898,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.171219434835396,0,0,0,0,0,0,0,0,0,0,0.0594692019938223,0,0,0.0347647721489699,0.198810472636207,0,0,0.0580723397042078,0,0,0,0,0,0,0.135845051284863,0,0,0,0.0864041121094126,0,0,0,0.0843893152990059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023722555944176
X601628.CH.EQUITY,0,0.176587804298757,0,0,0.0117265032847614,0,0,0,0,0,0,0,0,0,0,0,0.022928576098326,-0.0488545896270468,0,0,0,0,0,0,0,0.114677806815859,0,0,0,0,0,0,0,0,0,0,0.380659211031003,0,0.234627198644645,0,0,0,0.0677170862105267,0,0.0105723451013681,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144715148807524,0,0,0,0.126419562266071,0,0,0,0,0,0,0.244048764373259,0,0,0,0,0,0,0,0.229241719251953,0,0,0,0,0,0,0.0486673797496651,0,0,0,0,0,0,0,0.00855673491845787,0,0.0246161800417196,0.202230107547619,0,0,0,0,0,0,0,0,0.0143755420506403,0,0
