,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.276793118496312,0,0.396939822281184,0,0,0,0,0.0195060599459297,0,0.115662551523582,0,0,0,0,0,0,0,0,0,0,0.0524352912184775,-0.0762971997584729,0,0,0,0,0,0,0,0.0221605843920032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787811588153301,0,0.0929478647531861,0
X601939.CH.EQUITY,0.39576093819746,0,0,0.200683596173344,0,0,-0.115706097560843,0,0,0.00720626291858454,0,0,0.208025339425513,-0.0522929479703099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.219320434351565,0,0,-0.0263782975929585,0
X601318.CH.EQUITY,0.0239099001249385,0,0,0,0,0,0,0,0,0,0.256875082890452,0,0,0,0,0,0,0,0,0,0,0.178573242913943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192624115099439,0,0,0,0,0,0,0.0600121912904836,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.286779272912802,0.165554633660208,0,0,0.11777923484854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16397796402696,0,0,0,0,0,0,0.00521175971286595,0,0,0,0.035989897072722,0,0,0.0272204498565111,0,0,0,0.108532584662511,0,0,0.0790234008293859,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0740359707965687,0,0.438018408714398,0,0,0,0,0,0.270425344676618,0,0,0,0,0,0.100093892543262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147100753846635,0,0,0,0,0,0,0,0,0,0,0.017717389819813
X600036.CH.EQUITY,0,0,0.0351430871785414,0,0,0,0,0,0,0,0,0.371481624957815,0,0,0,0,0,0,0,0,0,0,0.03544999812625,0.0244643090093834,0.124077614794073,0,0,0,0,0,0,0,0.0131113616504476,0.0876362123104178,0,0,0,0,0,0,0.054647650100939,0,0,0,0,0,0,0,0.280636370209183,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118234318000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399490502309724,0.20343903237193,0,0,0.0731236592234955,0,0,0.188290088626363,0,0,0,0,0,0,0,0,0,0,0,0.195051680092434,0,0,0,0,0
X5.HK.EQUITY,0,-0.132038586356244,0,-0.16425466845415,0,0,0,0,0,0,0,0,0,-0.0137401638814431,0,0,0,0,0,0,0,0,1.15007770139951,-0.76733487403499,0,0,0.491599468823807,0,0,0,0,0,0,0,0,0,0,0,0,0.462795438149208,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.100122546327485,0
X601628.CH.EQUITY,0.113562184602329,0,0,0,0,0,0,0,0,0,0,0.123265706203088,0,0,0,0,0.148853473307572,0,0,0,0,0.104420158092205,0,0,0,0.0549949137111919,0,0,0.124958638327673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133330633729778,0,0,0,0,0,0,0,0.0586985872222554,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12784056346845,0,0.264208536832419,0,0,0.400660236759208,0,0,0,0,0,0,0.129963844489641,0,0,0,0,0.0891742254899103,0,0,0,0,0,0,0,0,0,0,0,0
