,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.042649359341185,0.236180222930739,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0630956251513521,0,0,0,-0.0345680090580478,0,-1.38777878078145e-17,0,0,0,-0.279567572433953,0,0,0,0.123770375989779,0,0.578241849162298,-0.127972288555772,0.111969151262661,0,0,8.67361737988404e-19,0,0,0,-0.0802304419663481,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0526749241923349,0,0.0699644100790224,0,0,0,0,0.0741018244122819,0,0,0,0,0,0,0,0,0,0,0.195415900249676,0,0,0,0,0,0,0,0.0286657904809527,0,0,0,0,0.31155831913198,0,0,-0.0125016316669607,0,0.201329308586726,0,0,0,0,0,0,0,-0.0510507567570983
X601939.CH.EQUITY,0.285869404628365,0,0,0,0,0.0109266777102714,0,0,0,0.0331259103071566,0,0,0,0,0,0,0,0.0727891013537933,0,0,0,0.04126755022072,0,0.0285237738335264,0,0,0,0,0.166080914740084,0.105897038688557,0,0,3.46944695195361e-18,-0.12707383904369,0,0,0,0,0.425054352185333,0,0.0252766918418814,0,0,0,0,0,0,0,0,0,0.136694043249495
X601288.CH.EQUITY,0,0,0,0,0,0.114519817696207,0,-0.179090743243649,0.200305678308496,0,0.397714610834626,0.0528464765807213,0,0,0.117737528294003,0,-0.0391310824362762,0,0,0,-0.0476504959886524,0,0,0,0,0,0,0,0,0,-0.441502095291448,0,0,0,0,0,0,0,0,0,0,0.168670886321088,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.204575325500921,0,0,0,0,0,0,0,0,0,0.0230824091269848,0,0,0,0,0.288803491205437,0,0,0,0.288543648827342,0.0166960186099026,0,0,0.454303785363869,0,0,0.0503766322435392,0,0,0,0,0,-0.169047932691659,0,0,0,0,0,0,0,-0.141252784318769,0,0.217772487682642,0,0,-0.0386121216772535,-0.099936565686271,0,-0.0995840721329163,0,0
X601988.CH.EQUITY,0.101152467097809,0,0.0406922286350019,0.201506625910655,0,0,0.0225810713716062,0,0,0,0.192586297394496,0,0,0,0,0,0.165691521601734,0.133217542316315,0,0,0,0,0.0197884838214276,0,0,0,0,0,0,0,0,0,0,-0.0513980762297973,0,0,0,0,0.172287973811544,0,0,0,0,0.165647870276611,0.166251801834678,0,0,0,0,0,0.0403196846941763
X600036.CH.EQUITY,0,0.241420275753507,-0.0114114177764588,0,0,0,0,0,-0.10956591097303,0.0606535727313664,0,0,0.530902058844635,0,0,0,0,0.020119572299207,0,0,0.292389916116925,-0.107586867307757,0,0,0,0,0,0.0960021907555244,0,0,0,0,0.327287513918419,-0.154015588342276,0,0,0,0,0,0,0,0,0.108140091959553,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.061726827408534,0,0,0.181597707305751,0,0,0,0.019977549096292,0,0,0,-0.0161416413317396,0.0198073194333474,0.156624050010551,0,0,0,0,0,0,0,0,0,0,0.182921756145849,0,0,0,0.0308473372805737,0,0.0955526604850739,0,0,0,0,0,0,0,-0.00588888280721318,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0290761975572329,0.0561567639787462,0.0584555772944925,0,0,0,0,0,0,0.040366745197813,0,0,0.396609530747359,0,0,0,0,0,0,0,0.0502747413247836,0,0,0,0,0,0,0,0,0,0,-0.0644395771637501,0,0,0,0.121217097318203,0.178697039128392,0.0807462032458629,-0.0448648686507087,0,0,0,0,0,0,0,0,0,0,-0.130358573851206
X601328.CH.EQUITY,0,0,0.00970420024136355,0,0,0,0.456995136761377,0,0,0,0,0,0.0316322517405324,0,0,0,0,0,0,0,0.257955348460141,0,0.0244443331986242,0,0,0.165604928588815,0,0.102817649958773,0,0,0,0,0,0,0,-0.0938781990125474,0,0,0,0,0,0,0,0.109569024301632,0,0,0,-0.129883691664133,0,0,-0.222220938018443
