,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.130368382096459,0,0.131108440761634,0.0515662121714519,0,0,0,0,0,0,0,-0.108755054297189,0,0,0,0,0,0,0,0,0,0.546859738201532,0,0.458387636406067,0,0.233816953738526,0,0,0,-0.106846745347138,0,0,0,0,-0.190824900175671,0,0,-0.136931146327245,0,0,-0.730020292139264,0,0,0.100653610515557,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.38339230581231,0,0,0,0,0.0943920546551304,0,0,0,0,0.183476981031481,-0.0947336498587209,0,-0.0372009455191572,0,0,0,0,0,0,0,0,0.0762341510107474,0,0,-0.172858011669181,0,0,0,0,0,0,0,0,0,0,0,0.0951233394278553,0,0,0.00579450668933752,0,0,0.310500106616983,0,0.0736365791391489,0,-0.0264992132323002,0.118130981272204
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0,0
X601288.CH.EQUITY,0,0.410589950248213,0,0,0.123779933686431,0,0,0,0,0,0,0.0453772447288831,0.249319310762068,0,0,0,0,0,0,0,0.140792914719825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165933417269059,0,0,0,0,0,0,0,-0.071818523317009,0,0,0,-0.101599326936411,-0.0780869754609787,0,0,0
X601988.CH.EQUITY,0,0,0,0.490599390383726,0,0,0,0,0,0.172924750335749,0,0,0,0,0,0.289616182578731,0,0,0.215389364860951,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496822964278018,0,0,0,0,0.166363748452103,0,0,0,0,0,0,0,0.332102195914675
X600036.CH.EQUITY,0,0.0414249246679461,0,0.0707334963327147,0,0,0.00703593634756166,0.0505855514117975,0,0,0,0,0,0,0,0,0,0,0.0205005857995418,0,0,0.175386825668338,0.0634722340144799,0,0,0,0,0,0,0,0,0,0.0600205826768649,0,0,0,0,0,0,0,0,0.138231364758926,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00880108835639784,0,0,0.123755630380367,0,0,0.170094217697279,0.00763517696743853,0,0,0,0,0,0.105247638706297,0,0,0,0.0158960473128503,0.085595243281547,0,0,0,0,0,0,0,0,0,0,0.132257484486302,0.334104404070378,0,0,0,0,0,0,0.050181469866519,0,0.1091405031347,0
X601628.CH.EQUITY,0,0,0,0,0,0.35023074437622,0.0566638936311347,0,0,0,-0.114268504032648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761603524731046,-0.0259530999571172,0,0,0,0,0,0,0,0,0.0879008844819577,0,0,0,0,0,0.150283928108693,0.0794502213483799,0,0,0.0619063863788014,0,0,0,0,0,0,0.0193120278449883
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0,0
X601658.CH.Equity,0,0.0971378766644958,0,0.14422816974788,0,0,0,0,0,0,-0.0497277539401928,0,0,0,0,0,0,-0.124084777468601,0.129555611707303,0.288513541258244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852274925378743,0.289015555200927,0,-0.022489379345739,0,-0.023056647108087,0,0,0,0.0419248351806009,0,0,0,0
