,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.368635518962122,0,0.297492874342406,0.00315254067070731,0,0.172796483584982,0,0.128373827498953,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.107701637338265,0,0,0,0,0,0,0,0,0,0,0,0.104500653666735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212749752903215,0,0,0
X601939.CH.EQUITY,0.369703821177006,0,0,0,0,0,0,0,0,0,0,0.0757465362318837,0.307433538492514,0,0,0,0,0.102139393024662,0.0709212106493591,0,0,0,0,0,0,0,-0.106722947454843,-0.0122638924605786,0,0,0,0,0,0,0,0,0.0130921423910245,0,0,0,0,0,0,0,0,0,0.0298833357559428,0,0,0.0326401261417971,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421479825232202,0.0478280489170398,0,0,0.332319287259742,0,0,0,0,0,0.107128548465219,0.0107625179913153,0,0,0,0,0.0353263995041681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.264745258513058,0,0,0,0,0,0,0,0,0,0.0198585699922892,0,0,0,0,0.165387881746555,0.170934782055208,0,0,0,0,0,0,0,0,0,0,0.0668532033043246,0,0,0.0240500977401005,0,0,0,0,0,0,0,0,0,0.180955297749177,0,0,0.0979378296323179,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.176711425085129,0,0,0,0,0,0.00668262704360663,0,0,0,0,0,0,0,0,0,0,0,0.424428769758944,0.145087702444943,0,0,0,0,0,0,0,0,0,0.0695110068144183,1.73472347597681e-18,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.444930043374779,0.0485509668912449,-0.0581955630198099
X600036.CH.EQUITY,0,0,0,0,-0.0102702647815614,0,0,0.145067762399609,0,0,0,0.480430862382529,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0988991461231042,0.119896978949427,0,0,0,0,0,0,0,0,0.109704750174162,0.149865135023177,0,0.170572345564323,0,0.0515845325016281,0,0,0,0,0,0,0,0,-0.066926299509566,-0.0373688869071118,0.034254135955449
X1299.HK.EQUITY,0.0280803791426208,0,0,0,0,0.0399749732600817,0.0707905618938904,0,0.0708807622029159,0,0,0,0,0,0,0,0.347548001086477,0,0,0,0.22278404420316,0,0.193710961726033,0,0,0,0,0.091156870389445,0,0,0.140274883730166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.132362513044049,0.0404334054540753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39807920357083,0,0.0522686852503551,0,0,0,0,0,0,0.136813870587358,0,0,0,0,0,0,0,0,0.0272767826469464,0,0,0,0,0,0,0,0,0,0,0.0361240317564068,0
X601658.CH.Equity,0,0,0,-0.138792462257031,0,0,-0.240406047799852,0,0,0,0,0,0,0.00171138095486982,0,0,-0.0454451808786068,0,0,0,0,0,0,0,0,0,0,0,0,0.412689459997531,0,0,6.93889390390723e-18,0,0,0,0,0,-0.391339229620818,0.624947277238831,0.0336932099833461,-0.163299887759752,0,0,0,0,0.685366576552554,0,0,0,0,-0.0791500521927508
X601328.CH.EQUITY,0.182931883040902,0,0,0.305470925488737,0,-0.0155500260363866,0,0,0,-0.0109764294642659,0,0,0.225568470987478,0,0,0,0.0238621724815062,0,0,0.0326631288828926,0,0,0,0,0,0,-0.0177625676313405,0,0,0,0,0,0.139912049685667,0,0.0739582184131949,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.114559512879921,-0.0254741742846619,-0.0224433704364146
X601166.CH.EQUITY,0,0,0,0,0,0,0.141028444807822,0,0,0,0,0,0.0549140291151871,0,-0.0570811685753668,0,0,0,0.117544116105681,0,0.0944239050666513,0,0,0,0,0,0,0,0.308691917088881,0,0,0,0,0,0,0,0,0.0413254605318415,0,0,0,0,0,0,0.133623151627971,0,0.154981472580683,0,0,0,0.00372483936836384,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.235684149774299,0,0,0,0,0.092535065642057,0,0,0,0.237134428625326,0,0,0,0,0,0.0402779887671509,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.008412323639018,0,0.271640579404951,0,0,0,0,0.0252135323945525,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118646999268732,0,0.0428129828155276,0,0,0,0,0.094502786479052,0,0.535505969357056,0,0,0,0,0,0,0,0,0.244343438050052,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124514355241797,0.322424976006035,0,0,0.0081642196675893,0,0,0,0,0.00379345715909428,0,0.249509656353006,0,0,0.111692508301136,0,0.071372749727947,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0594990214015229,0,0,0,0.0829040928244897,-0.0196399175250171,0,0,0.0152647221499765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245796129679558,0,0.298929269032313,0.586566339626014,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0200748493233104,0
X388.HK.EQUITY,0,0,0.237048985692726,0,0,0,0,0.438343669270657,0,0,0.00502311242970505,0,0,0,0,0,0,0,0.0389516198677364,0,0,0,0,0,0.0125795166639927,0,0.0613273800106791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158463859392024,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.166018175538037,0,0,0,0,0,0,0,0.040214051222621,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.24382327118237,0.286826405265181,0,0.127731565285776,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222431851827378,0.12737172392099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107209529372561,0,0,0,0,0,0.121488630632289,0,0.149627059459139,0.0564569179274262,0,0.0580661989525414,0,1.73472347597681e-18,0,0.108982651507873,0,0,0,0,0,0
