,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.10798348885048,0,0.0963038180087793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44008026041766,0,0.44898817287921,0,0.159494304787333,0,0,0,0,-0.145400815503679,0,0,0,0,-0.162092479503439,0,0,0,-0.754558248249128,0,0,0,0,0.0761688143704882,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.401462042203372,0,0,0,0,0.0847692742531219,0,0,0,0,-0.104562046636187,0.161566661106953,0,-0.0281170890973584,0,0,4.33680868994202e-19,0,0,0,0,0,0.0862280784259021,0,0,-0.155790087798282,0,0,0,0,0,0,0,0,0,0,0,0.0976437073571965,0,0,0,0.0067589037915754,0.330566340319847,0,0,0.0601975747987462,0,-0.0298416269265952,0.12949039090192
X601318.CH.EQUITY,0,0,0,0,0.0200257012043164,0.347080873226365,0,0,0,0,0,0,0,0,0.0112636050093919,0,0,0,0,0,0.118915110087503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356401911270757,0.0429500169043656,0,0,0,0.0340890958087244,0,0,0,0
X601288.CH.EQUITY,0,0.705784634198153,0,0,0.0459878398422395,0,0,0,0,0,0,0.0185819382697343,0.138618959403923,0,0,0,0,0,0,0,0,0.0630694663246691,0,0,0,0,0,0.0188592378617535,0,0,0,-0.0382940941847605,0,0,0,0,0,0,0,0,0,0.0493518364711471,0,0,-0.0320354164604481,1.35525271560688e-20,0,0,-0.0463323712682244,0,0,-0.0561019620449076
X601988.CH.EQUITY,0,0,0,0.434419595735621,0,0,0,0,0,0.212947404244641,0,0,0,0.0644612835198916,0,0.30515030760541,0,0,6.93889390390723e-18,0.167697823262855,0,8.67361737988404e-19,0,0,-0.0320346738879704,0,0,0,0,0,0,0,0,0,0,0,-0.488771342452588,0,0,0,0,0,0,0,0.210192110212135,0,0,0,0,0,0,0.426591487625593
X600036.CH.EQUITY,0,0.0649923087098304,0,0.045559737955982,0,0,0.0149895469331796,0.0618493137413971,0,0,0,0,0,0,0,0,0,0,0,0.0402348620474991,0.188502664655838,0,0.0314237260878616,0,0,0,0,0,0,0,0,0.10590702142028,0,0,0,0,0,0,0,0,0,0,0,0.159089450480578,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118037474980991,0,0,0,0,0,0.225708225807813,0,0,0,0,0,0,0.0391785099322101,0,0,0,0.0561921701561128,0.0408242643434553,0,0,0,0,0.0445007873763291,0,0,0,6.93889390390723e-18,0,0.131386065310781,0,0.101723423590357,0.24146088271767,0,0,0.0545197377978146,0,0.0448967917916729,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.356678457655999,0.0144581987804997,0,0,0,-0.0748580178298435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141477192518053,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.180054104345179,0,0.111357756886163,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144707283307485,-0.136846542403618,0,-0.00286620513376605,0,0,-0.331372432471873,0,0.714945139555718,0.078896332999155,0.474008815705207,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.105989772672161,0,0,0,0.212424446487751,0.119891395320651,0,0,0
X601658.CH.Equity,0,0,0,0.22003112249352,0.00118051112791421,0,0,0,0,0,-0.0305096154314689,0,0,0,0,0,-6.93889390390723e-18,0,0.272178059582806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909609987663651,0,0.239995115079347,0,0,0,0,0,-0.0406805147962889,0,0,0.108523105290881,0,0,0,0
