,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0343367476236499,0,0,0,0,0,0,0,0,0,0,-0.00192630333697723,0,0.539335112493905,0.787910352777937,-0.106975835270613,0.0109523766034547,0,0,0,0.20106370810185,0,-0.230941136692003,0,0,-0.324045221035527,0,0,0,0,-0.0446857278804887,-0.0800320877857279,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.201006586833245,0,0,0,-0.0163698862727341,0,0,0,-3.46944695195361e-18,0,0,0,0.0882671697752339,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0288391181376397,0,0.0766310586220725,0.00236403325158436,0,0,0,0,0,0.241550310945755,0,0,0,0,0,0,0,0.0898049886527086,0,0,0,0.225770600051213,0,0.0866691768821988
X601939.CH.EQUITY,0,0,0,0.848225044030391,0,0,0,0,0,0.0139937905990627,0,0,-0.115431314616294,0,0,0.0249857234268175,0,0.0654605282284745,0,0,0,0,0,0,0,0,0.0477577880176503,0,0,0.0584705078452003,0,0,0,0,0.0158420882400388,0,0,0,0,0,0,0,0,0.0696670645288023,0,0.0168792698387602,0,0,0.00887469509131536,0.0417072540907482,0,0
X601288.CH.EQUITY,0.038332084715093,0,0.880135809112861,0,-0.0606007820966497,0,0,0,0,0,0,0,0,0,0.0108476196788865,0,0.0272321279881371,0.137677150446317,0,0,0,0,0,0,0,0,0.0383608592774119,0,0,0,0,0,0,0,0,0,0,0,0,-0.116256545587865,0,0,0,0,0,-0.047499372831804,0,0,0,0,-0.0474711365210766,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.108741994453559,0,0.335276694444364,0.0689512997171026,0,0,0,0,0,0,0,0,0.0799209556125274,-0.0212812606977445,0,0,0,0,0,0,0,0,0,0,0,-0.0816257495795029,0.289724600399572,0,0.15024387721645,0,0,0,0,0,0.150942242166046,0,0,0,0,0,0,0.0993335562301196,0.120040222333617
X600036.CH.EQUITY,0,0,0.394227724812543,0,0,0,0,0,0.0216195137323371,-0.0110854640580736,0,0,0,0,2.16840434497101e-19,0.116489695009791,0,0,0,0.0092906497734872,0,0,0,0,0,0,0.184100939964646,0,0.0278496538099124,0.141503587961941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186809364014659,0
X601988.CH.EQUITY,0,0,0,0.0764320018569424,-0.156176166387618,0.0166150940962129,0,0.0495835679163732,0,0,-0.0457200948486475,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.108569933916034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0717230198563254,0,0,0,0.0383792631956781,0.014451236623801,0,0,0,0,1.04337515970578,0.00697546919783055,0
X1299.HK.EQUITY,0,0.106622964517509,0,0,0.158070601737837,0,0,0,0,0.246630021118223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216040956555905,0,0,0.351651496121692,-1.73472347597681e-18,0.225544178945454,0,0.124870166005765,0.120414988899554,0,0,0,0,0,0,0,0,0,0.115534762577736,0,0,-0.104040779954385,0,0,0,0,0,0.110499623536918,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986891791613844,0,-0.0852979163163427,0,0,0,0.0483363898432769,0,0,0.00896121744098846,0.323296148307309,0.392450241374509,0,0,0,0,0,0,0,-0.0839924346038667,0,0,0,0,0,0,0.0584578310604443,-0.138068186887922,0,0,0,0,0,0,0.204869465588259,-0.0750769624853241
X388.HK.EQUITY,0,0,0,0,0.340530347916778,0,0,0,0,0,-0.196645861582651,0,0,0,0.00789151524883127,0,0,0,-0.210308150642524,0,0,0,0,0,0,0.450865608157193,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0538778270976806,0,-0.146173316094493,0.225733881003782,0,0,0.031251136237128,0,0.0489842318282572,0,-0.139006002416236,0
