,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.488711505348355,0,0,0.38329530625308,0,0,0,0,0,0,0,0,0,-0.0573871461812081,0,0,-0.0807338501198488,0,0,0,0,0.0187872162855346,0,0,0,0,0,0,0,0,0,0,0,0.230842241384286,0,0,0,0,0,0,0,0,0,-0.0871507751064448,0,0,-0.184626961829769,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0977838688729912,0,0,0,0,0,0,0.179695729427921,0,0,0.0836345867902974,0,0,-0.0627994582372957,0,0.0754341104769413,0,0,0,0,0,0,0.0790743165853302,0,0,0,0,0.0643168487547389,0,0.00161973578982044,0,0,0,0.451849201343603,-0.0544686058998555,0.0545423144583692,0,0.0143437985399766,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.180100300038242,0,0,0,0,0,0,0,0.0414388111629473,0,0,0,0,0,0,0,0.0117684281860527,0,0,0,0.0918781065477819,0,4.33680868994202e-19,0,0.0255647591732988,0.39778382110904,0,0,0,0,0,0,0,0.0446833603955515,0.14058836196283,0,0,0,0.0107391710016298,0,0,0,0,0,0,0.0103108839848575,0,0,0,0,0
X601288.CH.EQUITY,0.0736903388270465,0.0525982478534491,0,0,0.00755719734647828,0.0662544064632905,0,0,0,0,0.0962169141126147,0,0,0,0,0,0,0,0,0,0.0555263196741629,0,0,0,0,0.116634352739975,0,-0.0225272070343062,0,0,0,0,0,0,0.0335236896823478,0,0,0,0,0.183507069202915,0,0,0,0.29270107261003,0,0,0,0.0257540349569844,0,0,0
X5.HK.EQUITY,0,-0.115645689328772,0,0,0,0,0,0,0,0,0,0,0,0,0.0358075402544153,0,0,0.067788454820403,0,0.334531235111876,0,0,0.480874207234948,0,0,0,-0.0341840675891923,-0.0224288215512455,-0.172301853984804,0,0,0,-0.049248576455533,0,-0.0377791796787975,0,0,0,0,0,0,0,0,0,0,-0.0195136582136397,0,-0.141963381990727,0,0.246936805211804,0
X601988.CH.EQUITY,0.161523953178044,0,0,0.388988147283099,0,0,0,0,0,0.116786638096003,0,0,0.100136309494057,0,0,0,0,0,0,0,0,0,0,0.107556849224749,0.00839836488467787,0,0,0,0,0,0,0,0,0.128536198363761,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.00373360981823705,0.0924016283758096
X600036.CH.EQUITY,0,0.635195355152433,0,0,0,0,0,0,0,0.097740062181478,0,0,-0.125158765637693,0,0,0,0,0,0.203861529553763,0,-0.00891456926417278,0,0,0,0,0,0.00645804786020887,0,0.0189427681853719,0,0,0,0,0,0,0,0,0,0,0,0,0.331892778800553,0,0,0,0,0.0558382211837562,0,-0.299190634600132,0,0.0941726982812098
X1299.HK.EQUITY,0,0.0464108731490811,0,0,0,0,0,0,0,0,0,0,0,-0.109840279799946,0,0.0219581240624038,0,0.272896579730412,0.159290671541032,0,0.290783194314477,0.239189360399686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121349477132731,0,0,0,0,0,0,0,0,0,0,0,-0.210093107804408
X601628.CH.EQUITY,0,0.146784759288925,0,0,0,0,0,0,0,0.0566231584671913,0,0,0,0,0,0,0.210785145187939,0,0,0,0.0971247106403899,0.0618017730667347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152140612211382,0,0.091635420606409,0,0.0399797991572872,0,0,0,0,0,0,0,0.015498979760087,0
X601166.CH.EQUITY,0,0,0.194446463684267,0,0,0.172827879362469,0.0729363168174832,0,0,0,0,0,0,0,0,0,0.347648776651681,0,0,0,0,0,-0.09677898848975,0,0,0,0,0.177134662645778,0,0,0,0,-0.0467193407765224,0.312459363518831,0.14155071785816,0,0,0,0,0,0,0,-0.141723705102612,0,0,0,0,0,0,0,-0.0699878855370336
X601328.CH.EQUITY,0,0,0.148591936087786,0.0493931887167025,0,0.321414835537412,0,0,0,0,0,0,0,0,0.0343603778855742,0,0,0,0,0,0,0,0,0.166249808434701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852395160341372,0,0.171485593546789,0,0,0,0
X600000.CH.EQUITY,0.031901289587865,0.119267087626195,0,0,0,0,0.109897560474656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695180158294784,0,0,0.206894937304349,0,0,0,0,0,0,0,0,0,0.0900684171084365,0,0,0,0,0.228855744470137,-0.0260808662052903,-0.00908356053010948,0,0,0,0,0,0.165733679597092,0,0,0,0.0318170464766625
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.189721007838362,0,0,0,0,-0.0408230161139378,0,0,0,0,0,0.12516228537579,0,0,0,0.178416547786767,0,0,0.011903169257606,0,0,0,0.0414258634955053,0,0,0,0.0158182280752393,0,0,0,0,0,0,0,0,0,0.309733342452484,0.138719294120818,0,0,0,0,-0.00392994064290754
X000001.CH.EQUITY,-0.065152809762688,0.0493668060701564,0,0,0,0,0,0,0,0,0,0,0.146493013773344,0,0,0,0,0.00065339711641341,0,-0.147790177947428,0,0,0,0,0,0,0,-0.109666937825556,0,0,0,0,0.202723755501009,0.199972740324328,0,0,0,0,0.355914283894144,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.138069689496195
X000002.CH.EQUITY,0,0,-0.153057312945522,0,0.0840235884530845,0,0,0,0,0,0,0,0,0.0300240322434721,0,0,0.209383947822918,0,0,0.131927485713035,0,0,0,0,0,0,0,0.112916186483161,0.518465121254391,0,0,0,0,0.237124114816696,0.0752796797046858,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.315137116088666,0,0.248326366900684,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.203212184980204,0,0,0,0,0,0,0,0,0,0,0,0,0.0480425727044945,0,0,0,0,0,0.100576770948309,0,0,0.147486472094003,0,1.73472347597681e-18,0.00787153042503078,0,0,0,0,0,0,0,0.40142181538569,0,0,0,0,0,0,0.168457875157158,0,0,0
X601601.CH.EQUITY,-0.0850974250201614,0,0,0,0,-0.0592316579259262,0,0,0.121243719334047,0.118522383307756,0,0.0579884232089148,0,0.327357536794384,0.247142018786175,0,0,0,0,0,0,0,0,0,0,0.143402408742563,0,0,0,0,0,0.0743874150023499,0,0,0.0270613205571278,0,0,0,0,0,0,-0.0823849738059858,0,0,0,-0.0331878919366567,0,0,0,0,0.2042365187574
X11.HK.EQUITY,0.21705163532257,0,0,0,0.150033103184332,0,0,0.22649096252849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524678253080338,0,0,-0.133721857938721,-0.0329395392164141,0,0,0,0,0,0,0,0,0.069892777570739,0,0,-0.0329896551948942,0,0,-0.0928840374874105,0,0,0,0,0,-0.149837238033995,0,-0.135203292710152,0
X388.HK.EQUITY,0,0,0.107861185603604,0,0.0183118020673204,0,0.104875092820774,0.441951220073811,0,0,0,0,0,0,-0.061525465337959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253577621839019,0,0,-0.349649165922332,0,0,0.328769518419721,0,0,0,-0.10009314381183,0,0.461344189741423,0,0,0,0
X601998.CH.EQUITY,-0.151602668032148,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0134189804536094,0.0932498265601568,0,0,0,0,0,0,0,0,0.413405450815229,0,0,0,0,0,0,0,-0.0144138144249395,0,0,0,-0.0173000829515771,0,0,0,0,0.162444463324657,0,0,-0.13544584524326,0,0.366316652517186,0,0,0,0,0,0,-0.053101429287811
X267.HK.EQUITY,-0.0541819966163121,0,0,0,0.0857462601783543,0,0.252162265190508,0,0,0,0,0,0,-0.140377045358562,0,0,0,0,0,0,0,0.133655858067168,0.288210491703977,0,0,0,0,0,0,0,0,0.0517915378491071,0,0,0.0929827897572802,0,0,0,0,0,0,0.0121677053661255,0,0,0,0,0,0,0,0,0.0724731641622379
X688.HK.EQUITY,0,0.0274537867274116,0.135877177235036,0,0,0,0,0.0177062770925207,0,0,0,0,0,0,0.0966555661447876,0,0,0,0,0.0299408982653297,0,0,4.33680868994202e-19,0,0,0,0,0.124401133675056,0,0,0.115759146606128,0,0,0,0,0,0,0,0,0,0,0,0,0.284469862029278,0,0,0,0,0.0747831265892812,0,0
X2388.HK.EQUITY,0,0,0,0,0.618581054842288,0,0,0,0.0240203900558271,0,0,0,0,-0.0357643955607787,0,0.184767643130066,0,0.0689112213696424,0,0,-0.0968988283622055,0.363261263519462,0,0,0,-0.0295407626047488,0,0,-0.0334994505245639,0,0,0.0149142206927356,0,0,-0.0159448482705789,0,0,0,0,0,0.0226058292484874,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.000125429335290644,0.0690783399679444,0,0,0,0,0,0,0,0,0.273771602796397,0,0.171866700836786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960145009380761,0,0,0,0,0,0,0,0,0,0,0.0342246953799802,0,0,0.399881914142228,0,0,0,0,0,0,0,0.0868632438947895
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0904387294006716,0.183967984742688,0,0,0.0293344979843051,0,0,0,0.0263121543200139,0.182599068263041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154261792580923,0.429685995528223,0,0,0.161297576817975,0,0.0191120221747988,0,-0.113546786515649,0.0675588695303304,0,0.0540246656938552,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0039020571691748,0,-0.028977965197002,0,0.200642049972417,0,0,0,0.169991443026114,0,0,0,0,0.00071287998095257,0,0,0,0,0,0,0,0,0,0.146815515445128,0,0,0,0,0,0,0,0,0,-0.0657848785130833,0,0
X1109.HK.EQUITY,-0.0374296419932755,0,0,0,0,0,0,0,0,0,0,0,0.204650422613066,0.130793940551444,0,0.132531802004494,0,-0.0417927509189971,0,0,0,0.476177391227502,0,0,0,0,0,0,0,0,0,0,0.0972495142591218,0.112164646384215,0,-0.0079622093215555,0,0,0,-0.232513640257773,0,0,0,0,0,0,0,0,0,0,-0.0854959267355127
X2007.HK.EQUITY,0,-0.165738712363585,0,0,0,0,-0.0859369999219857,0,0.0625809334629567,0.0194261523041864,0,0,0,0,0.12842015498548,0,0.0973945329693958,0.121119594902956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236917538593088,0,0,0,0,0,0.410049429417198,0,0,0,0,0,0,0,0,0,0.0167110163561914
X600048.CH.EQUITY,0,0,0,0,-0.0271929547919795,0,0,0,0,0,0,0,0,-0.112908134693177,0.0273836757449989,-0.188409906048246,0,0,-0.0546690769649181,0,0,0,0,0,0,0,0,0,0,0.373245967029735,0,0,0.330093029900911,0,-0.0594604898524703,0,0,0,-0.00285122574509331,0.182183377065969,0,0,0,0,0,-0.0110471731676671,0,0,0,0.0149919491249213,0
X1113.HK.EQUITY,0,0,0,0,0,0.0592196500146504,0,0,0,0.225641056222607,0,0,0,0,0,0.139256458770269,0,0.346372558306595,0,0,0.133708526890521,0,0,0,0,0,0,0,0,0,0,0,0.0896796439800626,0,0,0.00360901440122327,0,0,0,0,0,0,0,0,0,0,0,0.0664261855771046,0,0,0
X12.HK.EQUITY,0.0435631658027773,0,0,0,0,0,0,0.128930891475699,0,0,0,0,0,0,0,0.264530254538103,0,0.144602585382589,0.0443018193308122,0,0,0,0,0,0,0,0,0,0.0188604761856071,0.175720613155568,0,0.336944912570543,0,-0.0583992730767713,0,0,0,0,0,0,0.0258633221213613,0,0,0,0,0,0,0.0367482383250079,0,0.0786848489043236,-0.105107014346596
X823.HK.EQUITY,0,0,0,0,0,0,0,0.0449714264918742,0,0,0,0,0,0,0,0,0,0.2089865138822,0,-0.0885477016805992,0,0,0.248233456234927,0,0,-0.0578915054309535,0,0,0,0,0.0550618151024991,0,0,-0.00420237163345866,0,0,0,0,0,0.194382331807356,0.0656914792828515,0,-0.0993771914112197,0,0,0,0,0.192893722205702,0,0,0.114631714658382
X001979.CH.EQUITY,-0.00714660140676731,0,0,0,0,0,0,0,0,0,0,0,0.123960886278122,0,0,0.202067557384555,-0.0982271831074006,0,0,0,0,0,0,0,0,0,-0.176058912731839,0,0.373255777141582,0,0,0,0,0.210719170614037,0,0,0,0,0.059725697949018,0.0894126385526589,0,0.183481138441793,0,0,0,0.0123088896652179,0,0,0,0,0.106213540361081
X002142.CH.EQUITY,0.0259816016215054,0.212438481501047,0,0,0,0,0,0,0,0.134689044180132,0,0,0,0.242210973767493,0.0634484498236087,0,0,0,0,0,-0.0123561103235962,0,0,0,0,0,-0.0198325519586365,0,0,0,0,0,0,0,-0.0643184184727332,0,0,0,0.0351604681139163,0,0,0,0,0,0,0,0,0,0,-0.0210735810142768,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0907134652734874,0,0,0,0,0,0,0,0,0,0,0.157217227697884,0,0,0,0,0,0,0,0,0,0,-0.24771489356685,0,0,0,0.0980333646393199,0,0.0903845519944896,0.0738739499332259,0,0,0,0,0,0,0,0,0,0.025452588491538,0,0
X601688.CH.EQUITY,0.0701522104441003,0,0,-0.383177439871602,0,0,0.324116733285075,0,0,0,0,0,0,0,0,0,0,0,0,-0.352827614469699,0,0,0,0,0.14939890878056,0,0,0.463394901735126,-0.17059873224487,0,0,0,0,0,0,0,0.190287106555128,0.55469752148714,0,0,0,0,0,0,0.123977089248769,-0.178653865058608,0,0.066883223686029,0,0,0
X601211.CH.EQUITY,-0.0486280873999639,0,0,0,0,0,0,0,0,0,0,0,0,-0.00623131448991028,0,0.0161287546770919,0,0,0,0,0,0,0.0335504764433322,0,0.279870088359546,0,0,-0.0584619222036708,-0.0479422973748855,0,0,0,0,0,0.016175605658541,0,0,0.0846608172627944,0,0,0,0,0,0,0,0,0.434695296412051,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.093204616112558,0,0,0,0,0,0,-0.0324800106659061,0,0,0,0,0,0,-0.0648593382041008,0,0,0,0,-0.0357561673814274,0.0285200406624649,0,0.374487627516062,0,0,0,0,0,0,0,0.329285485548065,0,0,0,0.296769892684284,0,0.0472577016558295
X601229.CH.EQUITY,0,0,0.500739275484687,0,0,0,0,0,-0.129502169034341,0,0,0,0,0.059501447525101,0,0,0,0,0,0,0,0,0,0.138935182898018,0,0,0,-0.0833730503361344,0,0,0,0,0.118496050168721,0.0330129141019446,0,0,0,0,0,0,0,0,0.296846659214724,0,0,0,0,-0.0257925137082457,0,-0.00961996225946913,0
X601336.CH.EQUITY,0,0,0,0.0734443456491451,0,0,0.12674020608624,-0.13127771179086,0,0,0,0,0.210643166670769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183016046541917,0,0,0,0.29911326823192,0,0,0,0.0825668619780085,0,0,0,0,0.123549244584569,0,0,0.18366327469815,-1.38777878078145e-17,0,0,0,0,0
X1997.HK.EQUITY,0.13821591947702,0,0,0.0119626442811757,0,0,0,0,0,0,0,0,0,0,0.0401046347592839,0.0564010071474478,-0.136216650172801,0,0,0,0.0973928762610839,0,0.157406948164287,0,0,0,0,0,0,0,-4.33680868994202e-19,0.36209770656418,-0.121059636478555,0,0,0.0383676409539709,0,0,0,0,0,0,0,0,0,0,0,0.176847185164948,0,0,-0.0812456037476943
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00250925035175118,0,0.0370953964190175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679961236420093,0,0,0,0,-0.0746042709279953,0,0,0,0,0,0,0,0,0,0,0.0614681994090049,0.398896794096743,0.140828683216903,-0.0119049546708633,0,0.178016675107052,0
X600015.CH.EQUITY,0,0,0.001544314357097,0,0.0514886492377772,0,0,0,0,0,0.0024854402292137,0,0,0,0,0,0,0.050499576352112,0,0,0,0,0,0.10700608085184,0.030570375203696,0,0,0,0,0.0715041193058042,0,0,0,0,0,0,0,0,0.124058998491788,0,0,0,0,0.396734874631585,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.0539071483373523,0,0.209989415691585,0,0,0,0,0,0.174730343890734,0,0.133107883446807,0,0,0,0,0,0,0.049206803134764,0,0,0,0,0,0.0998756243017811,0.0224236020540441,0,0,0,0,-0.00808224169010359,0,0.0375803919898631,0,0,0,0,0.115894756047368,0,0,0,0.287216695414398,0,0,0,0,0,0,0.0558266605996544,0.132811126553101
X000166.CH.EQUITY,0.104443493871498,0,0,0,0,0,0,0,0,0,0,0,0.00755918677930607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374716232073861,0,0.131074896953619,0,0.0154061232670364,0,0.0737576415103738,0,0,0,0,0,0,0.280403575845351,0,0.429337634333058,0,0
X2881.TT.EQUITY,0.094466411166078,0,0.0202694483379347,0,0,0,0,0.204093248374703,0,0,0,0,0,-0.13486261860977,0,0,-0.0668316393511302,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00842402100270562,0.0803718058511365,0,-0.0614404115866656,0,0,0,0,-0.0340559008423977,0.144101049157967,0,0.488810990031635,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.225165564718161,0,0,0,0,0.0988034315256789,0,0.165627307391784,0,-0.0254965793371554,0,1.73472347597681e-18,0,3.46944695195361e-18,0,0.0244845367176489,-0.0882626247148718,0,0,0,0,0,-0.0344851322714646,0,0,0.436898320906663,0.218977294976351,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0
X17.HK.EQUITY,0.0538952297109442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533036741333357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252618136620649,0,0,0,0,0,0,0,0,0,0.21220392086278,0,0,0.191453272549762,0,0,0,0,0,0.0936901986534682,0.0470445836002826
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.190023647315803,0,0.0601552747558552,0,0,-0.232151381211137,0.0627086169584394,0,0,0,0.123976801212159,0,0,0,0,0,-0.0160442376037239,0.0352724455070336,0,0.108481414738095,0,-0.0365687181190384,0,0.229379165902205,0,0.0497782448134311,0.159433854217638,0,0,0,0,0,0,0,-1.73472347597681e-18,0.142504925548148,0,0.138037221931829,0,0,0,0.0530446932195694
FXI.US.EQUITY,0,0,0,0.538554728195369,5.55111512312578e-17,0,0,0,0,0,0,0,0,0,0.199639495106858,0,0,0,0,-0.1433555507677,0,0,0.409068070615566,0,0,0,0,0,0,0,0,-0.344151126294614,-0.128206541040412,0,0,0,0,0,0,-0.536571953402055,-0.44634609065068,0.290771179429143,0,0,0.511252470740273,0,-0.0628266359565549,0.304218722199791,0,0,0.0967665073392998
CN2YR,0,-0.220635518624067,0,0,0,0,0,-0.286454849129776,0,0,0,0,0,-0.0678778396033639,0.0287820065442908,0,0,0,0,0,0,0,0,0.253723043981786,0,0,0,0.308978485503489,0,0,0,0,0.00073008841417245,0,-0.284285343639338,0,0,0.131822584619276,0,0,0,0,0,0,0,0.0530889865653349,0,0.244153649245913,0,0,0
