,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,-0.0414568809559848,0.17994070266873,0.124554521667463,0.0685263114171528,0,0,-0.0421512009667905,0,0.0295543350569139,0,0,0,0,0.0195597579128543,0,0.131976796339743,0,-0.13746628931225,0,0,0,0,0,0,0,0,0,0,0.0873329219322279,0,0,0,0,0.0286813480610177,0,0,0,0,0.114070391769019,0,0,0.428821922705985,0,0,-0.00568869478463725,0,0,-0.0847093840830687,-0.104868790376343
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0112353371470817,0,0,0,0,0,0.169686136219888,0,3.46944695195361e-18,0,0.33477536979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198261890559459,0,0,0.0495023512964639,0,0,0,0,0,0.00325685560653504,0,0,0,0,0,0,0,0.15736136847365
X601939.CH.EQUITY,0,0,0,0,0.665863111319659,0,0,0,0,0.00634415511683855,0,0.306122751359199,0,-0.0368073085551652,0.0442027898376974,0.0245234798497814,0,0,0.0232543709097928,0,0,0,0,0.0277978151662847,0,0.0460482072190452,0.0209410911996099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592067085165907,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.16924230067765,0.176521076213029,0,0,0,0,0,0,0.345774481078386,0,0,0,0,0.114375370553493,0.0775661950327433,0,0,-0.0543378441185975,0,0,0,0.0295527572920478,0,0.0504337196740155,0,0,0.176497091737805,0,0,0,0,0,0,0,0,0,0,0,0.130427213473835,0,0,0,0
X601288.CH.EQUITY,0.175234670799065,0,0.831944962093518,0,0,0,0,-0.0739588942060183,0,0,0,0,0,0,0,0,0.0228046155316836,0,0,0,0.0119594279441518,0,0,0,0,0,0,0,0,0.0166677321727884,0,0,0,0,0,0.0556469415963986,0,0,-0.019279050920185,0,-0.173361390552698,0,0,0,0,0,0,0,0,0.0264248836512657,-0.0146826965211738,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,1.73472347597681e-18,0,0,0,0,0.148053186281441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630862689661356,0,0,0,0,0,0,0,0,0.00798272878819434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050895956771258,0,-0.0404487578681893,-0.0647052865722873,0,0.916842696939792,0,-0.0796547401498078,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.270309909922572,0,0,0,0.10070859450243,0,0,0,0,0,0,0,0.216119557486344,0,0,0,0,0,0,0,-0.0781197715571305,0.0562856951640852,0,0,0,0,0,0.0462105425319924,0.059012877303002,0,0,0,0,0,0.167080019623316,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759203164544549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295673467166844,0.0648313914964363,0,0,0,0,0,-0.252990412772989,0,0,0,0,0,0,0.0697161053933795,0.341196716057058,0.104194674498162,0,0,0.0589177374777656,0,1.73472347597681e-18,0,0
X388.HK.EQUITY,0,0.0294213733676811,0,0.147946767466107,0,0,0,0.133931731353465,0,0,0,0,0,0,0,0,0,0,0,0,0.0820140885604506,0.395018261796376,0.138619055769762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067851429737,0.120423141065416,0.134173156550921,0,-0.185716447722306,0,0,0,0,0,0,0,0,0,0,0.068144133255612
