,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0918831595005983,0,0.327802960375014,0.0930002847592083,0.0727260457540912,0,0,0,0,0,0,0,0,0,0,0,0.296883156030093,0,0,0,0,0,0,0,0,0.000839115035329281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755058025167054,0,0,0.0613354832161665,0,0.0327339260270349,0,0,0.102482975140585,-0.0736245213005066,0.00943303332100063
X601318.CH.EQUITY,0,0,0,0.0649710638535578,0,0,0,0.00438863174622475,0.128718876185468,0,0,0.0797505602615276,0.109981010040849,0,0,0,6.93889390390723e-18,0,0.118536398104056,0,0.215836478258121,0.0651689692313292,0,0,0,0,0,0,0,0.0478792268481593,0.101173200892261,0,0,0,0,0,0.015700232617468,0,0,0,0,0,0,0,0,0.0850409874678577,0,0,0,0,0,0.112292438506254
X601939.CH.EQUITY,0,0,0,0,0.354335813828465,0,0,0,0,0,0,0.225174230838395,0,0,0.0109163075808472,0,0,0.142081539105862,0,0.0689192205137093,0,-0.10701594914942,0,0,0.250946168004126,0.233498023236057,-0.0613405052534344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00840192398866519,0,0,0,0,0.0382625714931106
X600036.CH.EQUITY,0,0.115150861103735,0,0,0,0.0114166169254685,0,0.166723973437198,0,0,0,0,0.149540040642306,0,0,0,0,0,0,0,0,0,0.25001030894075,0.00783563646869775,0,0,0,0.0111048333820078,0,0.0554820528958892,0,0,0,0,0,0,0.00822153947767755,0,0,0,0.0850904574929063,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.13388974962404,0,0.0491136953407596,0,0,0.0559724614144684,0,0.418803290529224,0,0,0,0,0,0,-0.0157182999816599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152058656592043,0,0,0,0,0,0,0,0,0,0,0,0,0.0536232550507732,0,0,0,0.127709941522205,0,0,0,0,0.071899257445582,-0.0861159117638216
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0959381609522739,0.074140858746778,0,0,0,0,0,0.169198487665153,0,0,0,0,0.139195779574038,-0.136326618267697,0,0,0,0,0,0,0.00510304409464424,-0.0235730237529369,0.202621339515511,0,0,0,0.569194327883183,0,0,0,0,-0.0301557527235438,0.153375404167704,0,0,0,0,0,0,0,0,0,0.122169533689634
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.136051663972658,0,0,0,0,0,0,0,0,0.0307641779588591,0,0,0,0,0,0,0.106955975107534,0,-0.239128596153856,0,0,0,0,0,0,0,0.00929452907186354,0,0.0889166262569612,0,0.261783705489355,0.137955410593705,0.0666314598562413,0.052454354963478,0.0822296765627487,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0927844730712628,0.106127670142904,0.166158669738269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23050411151982,0,0,0,0.21100411761789,0,0.044097609915537,0,0.331393191960025,-0.0298252177625932,0,0,0.142525984631489,-0.0742665523775743,0,0,0,0,0,0,0,0.0902205130677612,0,0,0,0,-1.73472347597681e-18,0.0286903776084154,0,0,0,0,0,0
X5.HK.EQUITY,0,0.111629932823979,0,0,0,0,0,0.213852055341823,0,-0.0487533745174499,0.0630304775275437,0,0,0,0,0,0,0,0,0,0.0881752599136905,0,0,0.126020291244169,0,0,0.204345609382053,0,0,0.0376287543788484,0,0,0,0,0,0,0,0,0.180137919891264,-0.116679133799868,0,0.144795812438345,0,0,0.105178822146428,0,0,0.0695083244970713,0,0,0,0
X601166.CH.EQUITY,0,0,0.0336031564999609,0.101199106182744,0,0,0,0,0,0,0,0.032584349349157,0.0871294401579816,0,0.0510114449517731,0,1.0842021724855e-19,0,0,0,0,0,0.165956895238886,0,0,0,0,0,0.362186677148062,0,0,0,0,0,0,0.0254684117145077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.163835125622622,0,-0.174485118491303,0.17208998618141,-0.0209292294887629,0,0,0,0,0,0.485948224042995,0,0,0,3.46944695195361e-18,0,-0.0802115082718236,0,0.230254743109393,0,0,0,0,0.145159765760885,0,0,0,0,0.117349787522719,-0.0192977796975199,0,0,0,0,0,0,0.0133551559357999,0,3.46944695195361e-18,0,0.0114806365090084,0,0,-0.042743753429436,-0.0343673466077553,0,0,0.162442917414567,0
