,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.268245252883528,0,0.0998770506198632,0.0417588011678813,0,0,-0.0228188602799545,0,0,0,0,-0.0174066310413984,0,0,0.0766902205496487,0,0,-0.0462522747402867,0,0,0,0,0.0212723588040725,0.0217285696449165,0,0,0,0,0,0,0,0,0,0.099872586042014,0,0,0,0,0.0318637743310199,0,0.0131089605083698,0.332412629399363,-0.0179255975532447,0,0,0,0,0,-0.0587376266899437
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0144765532237291,0,0,0,0,0,0.160917184953082,0,0,0,0.347250063900352,0,0,0,0,0,0,0,0.0219331414746861,0,0,0,0,0,0,0,0.206043709295666,0,0.0816847819579702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160471497086664
X601939.CH.EQUITY,0,0.0756092503559629,0,0.781949192576646,0,0,0,0,0,0.0384812026838836,0.0585360631432817,0,-0.0433264882173068,0.00710587276973666,0,0.0733647522676093,0,0,0,0,0,0.00279899067419542,0,0,0,0,0.0427044466219901,0,0,0,0,0,0,0,0,0.0770744652033623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0846494560398741,0,0.953378663981798,0,0,0.00648620665996076,0,-0.052969829546855,0,0.018418456595876,0,0,-0.0377601511540891,0,0,0,0,0,0,0,0.0172021147291365,0,0,0,0,0,0,0,0,0,0,0,0.0322325740180389,0,0,0,0,0.00501231539480645,0,0,0,0,-0.0667148756553105,0,0,0.0511855320549894,0,0,0,0,-0.133752204408728,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0307009441465876,0.257064664776304,0,2.77555756156289e-17,0,0,0,0,0,0,0.401758162167164,0,0,0,0,0,0,0,-0.0437128976416609,0,0,0,0,0,0,0,0.156845134837828,0,0,0,0,0,0,0,0,0,0,0.103306489998003,0,0.224457376349176,0,0,0,0
X600036.CH.EQUITY,0.176575903050778,0,-6.93889390390723e-18,0.305081122009959,0,0,0,0,0,-0.0321876509574292,0,0,0,0,0,0.128915629828137,0,0.0812188428307605,0.0141315959050809,0,0,0,0,0,0,0.125722567577618,0,0,0,0,0,0,0,0,0,0,0,0.0622732115740678,0,0,0,0,0,0,0.0308683057483516,0,0,0,0,0,0,0
X601988.CH.EQUITY,1.73472347597681e-18,0,0,0.0409674589225896,0,0,0,0,0,-0.0830772965740115,0,0,0,0,0,0,0,0,0,0,0.0148960962397343,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.00338173560306246,0,0,0,0,0,0,0,0,-0.0303797828275196,0,0,0,-0.0254319329934342,0,1.00703289867035,0,0,0
X1299.HK.EQUITY,0,0.0283518403738092,0,0,0,0,0,0,0,0.191293315322693,0,0,0.17809956667173,0,0,0,0,0,0,0,0,0,0.316538115823192,0,0,0,0,0,0,-0.0553542127775456,0.0478743361184834,0,0,0,0,0,0.0729074071139454,0.0718375709019353,0,0,0,0.163825228991126,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124705024143309,0,0,0,0,-0.191419529729201,0,-8.67361737988404e-19,0,0,0,0,0,0.0743261589384978,0,0.360623254857694,0.0907830078479516,0,0,0,0,-0.0727558788078784,0,0,0.207605482761666,0,0,0.0623541474277325,0,0,0.162320014437885,0.214772811458266,0.117409485802397,0,0,0,0.412619021042885,0,0
X388.HK.EQUITY,0,0.244468062624353,0,0,0.198908409166167,0,0,0,-0.062203994893948,0,0,0,0,0,0,0,0,-0.0277905068577713,0,0,0.0435928126529133,0,0.114012403333817,0,0.100301951189668,0,0,0,0,0,0,0,0,0,0,0,0,0.24150557116499,0,0,0,0,-0.0409807243152696,0,-0.151043159783899,0.162708775195432,0,0,0,-0.0785879353186242,0,0.222241081675885
