,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.528359471434613,0,0.0929439555118833,0.0261874675225912,0.0809667942782522,0.0664866965627648,0,0,0,0,0,0,0,0.0361016418941138,0,0,0.0221117099707795,0.0640809904493449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00761069978989849,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.405168643520844,0,0,0.0794410022810509,0.00251101781954438,0.100404428212034,0,0,0,0.0886783239096736,0.0845612231500621,0,0,0,0,0,0,0,0,0,0,0,0.022070021549002,0,0,0.0451649667407898,8.67361737988404e-19,0,0,0,0,0,0,0,0.00538418165585916,0,0,0.0409412487165324,0,0.0317725296272312,0.066369278002674,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152632677581394,0,0,0.00355614085755265,0,0,0,0,0,0,0,0.134604266556436,0,0,0,0,0,0,0,0,0.0248047721662078,0,0,0,0,0,0.253992543508383,0,0,0,0,0,0,0.256824506184884,0,0,0,0.0864982307462765,0,0.0602046574036521,0,0,0,0,0
X601288.CH.EQUITY,0.373911828974188,0,-3.46944695195361e-18,0,0,0.0101580516856193,0,0,0,0.0957394572971336,0,0,0,0,0,0,0,0.235907132033899,0,0,0,0,0,0,0,0.0303324893826529,0,0,0.124987969895982,0.0648500947363753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771548207262043,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.371708790132035,0,0,0,0,0,0,0,0.153563992695753,0,0,0.214254705901741,0,-0.444783755375545,0,0,0,0.182921497239141,0,0,0,0,0,0,0.384455086919441,0,0,0.11525518668343,0,0,0,-0.12704617420906,0,0,0,-6.93889390390723e-18,0,0,0,-2.16840434497101e-19,-0.0211013840430693,0,0,0,0.145099594712158,0
X601988.CH.EQUITY,0,0,0,0.0110989648487401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352457957854847,0,0.00328230947011571,0,0,0,0,0,0,0,0.0367307069087657,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.404084772283171,0,0,0,0,0.0700721705447814,0,0,0,0
X600036.CH.EQUITY,0,0,0.190420277593091,0,0,0,0,0,0.088820557073367,0,0.0485551559480073,0,0.215578529813717,-0.0440693191287842,0,0,-0.0469861511439731,0,0.0399284210520374,0,0,0,0,0,0.400141246094392,0,0,0,0,0.117542163968486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167676296184963,0,0,0,-0.0476397370790099,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.144831701424072,0,0,-0.104759818957272,0,0,0,0,0,0,0,0,-0.0302291998262937,0,0,0,0.218566773342072,0,0,0.14197789731811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219997904974451,0.110753837522995,0.265399337680243,0,0,0,0.0665037904822873
X601628.CH.EQUITY,0,0,0.0389632043223727,0,0.0682275708219584,0,0,0,0,0,0,0.0169779045278708,0.19810403487333,0,0,0,0.0251094077873443,0,0,-0.110474085359701,0,6.93889390390723e-18,0,0,0,0,0.154763823857762,0,0,0,0,0.236414841993951,0,0,0,0,0,0,-0.0281699917764787,0,0.0926610920196518,0.172964593896906,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,-6.93889390390723e-18,0.101860548837988,0,0,0,0.0500402396873455,0.00820211402088063,0,0,0,0,0.0771988869299989,0,0,0,0,0,0,0.0236939775502291,0.208363233774068,8.67361737988404e-19,0,0,0.00466950900436013,0,-1.73472347597681e-18,0,0,0,0.0884853400617245,0,0,0,0,0,0,0,0,0.169596391874189,0.258455195136781,0,0,0,0,0,0,0,0,0,0
