,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,-1.73472347597681e-18,0.222838807359504,0,0,0,0,0.372392530547061,0,0,0,0,0,0.0285606107434755,0,0,0,0,0,0,0,0,0,0,0,0.254578460381015,0,0,0,0.017351136716872,0.0257104436235429,-8.67361737988404e-19,0,0.072959156925306,0,0.0608109906225337,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898776991853947,0,0,0
X601318.CH.EQUITY,0,0,0.0902245793271708,0,0,0,0,0.0210897028233495,0.259592395505462,0,0,0,0,0.0388612585874016,0.318320523146713,0,0,0,0,0.07878421377674,0,0.0469440185845727,0,0,0,0,0,0.29583876516609,0,0,0,0.0408371324391044,0,0,0,0,0,0,0.0397648029255942,0,0,0,0,0,-0.116094925475593,0.0191596649769381,0,0,0,0,0.0633226532940251,0
X601939.CH.EQUITY,0.285370834688887,0.191997177075238,0,0,0,0,0,0.499597995048752,0.0863420142681505,0,0,0,0,0,0,0,0.0145797737734617,0,0,0,0,0,0,0,0,0,0,0.0635559695593523,0,-0.0184009560044278,0,0,0,0.0457487081073938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182827544922938,0
X600036.CH.EQUITY,0,0,0,0,0,0.155474888212489,0,0,0.0624003976931163,-0.103508359160553,0,-0.0999545329427611,0.145698806948493,0,0,0.154765984998929,0,0,0,0.16188588380736,0,0,0,0,0,0,0.399811678659715,0.0316951964902431,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716314802934497,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.476676298037287,0,-0.0798071570400185,0,0.0436294925276653,0,0,0,0,0,0,0,0.040304560369761,-0.0034047253930615,0,0.0584504814871778,0,0,0.173841597010162,0,0.0947406643412794,0,0,0,0,0,0.0996967648568928,0,0,0,0,0,0,0,0,0,0,0,0,0.0261048498568036,0,0,0,0.0773692533385131,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.100166042591969,0,0.22375350225189,0,-0.0297790419008013,-0.0259954161205876,0,0,0,0,0,0,0,0,0,0.190084708675922,0,0,0,0,-0.00123469900349768,0,0,0,0,0,0.14586952380322,0,0.0640610078922936,0,0,0.16955718129859,0,0,-6.93889390390723e-18,0.186219532508558,0,0,0,0,0,0.217717715720408,0,-0.0896149447000745,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899257706119037,0,0,0,0,-0.164201870050744,0,0,0,0,0,0,0,-0.0263311980349909,0,0,0,0,0,0.459961636250665,0.0266026779697128,0,0,0,0,-1.73472347597681e-18,0,0,0.0108067498498926,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.525062435587144,0,0,0,-0.00801374055689549,0,0,0,0,0,0,0,0.28692938755573,0.135116924093421,0,0.0435335810751958,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418252605827165,0,0,0,0,0,0,0,0,0,0,-0.0982233825059319,0.00137392806982532,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0209263743941991,0.0846680222324412,0,0,0,0,0,0,0,0.163240137916242,0,0,0,0,0,0,0,0,0,0,0,0.081555735471319,0,0.100917801943992,0,0,0,0,0,0,0,0,0.105618394601071,0,0.0850712341176451,0,0,0,0,0.376689453754006,0,0,0,0,0,0.0849539603586658,0,0,0,0,-0.0571639877008565
X388.HK.EQUITY,0,0,1.0842021724855e-19,-0.211575151253123,0,0.300496267711213,0,0,-0.0209677390258422,0,0,0,0,0,0,0,0,0,0.0814480842442867,0,-0.136226132010848,0,0,0,0,0,0,0,0,0,0,0,0,-0.051358309036098,0,0,0,0,0,0.0460673554439112,0,0,0,0.261549764166331,0,0,0,0.108228200142103,0,0,0.157645846015861,-0.134244726487942
