,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.159742387318649,0,0,-0.00949273937337417,-0.0818821666826863,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.168931042387241,0,-0.0192757462098499,0,0,0,-0.402327911324623,0,0,0,0,0.825698630512487,0,-0.214892698003403,0,0.30856975517374,0,3.46944695195361e-18,0,-0.0356647589351413,0,0,0,-0.0196907887103493
X601318.CH.EQUITY,0,0,0,0,0,0,0.15369871124759,0,0.115642014312881,0,0,0,0,0.0266034401393038,0,0.000228958515734503,0,0,0,0,0.0675855276426251,0,0,0,0.0811031539518508,0,0,0,0.02735645598181,0.0326417424642986,0,0.0565245797045393,0,0,0,0,0.339953992062169,0,0,0,0,0.0835246202373228,0,0,0.0367721901384848,0,0,-0.0715869690227893,0,0,-0.0335653827417448
X601939.CH.EQUITY,0.332158520293395,0,0,0,0.010132345153056,0,0,0,0,0.00899166506700227,0,0,0,0,0,0,0,0.136659615564278,0,0,0,0,0.0255101374811597,0,0,0,0,0,0.125118925460052,0.0814818601581218,0,0,0,-0.200627681582472,-0.0170382891894693,0,0,0,0,0.458400916175758,0,0,0,0,0,0,0,0,0,0,0.0998615083565122
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.219721939037107,0.166397476944802,0,0.571154392138864,0,0,0,0.211846955336475,0,-0.163003750633889,0,0,0,0,-0.0932157402462586,0,0,0,0,0,0,0,0,0,0,-0.706375811222794,0,0,0,0,0,0,0,0,0,0.37356840876278,-1.38777878078145e-17,0.00259057290434863,0,0,0.117067243061878,0,0,0
X5.HK.EQUITY,-0.067822975190771,0,0,0,0,0.00970908701430807,0,0,0,0,0,0,0,0,0,0.422587459970565,0,0,0.494867079211524,0,0,0.0449258692858244,0.0686125203830895,0,0,0,0,0,-0.130428499805537,0,0,-0.162307618949152,0,0,0,0,0,0,0,0,-0.147345323469836,0.204439106671743,0,0,0,0,0,0,-0.124837956595758,0,0
X601988.CH.EQUITY,-0.347981234712244,0,0,-0.0133136866289365,0.467624156511541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510906249057811,0,0,0.738613203785572,0,0,0,0,-0.561185552117779,0,0,0,0,0,0,0,0,0,0,0.141093864067115,0,0,0,0,0.143317121903545,0,0,0,0,0
X600036.CH.EQUITY,0,0.264370604128982,-0.0634314441713399,0,0,0,0,0,-0.0563762657696086,-4.33680868994202e-19,0,0.619157830248754,0,0,0,0,0,0,0,0,-0.0665877686463815,0.258079497118542,0,0,0,0,0,0.0746509228432195,0,0,0,0.169219044471257,0,-0.102185106388191,0,0,0,0,0,0,0,0.113069295943825,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.026025233915048,0,0,0.139534288168925,0.0219148104576297,0,0,0.114160618723972,0,0,-0.054879621911421,0,0.0481455620897608,0.244492273863126,0,0,0,0,0,0,0,0,0,0,0.122909307058511,0,0,0,0,0.178642319724888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0193477707327581,0.0798012638468419,0.0413726497991758,0,0,0,0,0,0,0,0,0,0.380899001437407,0,0,0,0,0,0,0.0230587605213453,0,0,0,0,0,0,0,0,0,0,-0.00507569904719488,0,0,0,0.0985425108482783,0.191799058646242,0,-0.0605121136487007,0.0265321385752817,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.189711062500705
X601328.CH.EQUITY,0,0,0.043525823940563,0,0,0,0.101785120015054,0,0,0,0,0.372851798379442,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.202873152392002,0,0,0,0.0974596184529888,0,0.167251123126184,0,0,0,0,0,0,0,0,0,-0.158540190848911,0,0,0,0,0,0,0,0,0,0,0,0,-0.37257936332203
X601166.CH.EQUITY,0,0,0,0.239652226046221,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.539232575579715,0,0,0,0,-0.0678798703097934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171074930507356,0,0,0,0,0,0,0,0,0,0,-0.00163616102046468
X600000.CH.EQUITY,0.0412378197557933,0,0,0,0,0,0.507103925684911,0,0,0.0534214116474161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268034244311049,0,0,0.1403423037166,0,0,0.0283360747611338,0,0,0,-0.147594782105768,0,0,0,0,0,-0.329795155161278,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.254510644041171,0,-0.0921372398262102,0,0,0,0,0,-0.0192479394048528,0,0,0,0.107207241691339,0,0,0,0.12404851407459,0,0,-3.46944695195361e-18,0,0.034459844052084,0,0,0,0,0,0,0,-0.111749599627548,0,0,0,0,0,0.0077232712120551,0,0,0,0,0,0.236624758408609,0,0,0,0,0,0.0928680873165187,-0.129436626833618,0.178970514422505
X601601.CH.EQUITY,0,0.34511868332508,0,-0.0343058319442517,0,-0.230135377247373,0.0407007721516916,0,0.361840565926919,0,0,0,0,0,0,0.149317480972587,0,0.0340216200460402,0,0,0,-0.11272808991594,0,0,0,0.1197707665837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155916228766381
X16.HK.EQUITY,0,0,0,0.0160103389343045,0,0,0,0.166286125265498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288727740340579,-6.93889390390723e-18,0,0,0.126178109119547,0,0,0.0866152793948433,0,0,0.164975095423495,0,0.0481439527601926,0,0,0,0,0,0,0.201228694805833,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0342736253266472,0.081014969406922,0,0,0,0,0,0,0,0,0.325803057378534,0,0,0,0,0,0,0,-0.122429084920079,0,0,0.145884295845556,0,0.417748737850546,0,0,-0.307896847278973,0,0.219428180910687,0,0,0,0,0,0,0,0,-0.0426435606377216,0.180410189106051,0,0,0,0,0,0,0,0.239320335010765,0
X11.HK.EQUITY,0.134428488537549,0,0,0,0.000225523167766621,0,0,0,0,0,0,0,0,0.0542868304299736,0,0,0,0,0.285582678833991,0,0,0,0,0,0,0,0,0,0,0,0,0.271541647348805,0,0,0,0,0.0187779111293875,0,0,0,0,0,0,0.0495426711181654,0,0,0,0,0,0,0.0723636536341122
X388.HK.EQUITY,0,1.73472347597681e-18,0,0,0.0299577989667279,0,0.0654461342277513,0,0,0,0,0,0,0.243053980417584,0,0,0,0,0.551762672744388,0,0,0,0.0387832918047576,0,0.0758333564607227,0.0407027947788448,0,0,0,0,0,0,0,0,0,0,0,-0.250491034003343,0,0,0.0693459938452664,0,0,0,0,0,0,0,-0.0618069764358455,0,0
X2388.HK.EQUITY,-0.145660325717844,0,0,0,-3.46944695195361e-18,0,0.0359113084448236,0,0.0342240085782678,0,0,0,0,0.0178220488257892,0,0,0.301982685612127,0.182398065403983,0,0,0.0905257056749654,0.271507354868855,0,0,0,0,0.100718890257513,0,0,0.093539665147792,0.101393170934137,0.163443744786483,-0.0428660148935429,0,0,0,0.119141221671639,0,0,0,-0.0740152505906417,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.0520962683808987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020971497978778,0,0,0,0,0,0,0,0,0,0.100176599931728,0.393132928895145,0,0,0,0,0,0,0,0,0,0,0,0.404781609164488,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089802354767428,0,0,0,0,0,0,0.189622649563447,0,0,0.0345139542505214,0,0,0.208575048345898,0,0.048448315415472,0,0,0,0,0,0.00956056072421436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741906498032325
X267.HK.EQUITY,0,0,0,0,0,0,0.298825208577761,0,0,0.0719957195565853,0,0,0,0,-3.46944695195361e-18,0,0,0,0.287469835905397,0,0,0,0,0,-0.214316798968874,0.148959894988825,-0.111265331195885,0,0,0.0697723117749457,0,0,0,0,0,0,0,0.251173528627139,0.0989871049670782,-0.033589452538096,0,0,0,-0.0990776901606433,0,0,0,0,0,0.00679380508548661,0
X601998.CH.EQUITY,0,0,0,0,0.0395921500568934,0,0,0,0,0,0,0.0720669476110112,0.222845806164401,0,0,0,0,0.14363027392099,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688074943304012,0,0.0677028067647242,0,0.143497618490593,0,0.259168526196968,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107419889163913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502275655816199,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0.0259657110501287,0,0.350070502038945,0,0,0,0,0,0,0,0,0,0,0,0.0783807262731091,0,0,0,0,0,-0.24271472757429,0,0,0,0,0.0178420463659578,0,0,0.0199800432175231,0.0511210622328411,0,0,0,0.135109170257014,0.390668195322153,0.00961446399543875,0.0104297447072137,0,0,0,0,0,0,0,-0.0127047266417075,0
X1109.HK.EQUITY,0,0,0,0,0.0612716330130228,0,3.46944695195361e-18,0,0.101409177698254,0,0,0.027015263099635,0,0,0,0,0,0,0,0,0.414693958062597,0,0,0,0,0,0,0,0,0.0901232912224485,0,0,0,0.168800880740614,0,0,0,0.135067186642015,0,0,0,0,0,0,0,0.181940308304093,-0.124377186259491,0,0,-0.0917620472635049,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0070680369039427,0,0,0,0,0.12647285871474,0.198259437245271,0,0,0,0,0.0917878087993193,0,0,0,-0.0102140961080998,0.0316568052689629,0,0,0,0.13203225121367,0,0,0,0,0,0,0,0,0,0,0,-0.270761123208323,0,0,0,0,0,0.0703963431930888,0.235881624088298,0,0
X601818.CH.EQUITY,0,0,0,0.364346949663379,0,0.0210747759123293,0.345162764206243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143028204734475,0,0,0.200939390916991,0,0,0,0,0.0613293182457055,0,0,0.196908770160882,0,0,1.38777878078145e-17,0,0,0,-0.147764480013521,0,0,0.0630465135012342
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0709788901099805,0,0,0,0.181135836010209,0,0.295439399486168,0,0,0,0.074548386952866,0.0909269067729115,0,0,0,0.200419453333944,0,-0.0417978184631656,0,0,0.0081934961035259,0.150404675941609,0,0,0,0,0,0,0.00978826062485377,0,0.0201204651154341,0,0,0,0,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0,0.116504213406815,0,-0.168405147791263,0.0468804315854392,0,0,0,0,0,0,0,0.24250743234889,0,0.0789035843227492,0,0.251847915205947,0,0,0,0,0,0,0.0834261198193912,0,0,0,0,0,0,0,0,0,-0.023175965105881,0,0.0360721185829417,0,-0.134075160802964,0.357584754491342,0,0,0,0,0,0,0.0830505173976152,0,0,0
X12.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285435295504296,0,0,0,0,0,0.0235068223308647,0.028007143709592,0,0,0,0,0,0,0,0,0,0,0,0.288961705235533,0.208729573703525,0,0,0,0,0,0,0,0,-0.144656078020193
X600048.CH.EQUITY,0,0,0,0,0,0,0.0708545863833866,-0.225798821821746,0,0,0,0,0,0,0,0.106813128514368,0.230537140131707,0,0,0,0,-0.0894156221157643,0,0,0,0,0,-0.0578567360906362,0.246037153709334,0,0,0,0,0.426857738784881,0,0,0.151299420000702,0,0,0,0,0,0,0,0,0,0,0,-0.127761699603191,0,0
X601688.CH.EQUITY,0.00953110750817223,0,0,-0.170685519188187,0,0,0,0,0,0,0,0,0,0,-0.0856276823708325,0,0.088576218077482,0,0,0,0,0,0,0,0,0,0,-0.016992718567071,0,0.0480031620419567,0,0,0,0.0515294114978758,0,0.528383626918625,0,0,0,0,0.0991790671318021,0,0.0551323744000671,0,0.053351804897574,0,-0.0425992423267457,0,0.277372330567907,0,-0.0955274201956453
X001979.CH.EQUITY,-0.248024796155592,0,-0.147158837096125,0,0,-0.0636934539992549,0,0,0,0,0,0,0,-0.186436999786505,0,0,0,-0.242671649465828,0,0,0,0,0,0,0.169722285023815,0,0,0,0.074844410879184,0,0,0.25279661275532,0,0,0,0,0,0,0,0,0,0.161011223586416,0,0,0.329733028603395,0,0,0.305514681973989,0,0,0.0581983145332463
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.12725937132938,0,0,0,0,0,0.0101087983353315,0,0,0,0,0,0,0,0,0.0129882278064572,0,0,0,0,0,0,0,0.134144283855419,0,0.138072501834668,0.0401796299747801,0,0,0,0.14229506275017,0,0,0,0,0.351762817079839,0,0.0507859609833407,0
X600837.CH.EQUITY,0.0253878195253383,0,0,0,0,0,0,0,0.212008615124349,0,0,0,0,0,0,0,0,-0.00943145622825776,0,0.10548891791798,0,0,0,0,0,0.0315690515524305,0,0,0,-0.0534799104148563,0,0,0.0266232554095888,0,0,0,0,0.164749436988237,0,0,0,0,0,0,0,0.0420081000012686,0,0,0.344146871527481,0,0
X601336.CH.EQUITY,0,0,-0.0857590889825109,0,0,0,0.0798641665515814,-0.0293257666274731,0.037378622577852,0,0,0,0.356465691381448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919843050801165,0,0,0,0.25364251663393,0,0.0414818791473206,0.266845908511168,0,0,0,0,0.0996824949252799,0,0.00834192858950983,0,0,0,0,0.187107965335509,0,0,0,0
