,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0567148305017879,0,0.138735858702253,0.17638771620984,0,0.351766850369248,0,0,0,0,0.000602940733112512,0.131827886434893,0,0,0,0,0,0,0,0,0,0.0118791074190718,0,0,0,0,0.104029459042283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.207656778853757,0,0,0,0,0,0,0,0.224197616914051,0,0,0,-3.46944695195361e-18,0,0.0719896410669298,0.144752224530838,0,0,0,0.210530612360493,0,0,0,0,0,0,0,0,0,0.0753590016767718,-0.059894900085817,0,0,0,0,0,0.0658300800793861,0,0,0,0,0,0,0,0,0,0,0.0749612635006317,0,0,0,-0.0072478902733775
X601939.CH.EQUITY,0.263706324623379,0,0,0,0,0,0,0,0,0,0,0,0.425687724365441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19183768481646,0,0.106013175485535,0,0.0065590313956319,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0
X601288.CH.EQUITY,0.342770251512385,0,0.0423126432814962,0,0,0.467262440769805,0,0,0,0,0,0,0,0,0.0359526490207336,0,0,0,0,-0.0109458106298312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112840559865513,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.198279659851517,0,0.0394665240885219,0,0,0,0.310685549126923,0,0,0,0,0,0,0,0.0201420295549666,0.648270107254414,0,0,0,0.0515017999687519,0,0,0,0,0,0,0,0.0921957579012388,0,0,0.0205379289463174,0,0,0,-0.204440355105355,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.136940654457516,0,0,0.0492255549822472,0,0,0,0,0.200908556661033,0,0,0,0.143653016342054,0,0,0,0,0,0.0210343738410385,0,0.168430312101224,0,0,1.38777878078145e-17,0.027778786627424,0,0,0,0,0.0495360968086158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186369459104613,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.16414257239406,0,0,0,0,0,0,0,0.325236256433443,0.0252092201299695,0,0,0,0,0.193608551912384,0.291247248662663,0,0,0,0,0,0,0.247977487639882,0,0,0,0,0,0,0,0.0275094726646975,0,0,0,0,0,0,0,0,0,0,0,0.0906791869220638,0,0,0.0104859479011801
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.192350147584222,0,0,0,0,0,0,0.195036743439532,0,0,0,0,0,0,0,0,0,0.0785936229091519,0,0,0,0,0,0,0.222609685873118,0,-0.194966743645276,0.153901375522554,0,0,0,-0.00741082087350202,0,0,0.830894204002353,0,0,0,0,0,0.337013380802172,0,-0.317317896803411,-0.245523461108528,0,0
