,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.445529022333413,0,0,0.0124371612556836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232401181660314,0,0,0,0,0,0,0,0,0,0,0.183675370921738,0,0.0456490726371487,-0.0135012708699366,0
X601318.CH.EQUITY,0,0,0,0,0,0.000501942146457945,0,0,0.148592883382226,0,0.0550369953959877,0,0,0.0789111825054609,0,0,0,0,0.231703431380815,0,0.189950928019393,0,0.0201850812778514,0,0,0,0,0.105860819434588,0,0,0,0,0,0,0,0,0.0233363998276366,0.0423547879129344,0,0,0,0,0,0.0222932463778499,0,0,0,0,0,0,0,0.0767521367578611
X601939.CH.EQUITY,0,0,0,0.207451039069577,0,0,0,0,0,-0.0252744694054235,0.0498265961837496,0,0,0,0,0,0,0,0,0.0340325917415257,0,0.768603997355532,-0.269667528249535,0.047185855413981,0.0588718624985535,0,0,0.101142970152061,-0.187866031100789,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953963437927393,0,-0.0246557114021032,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.113373455293205,0,0.0752974147304487,0,0,0.087574452524956,0.407065179399283,0,0,0,0,0,0,0,0,0.048836776068556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212364935858819,0,0,0,0,0,0,0.118604821029015,0
X600036.CH.EQUITY,0,0.182327951787251,0,0,0,0.0679773278739979,0.0914057771434775,0,0,0,0,0,0,0.207671651677803,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0287951458580002,0.317011656387422,0,0,0,0,0,0.0863635682275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179509063764979
X601628.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0386491460549867,0,0,0,0,0,0,0,0.161555954053619,0,0,0,0,0.122143998446672,0,0,-0.0614677244490294,0,0,0,0,0,0,0.187541820389169,0,0.0553098180865505,0,0.539884564231776,0,0,0,-0.048531055803173,0,0.105098032433807,0,0,0,0,0,0,0,0,0.0780859005718097
X601988.CH.EQUITY,0.0983471583871711,0,0,0.193021116702926,0.294802043890256,0,0,0,0,0,0,0,0,0.0141953841000736,0,0,0,0,0,0.0163670154958385,0,0,0,0,0,0,0,0.141556770202462,0.111342729110192,0,0,0.0288736466329254,0,0,0,0,0,0.126167089099551,0,0,1.0842021724855e-19,-0.194121155003696,0,0,0,0,0,0,0,0.264675277317536,0,0
X1299.HK.EQUITY,0,0,0,-0.0455046705183353,0,0,0,0,0,0.139293728500916,0,0,0,-0.169788203463397,0,0,0,0,0,0,0,0,0,0,0,0,0.23966816141113,0,0.0187663825222735,0,0,0,0,0,0,0,0,0,0,0.0979771021668642,0.128379696292703,0.062506078535787,0,0.0745617742255994,0,0.0265151163024702,0.171552657171959,0,0.139060101073179,0,0,0
X5.HK.EQUITY,0,0.0170379585694585,0,0,0,0,0,0,0,0,0,0,0,0,0.0967153528964287,0,0,0,0,0,0,0,0.0557126500016233,0,0,0,0.122718065801421,0,0.618146711898436,0,0.03368087141289,0.135979114714527,0,0,-5.42101086242752e-20,0,0,3.46944695195361e-18,0,0,-0.111756226306596,0.0919837621099131,0.189392033462596,0,0,0,0.106757757372021,0,0.182347323551802,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0566130195616016,0,0,0,0,0,0.00811951833584519,0,0,0,0,0,-0.160542887281179,0,0,0.446521900091952,0,0.130238596870392,0,0,0,0.247839647297041,0,0,0.18122634393335,0.197129671474274,0,0,0,0,0.230910449890085,0,0,0,0,0.0144349475059375,0,-0.379841232908202,0,-3.46944695195361e-18,0,0,0,0.0530843344229818,0
X601658.CH.Equity,0.12362241286927,0,0.136395191270658,0,0,0,0.0660704037024708,0,0,0,0,0.0638344298266219,0,0,0,0,0,0,0.437426127485935,0,0,0,0,0,0.0189320411274694,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0391814148075771,0,0,-0.136718553314201,0,-0.057650725127959,0,0,0.00173866719441481,0,0.0924838390031145,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0639186783608451,0,0.0834052507112375,0,0,0.192580145379043,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614927774554179,0,0.210105560283269,0,0,0.0496958510091186,0,0.111730202125561,0,0,0,0,0,0,0,0.00972147614240073,0,0.182625535729982,6.93889390390723e-18,0,0,0,0.0841419581591089,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548836029699542,0,0,-0.115459296680986,0.220326104273533,0,0.183196978654439,0,0,0,0,-0.0391144174966229,0,0,0,0,0,0,0.00347283694920235,0.0546749007500339,-2.16840434497101e-19,-0.00420433558715649,0.0894207757147211,0,0,0,0.0453053686001204,0,0,0,-0.00141116139295898,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.550225646858908,0,0,0,0,0.0266869676319118,0,0,0,0,0,0.0758852868053925,0,0,0,0,0,0,0,0,0,0.207661539735989,0,-0.260653821495011,0.0805508099344395,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0557159262158505,0,0
X000002.CH.EQUITY,0,0,0,0,0.0355290706914153,-0.243923934017705,0,0,0.300644980338311,0,0,0.129884711687311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560695187047578,0,0,0,0,0,0,0,-0.068441924408065,0,0,0,0,0,-0.0812936245398028,0.286965082037686,0,0,0,-1.38777878078145e-17,0,0,0,0,0.084866984071956
