,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0455952335099252,0.56534493674473,0.0385735188039271,0,0,0.111683228213005,0,0,0,1.73472347597681e-18,0,0.163294503565853,0,-0.0371823838617115,0,0.0901397543104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249816658368954,0,0,0,-0.0327154331258359,0,0,0,0,0,0,0,0.00128758176805973,0,0,0,0,0,0,0,0.0786877144563504
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0400031714719994,0.318047885985751,0,0,0,0,0,0,0,0.288867664599425,0,0.0787994864726766,0,0.0654922530116646,0,0,0,0,0.119113050806561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462898031331089,0,0.00990444468368278,0,0,0,0.0348535796794826,0,0,-2.71050543121376e-20,0,0
X601939.CH.EQUITY,0.104708360498328,0,0,0.518180217195045,0,0.0764781957508824,0,0,0,0.0349594354606505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062501171234123,0,0,0,0,0.107318675987741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219026670096727,0,0.00788502330803394,0.0181463175338446
X601288.CH.EQUITY,0,0,0.222986037107942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214303602293182,0,0,0.149396764957435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237541083876027,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0638317894536438,0,0,0.225714936567308,0,0.238350869203865,0,0,0,0,0,0.157475518281824,0,0,-0.0207906236309221,0,0.204103315764232,0,-0.278434073289563,0,0,0,0,0.0352313378465287,0,0,-0.0548504486004737,0,0,-0.021802922393105,0,0.180891121655565,0,0,0,0,0,0.168205045948057,0,0,0,0,0,0,0,0.177784053983866,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.215029898009399,0,0,0.233530428837539,0.0999622627820043,0.251810456311536,0,0.0917301558404154,0,0,0,0,0,0,0,0,0,0,0,0,0.023728972415994,0,0,0,0,-0.144554943481638,0,0,0,0,0,0,0,0,0,0,0,0.168031608772122,0,0,0,0,0,-0.104507569256328,0,0.0290565068401097,0.0888107617084756
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427922959956291,0,0,0,0,0.0543112295597483,-0.0255033761489528,0,0,0,0,0,0.780237889942136,0,0,-4.33680868994202e-19,0,0,0.160182990974619,0,0,0,0,0,0,0,0,0,0,0,0.0973059549313327,-0.0844460765079597,0.0762102586960349,0,-0.00454649570016643,0.0533895786326663,0,0,0.0671222186311825
X1299.HK.EQUITY,0,0,0,0,0.275979742119252,0,0,0,0,0,0,0,0.0514464477558172,0,0,0,0,0.0839044907722353,0,0,0,0,0,0,0,0,0.072771511054019,0,0.225978640506613,0,0,0.266975380525685,0,0.00992799884269852,0,0,0,0,0,0,0,0,0,0,-0.0729930277967978,0.0220919317826207,0,0,0,0,0
X601628.CH.EQUITY,0,0.0902272788990242,0,0.0946991634789548,0,0,0,0,0,0,0,0,0,0,0,0,0.0803442746988919,0,0,0,0,0,0,0,0.153330465337822,0,0,0,0,0,0,0,0,0,0,0,0.10496449994234,0.33853459370205,0,0,0.0760103763559629,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.164006315884964,0,0.245882236666186,0.054861088108607,0,0,0,0,0,0,0,0,0,0.390104491161322,0,0,0,0,0,0,0,0.0627263190496816,0.0163132098837412,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0106475842855895,4.33680868994202e-19,0,0.200346429923997,0,0,0,0,0.0478354299506149,0,0,0
