,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.241181951560763,0,0,0.318912994996043,0,0,0,0,0,0.24448384567454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107316501170575,-0.189694165538213,0,0,0,0,0.0434229814733301,0,0,0,0,0.0179309557260322,0,0,-0.165372761544466,0,-0.0208775514703984,-0.0360239630254766,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.149144382869287,0,0.00812846156529257,0,0.00469102616548439,0,0,0.172294283787862,0,0.0474699880790019,0,0,0,0,0,0,0,0.0583978035573061,0,0,0,0,0.0629254836625457,0,0,0,0,0,0,0,0,0,0,0.554006576503656,0,0,0.0352844885985496,-0.0758638550602329,0,0,0,-0.0300757999974247,0,0,-0.0385076827419521
X601939.CH.EQUITY,0.197877415749263,0,0,0,0,0,0,0,0,0.028615691984175,0,0,0,0,0,0,0,0,0,0.0719867644591127,0,0,0,0,0.0207794306039529,0,0,0,0,0,0,0,0,0,0.0414777067987368,0.353573216624403,0,0,0,0,0.0319681820676568,0,0,0,0.07476408928002,0,0,0,8.67361737988404e-19,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.249996256842333,0,0,0,0,0.00939257198561409,0,0.0378282399267394,0,0,0,0,0,0,0,0.0766530694513087,0,0,0,0,0.211480274465248,0,0,0,0,0,0,0,-0.0474033519121738,0,0,0,0.0790996053797499,0,0.312525104913039,0,0.0669054588029973,0,0,0,0,0,-4.33680868994202e-19,0,0,0
X5.HK.EQUITY,-0.0537520280812407,-0.112802826837353,0,0,0,0,0,0,0,0.0582455571668545,0,0,0,0,0,0.273100136007421,0,0.337703358781395,0,0.162139685377813,0,0,0,0,0.323064066181676,0,-0.0627434092915563,0,-0.201995845093113,0,0,0,0,-0.150576263324346,0,0,0,0,0,0,0.0694528612894024,0,0.264159104189432,-0.135868742293583,0,0,0,-0.169399093752052,0,0.0288005992599925,0
X601988.CH.EQUITY,0.178281975729941,0,0,0.408032782002552,0,0,0,0,0,0.111647980091437,0,0,0.157503575671188,0,0,0,0,0,0.0305611277852123,0,0,0,0,0,0,0,0,0.015413686001439,0.0213161715947711,0,0,0,0,0,0,0.126355858947478,0,0,0,0,0,0,0,0,0,0,0,-0.00653130870663098,0,0,0.137633257663808
X600036.CH.EQUITY,0,0.660668511234386,0.0291116478537569,0,0,0,0,0,-0.0360728396879626,0,0,0,-0.132732875718587,0,0,0,0,0,0.177602832594162,0,0,0,0,0,0,0,0,0,0.0666729957839901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24801133483014,0,0,0.0232751907875315,0,0,-0.104920802206893,0,0.190201974771104
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136959286950181,0,0,0,0.369103327013492,0.103678644775264,0,0.202868871396975,0,0,0,0.0310074760379437,0,0.219125547449503,0,0,0,0,0,0,0,0,0.0523603020311526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102606354881517
X601628.CH.EQUITY,0,0.160896478917401,0,0,0,0,0,0,0,0,0,0,0.00327484354400473,0,0.274386505311352,0,0,0,0,0,0.00729773329691672,0,0,0.163264317619431,0,0,0,0,-0.0518108030517947,0,0,0,0,0,0,0,0,0.140087700272606,0,0.0989511325442908,0,0,0,0,0,0,0,0,0.109219926204995,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.325666809406693,0.245948071868236,0,0.0173176264167649,0,0,0,0,0,0.323915945553688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242399583276246,0,0,-0.0207014920574996,0,0.335046821023395,0,0,0,0,-0.139319777741223,0,-0.0916442133104009,0,0,0,0,0,0,0,-0.0441618237244598
