,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.079743975227528,0,0,0,0,0,0.0411255994321744,0,0,0,0,-0.372983382071705,0,0,0,0,0,0,0,0,0,-0.113505149076183,0,0,0,-0.329061864312947,0.0993051708273218,0,0.743405060832569,-0.0608678670455045,0.364111416205355,0,0,0,0,0,0,-0.0273948656699934,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.165990960173787,0,0,0,0,0,0,0.0636331146386704,0,0,0,0,0,0,0,0,0,0,0.145114275304454,0,0,0,0,0.0652060504255004,0,0,0,0,0,0,0,0.450442036398498,0,0,-0.049912887114351,0,0.0831894060407041,0,0,-0.0211544154147225,0,0,0,0,-0.0610139672647423
X601939.CH.EQUITY,0.29244775682267,0,0,0,0.0494187311198673,0.0454864873775163,0,0,0,0.0296125260727311,0,0,0,0,0,0,0,0,0,0,0,0,0.078499412693903,0,0,0,0,0,0.236282181047028,0,-0.023402087886042,0,0.0816476708537314,0,0,0,-0.148567834016063,0,0.404440587505302,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.113740679390991
X601288.CH.EQUITY,0,0,0,0,0,0.0262681207047866,-0.0281694660636983,-0.184587965199235,0,0.0282446782974396,0.520422968465123,0.216682685715387,0,0,0,0,0.174966849213375,0,0,0,-8.05847167655279e-05,0,0,0,0,0,-0.120114004613579,0,0,0,-0.56500959290344,0,0,0,0,0,0,0,0,-0.0178150174141898,0,0.342756230443253,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.17720607129352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253827885804482,0.0312362523623912,0,0,0.204614307091963,0.12101779692463,0,0,0.473214324647879,0,0.00126408768492962,0,0,0,0,-0.231837686673481,0,0,0,0,-0.000210801370097552,0,0,0,0,0,-0.127498223594163,0,0.190435069231827,0,0,-0.0684032092261078,0,0,-0.136124122566575,0,0
X601988.CH.EQUITY,0.186639605634879,0,-1.0842021724855e-19,0.57259134883351,0.032435250223378,0,0,0,0,0,0.12602402829218,0,0.00831344761694248,0,0,0,0,0,0,0,0,0,0.000399530640597088,0,0,0,0,0.120885138133233,0,0,0,0,0,0,0,0,0,0,0.21067497158408,0,0,0,0,0,0,0,0,0,0,0,0.0906015594159597
X600036.CH.EQUITY,0,0.64148126090411,0,0,0,0,0,0,-0.204442502885182,0.597796280102436,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0872350459762291,0.0143606684995485,0,0,-0.0438863260938211,0,0,0,0.0478803521170355,0,0.108746583018342,0,0,0,0,0,0,-0.076471604554876,0,-0.124710790417864,0,0,0.00425883127874014,0.166487942076572,0,0,0,0,0.0042310072542231,0,0,0
X1299.HK.EQUITY,0,0.0437865849369809,0.00580553687710145,0,0.0761230330326482,0,0,0,0,0,-0.0617777320033533,0,-0.0257161781619545,0.138079617649392,0,0,0.249743040940786,0,0,0.0545219358666652,0,0,0,0.0863910587027198,0,0,0,0,0,0,0,0,0.218094517458752,0,0,0,0,0,0,-0.0988021030335584,0,0,0,0,0,0,0.169492892807905,0.0588912248047577,0.0285131481185966,0,0
X601628.CH.EQUITY,0,0.0161226755335605,0,0.0122227024277077,0,0,0,0,0,0,0,0,0,0.277538273266689,0,0,0,0,0,0,0.00190154694576876,0,0,0.0787192371883868,0,0,0,0,0,-0.0119013603626799,0,0,0,0,0,0,0,0.285667237848351,0,0,0,0,0,0,0,0,0.110438865849214,0,0,0,-0.0552811328736354
X601328.CH.EQUITY,0,0,0.028665772968003,0,0,0,0.187903287223134,0,0,0,0,0,0.272444418325125,0,0,0,-1.73472347597681e-18,0,0,0,0.25785492728458,0,0,0,0,0.1534273036732,0,0,0,0,0,-0.190757938642812,0,0,0,0,0,0,0,0,0,0,0,0,0.0905662144548855,0,0,0,0,0,-0.253723863295726
X601166.CH.EQUITY,0,0,0,0.254136725269211,0,0.108351607247735,0,0,0,0,0,0,3.46944695195361e-18,0.43607539972944,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0763764235597429,0,0,0,0,0,0,0,0,0,0,0.160933966416708,0,0,0,0,0,0,0,0,0,0,0,-0.0912559070994404
X601319.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192299407918512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140544455138846,0,0.277395411888642,0,0,0,0.0321754441571009,0,0,0,-0.124181571801947,0
X600000.CH.EQUITY,0,0,0,0.00501247511482461,0,0.0860384808094889,0.371634668821406,0,0,0.19445238489811,0,0,0,0.498685189553342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107886226221142,0,0.0322766346688486,0,0,0,0,0,-0.315026383104614,0,0,0,0,0,0.138716498546971,0,0,0.0394578713893964,0,0,0,0.0433870338831836
