,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.363148125929959,0,0,0.0971329339872084,0,0.314047811167301,0,5.55111512312578e-17,0.106711906795984,0,0,0,0,0,0.0904297292708802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152460824770559,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0
X601939.CH.EQUITY,0.421361128784078,0,0,0.0415266825239491,0,0,0,-0.113955630390831,0,0.0468783765996426,-1.38777878078145e-17,0,0.431414036384454,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0487531576114922,0,0,0,0,0,0,0,0,0.0481080631481165,0,0,0,0,0,0,0,0,0,0,0.0270832441394266,0,0,0.0392635640370719,0,0
X601318.CH.EQUITY,0,0,0,0.0482030706682916,0,0,0,0,0,0,0,0.366296129604997,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0150537296777936,0,0,0,3.30348004132976e-05,0,0,0,0,0,0,0,0,0,0,0,0.0791230575275648,0,0.0607991820564004,0.170572387826035,0,0,0,0,0,0.152529328036066,0,0,0,0,0,0
X601288.CH.EQUITY,0.415456380994518,0,0,0,0.400653950148939,0,0,0,0,0,0.0655565983478043,0,0,0,0,0.0697636558856772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340486520699382,0,0,0,0,0,-0.0145376601146035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.277449354668327,0,0,0,0,0,0.00163601572914746,0,0,0,0,0,0,0,0.136269032609206,0,0.135313095862725,0,0,0,0,0,0,0,0,0.00148362292040463,0,0.066235131300128,0,0.0119107833174412,0,0,0,0.0468194956412387,0,0,0,0,0,0,0,0.165853706386649,0,0.149469966339179,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.312476061222209,0,0,0,0,0,0,0,0,0,0,0,0.0205975199756899,0,0.0649533929177718,0,0.147579127832812,0.133761321577087,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.379489495574272,0,0,0,0,0,0,0,0,0.120278224588741,-0.0512428405561347
X600036.CH.EQUITY,0,0,0.0284392086503994,0,0,0.0493971890388913,0,0,0,0,0,0.333139097270635,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0250573895682046,0,0,0.0897878362019839,0,0.00155906909198993,0,0,0,0,0.132536331357317,0,0,0,0,0,0,0.0718292843377208,0,0,0,0,0,0,0,0,0.275816144149298,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0251747840467435,0.0607637352755707,0,-1.73472347597681e-18,0,0,0,0,0,0,0.2803321738294,0,0,0,0,0,0.149278824665607,0,0.0570053268470459,0,0,0,0.136487805513345,0,0,0,0,0,0,0,0,0.204405218561257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.113546998371195,0,0,0,0,0,0,0,0,0,0,0.0281655204049634,-4.33680868994202e-19,0,0,0,0,0.195204810993861,0,0,0.0384972176139024,-3.46944695195361e-18,0.235795316837435,0,0,0,0,0,0,0,0.059220205575561,0,0,0,0,0,0,0,0,0.131956241751748,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0224633002262736,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110736744741406,0,0,0,0,0,0,0,0.0461965764656569,0,0,0,0,0,0,0.430523655226724,0,0,0.200233612577278,0,0,0,0,0,0,0.0594752877346389,-0.394417512014514,0,0,0,0,0.737813815943687,0,0,0,-0.0208881261934607,0
X601328.CH.EQUITY,0,0,0,0.26158733443751,0,0,0,0,0,-0.0319341721744245,0,0,0.236924401738229,0,0,0,0,0,0,0.346807258869775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096237194887274,0,0,0.0801837886299397,0,0,0,0.0353340364824499,0,0,0,-6.93889390390723e-18,0,0,0,0.0152362671305768,0,-0.0168098312182004
