,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0927050747940302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0815307438444734,0,0.0232369513578068,0.51977818262637,0.572044466253701,0,0.179209484200669,0,-0.199975254775396,-0.173336049150776,0,0,0,0,-0.106872007642194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.23728213916553,0,0,0,-0.0844525428251991,0,0,0,0,0,0,0,0.0245454392574978,0,0,0,0,0,0,0,0,0,0,0,0.0695629249215996,0.180823365471411,0.0288201175645759,0,0,0,0.221517637742173,0,0.136060727145112,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0329530020957222
X601939.CH.EQUITY,0,0.00586111095049056,0,0.814253797540983,0,0,0,0,0,0.000204334548172347,0,0,-0.0315902123565115,0,0,0,0.0783709693982777,0.106259847118301,0,0,0,0,0,0,0,0.00630344680799673,0,0,0,0,0.0436609287887154,0,0,0,0,0,0,0.0450149205631497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.910638335653454,0,-0.0893316135850462,0,0,0,0,0,0,0,0,0,0,0.0313875964399812,0,0,0.122438915870111,0,0,0,0,0,0,0.0446132538933346,0,0.0299257703208166,0,0,0,0,0,0,0,0.0186190355034665,0,0,0,-0.0257381256008984,0,-0.0787110756998934,0,0,0,0.00655185384874431,0,0,0,0,-0.0534901138625706,0
X601628.CH.EQUITY,0.0106578655782729,0,0,0,0,0,0,0,0,0.311545066547594,0,0.214610401135339,0,0,0,0,0,0,0,0.0865192614958457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463935265441649,0,0,0,0,0,0,0,0,0.184827245139876,0,0,0,0,0.128175661323079
X600036.CH.EQUITY,0,0,0,0.333184780903872,0,0,0,0,0.0722739590273373,-1.73472347597681e-18,0,0,0,0,0,0,0.150003601541278,0.11465510883291,0,0,0,0,0,0,0,0,0.126064191115563,0,0,0,0.137883808861085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420460314205347,0,0,0,0.0155110039211184,0,0,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0.0152718650939529,-0.153516408844073,0.0606395206144106,0,0.0657580763117973,0,0,0,0,0,0,0,-9.2460359983996e-05,0,0,0,0,-0.0574012043265195,0,-0.0168335283994982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101924275808218,0,0,0,0,0,0,0,1.05299666200763,0.0127245604685759,0
X1299.HK.EQUITY,0,0,0,0,0.0322677135475779,0,0,0,0,0.169159134351346,0,0,0.0855409916366131,0,0,0,0,0,0,0,0,0,0.206813830620236,0,-0.160711519505374,0.0897532829762057,0,0.021924258458577,0,0.282013611676732,0,0.187335210741816,0,0,0,0,0,0,0,0,0.0597251750091257,0,0,0,-0.0489092225572958,0,0.16108344596661,0,0.0878342834681403,0,0,0.0545666894002081
X5.HK.EQUITY,0,0,0,0,-0.0211919524570015,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194206060956178,0,0,0,0.0337214551005682,0,0,0.224084950856205,0,0.485583914854748,0,0,0,0,0,0,0,0,0,-0.0556898070829294,0.0488828374653326,0,0,0,0,0.00628529492088464,0.060224714363418,0,-0.167937427972738,0,0.0532492506495534,0,0.125131480825952,0
X388.HK.EQUITY,0,0,0,0,0.275448719211316,0,0,0,0.0775334931788026,0,0,0,0,0,0,0,0,-0.23303541750232,0,0,0,0,0.462050037125574,0,0,0,0.00741135205774306,0,0.179315832410362,0.0890643652435895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113564784193535,0.13858922287753,0,0,-0.0805144412512048,0,0,0.109603172415506
