,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.438452876424142,0,0,0,0,0,0,0,0,0,-0.0081456535934284,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230528952890218,0,0,0,0,0,0.0259805881548208,0,0,0,0.201731441294138,0,0,0,0,0,0,0,0,0,0.0519600217080383,0.251001153152386,0.0427909421898622,-0.0292609154327185,0
X601318.CH.EQUITY,0,0,0,0.0284263123726816,0,0,0,0.0603559619988408,0.109560910616129,0,0,0,0,0.0543790758900218,0,0,0,0,0.260146795521508,0,0.215281315563523,0,0,0.0242294699460228,0,0.138832562059295,0,0.083947295447081,0,0,0,0,0,0.0261585357777905,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106691973394984
X601939.CH.EQUITY,0,0,0,0,0.395842810587086,0,0,0.0883585595627862,0,0,-0.0904614575653317,0,0,0,0.0127070376818027,0,0,0,0,0.018152774936315,0,0,0,-0.157705647619059,0.359754313056431,-0.0857154312823572,0.16679543842277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154511310900765
X600036.CH.EQUITY,0,0.188933156308418,0,0,0,0.0716297793367004,0,0.0934130084455884,0,0,0,0,0,0.216942620619161,0,0,0,0,0,0,0,0.0322817249754588,0,0,0,0,0,0,0.333292271017937,0.108351009213054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191005029803262
X601288.CH.EQUITY,0.252739745566604,0,0.101798813774126,0,0,0,-0.0547096649532154,0.172527500767601,0.106671926941495,0,0,-0.0622264017707919,0,0,-0.0234349856626641,0.207392012053351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282304223132051,0,0,0,0,0,0,0,0,0.226969124913349,0,0,0,0,0.0670455420274279,0
X601628.CH.EQUITY,0.105788837922061,0,0,0,0,0,0,0,0,0,0.0110844511258486,0,0,0,0,-0.0459048020619183,0.198035465091029,0,0,0,0,0,0,-0.0544981064997325,0,0.0434961399072969,0,0,-0.107335734239107,0,0,0.0269871251437712,0.203013717102603,0,0,0.0833828534415851,0,0.556552856202768,0,-0.041529578913527,0,0.0761411835176854,0.0123863327230287,0,0,0,0,0,0,0,0,0.0212310167441192
X1299.HK.EQUITY,0,0,-0.144813300008364,0,0,0.0183811604693832,0,0,0,0,0.173165647270304,0,0,-0.0492772651698136,-0.0214737084369018,0,0,0.0319959609555216,0,0,0,0,0.0455306077458421,0.0806720561218975,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0.1928517370701,0.165932402085808,0,0,0.116002790143633,0.186989040139104,0,0,0,0.092515476464833,0,0,0.0677340603431113,0
X601988.CH.EQUITY,0.0711718564792471,0.104870352151272,0.0579561579844211,0.322503391559025,0.0942229627218924,0,0,0,0,0,0,0,0,0,0,0.158471826593541,0,0,0,0,0,-0.0190381937919255,0,0,0,0,0,0.0705151944069259,0,0.0699944964907471,0,0,-0.129696297552474,0.232040791786233,0,0,0,0,-0.0812591378584766,0,0,0,0,0,0,0,0,0,0,0,-0.0501691619673396,0
X5.HK.EQUITY,0,0.1126955392115,0,0,0,0,0,0,0,0,0,0,0,0,0.00436387189106199,0,0,0,0,0.111254288382443,0,0,0.152689560045106,0.0379098817209151,0,0,0.028170757829464,0,0,0,0,0,0,0,0,0,0,0,0.283172276627636,0,-0.0501653235097926,0.261554678325087,0.184809609255669,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.10826160103087,0,0,0,0,0.0920833383069803,0,0,0,0.0573159988862552,0,0.066573302092622,0,0.0157785513730338,0,0,0.309852587738413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988427699526423,0,0,0,0,-0.0966400802108789,0,0,0,0,0,-0.0575957484659082,-0.0731060319666498,0,0.113968303647803,0,0,0,0
