,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.0453968938358101,0,0.146410417128196,0,0,0,0,0,0.111595754043406,0,0.35183239067048,0,0,0,0,0,0,0,-0.0680576840464755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137811051441663,0,0,0,0.183380279529038,0,0,0,0,0,0,6.93889390390723e-18,1.73472347597681e-18,0.186221533259989,0,0.00895113960748882,0,0.104275118203487
X601318.CH.EQUITY,0,0,-0.090922364687917,0,0,0.0582097328697633,0,0,0.184223832688924,0,0.0576089524815738,0,0.1448051639211,-0.0170664618223715,0,0.250780402912904,0,0,0,0,0,0,0,0,0,0,0,-0.0714640071124422,0,0,-0.178212776324699,0,0,0,0.274397959019226,0,0,0,0.07630367318232,0.201834810407837,-0.236846804722182,0,0.188698347353744,0.197958529686313,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410664736420822,0,0,0,0.0257632423886247,0,0,0,0,0,0,0.093727907711432,0.0150178528867509,0,0.0914812687218264,-0.10758226509004,0,0,0,0,0,0,0,0.0936110843207742,0,0.087982898401468,0,0,0,0,0,0,0,0,0,0,0,0.0881912887728759,0,0,0.428274077491828,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.154916920142514,0,0.168473517386699,0,0,0.389257302706916,0,0,0,0,0,0,0,0,0,0,0.0869875277785716,0,0,0.0235618311733755,-0.0717466144236718,0.0321954727557117,0,0,0,-0.0787097619077253,0,0,0,0,0,0,0,0,-0.0894745715248634,0,0,0,0,0,0.210555809919525,0,0,0,0,0,0,0.126432288781417,0,0,0,-0.00910419414601277
X5.HK.EQUITY,0,-0.0160418188349105,0.0818493155023278,0.1882263617162,0,0.0413550121982294,0,0,0,0,0,0,0.0953045868365871,0,0,0,0,0,0,0,0,0.4329952772049,0,0,0,0,0,0,0,0,0.339014896814085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158895013292618,0,0.0579422909033472,0
X601988.CH.EQUITY,0.223845462874789,0.0857105070918127,0.0960848020440731,0,0,0,0,0,0.2167113988412,0,0,0.266300440522856,0,-0.0700519703240366,0,0,0,0,0,0,0,0.0289492345148863,0,0,0,0.0489379556191282,0,0,0,0,0,0,0,0.181386881465761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0458561982096397,-0.0656925549186716,0,0.225360301131341,0,-0.0657409040713357,0.02633266053882,0,0.301753043490524,0,0.230824519104574,0,0,0,0,0,0,0.0372221367852724,0,0,0,0,0,0,0,0.034634525630932,0,0.0489998365651282,0.0388659095957548,0,0.0892638881037318,0,0,0,0,0,0,0.0768498105478116,0,0,0,0,0,0,0.059235430778781,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0829912780452695,0,0,0,0.117669890577651,0,0,-0.120423847473167,0,0.0325872095017572,0.238257474822614,0,0,0,0,0.0170008621725077,0,0,0.0662941964948049,0.0609132009861036,0.0951229602389123,0,0,0,0,0,0.0196581089923497,0.2078012640886,0,0.0283330429954585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0350655954046335,0.286961060662875,0,0,0.0982521509945695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950092491258368,0,0,0,0,0.279772720004275,0,0,0.0153337846821311,-0.164379481502715,0,0,0,0,0,0,0,-0.167329132595109,0,0,0.0385313560785868,0.0323542763633687,0,0,0,0,0.120643328226518,0,0,0,0.0482002119476831
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.298527624580352,-0.648736816178188,0,0.1342125753342,0,0,0,-0.0822429145605506,0,0,0,0,0.581947287889677,0,0,0,0,0,0,0,0,0.130157415024518,0,0,0,0.391287447320867,-0.0690929076446747,0,0,-0.251966748795795,0,0,0,0,0,0.604613476604654,0,-0.293843914127596,0,-0.245739797824459,0,0.271891698518239
