,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.424543763962921,0.109261022265999,0.0815779877685115,0,0,0,0,0,0,0,0,0,0,0,0.104986168776967,0,0,0.0415100206892612,0,-0.043517619840594,0,0,0.0909288571928991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899775808690307,0.0209755977315425,0,0,0,0.00296569907074953,0,0.219857328716562,0.0125167705806805,-0.10139218431778,0
X601318.CH.EQUITY,0,0,0,0.0657088009394323,0,0,0,0,0.12296881709984,0,0,0.0870694597108895,0.108954840177346,0,0,0,0,0,0.113631860304103,0,0.265300695891122,0,0,0,0.0504102979866289,0,0,0,0.0969694294127847,0,0.0367960530761083,0,0,0,0,0,0.0191177077318009,0,0,0,0,0,0,0,0.0698568373612891,0,0,0,0,0,0,0.0991241744554516
X601939.CH.EQUITY,0.233144447528216,0,0,0,0.223002161688282,0,0,0,0,0,-0.0290494940184883,0.133088584513348,0,0.0547257394866769,0,0,0,0,0,0.136357702196355,0,0,0.184905420505496,0,0,0.237558491344389,0,-0.0201372952746066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342360786166663
X600036.CH.EQUITY,0,0.116307852099119,0,0,0,0.0797940382494724,0.0720371836866452,0.126764866727956,0,0,0,0,0.168083438834148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349521339083034,0,0,0,0.0770111949460923,0,0,0,0,0,0,0,0,0,0.123359016990349,0,0,0,0,0,0,0,0,0,0,0.0414675817782488
X601288.CH.EQUITY,0.102229072770033,0,0.0863551215745129,0,0,0.069992343456593,0,0.377794172030215,0,0,0,0,0,-0.0178327543855247,0,0.0648244894907424,0.0415936399208154,0,0,0,0,0,0,0,0.00497728693657138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188256132168203,0,0,0,0,0,0.114017374253304,0
X601628.CH.EQUITY,0.0622359907877064,0,0,0,0,0,0,0,0,0,0.01510773501753,0,0,0,0,0,0.192581530543883,0,0,0,0,0,0,0,0.0545853863607364,0,-0.109150519918546,-0.086010973560768,0,0,0.0512476680027539,0,0.212794339540916,0,0,0.578425350149873,0,0,0,0,-0.0347006848271155,0.147749958340829,0,0,0,0,0,0,0,-0.0485447839628346,0,0.0424710279704442
X1299.HK.EQUITY,0,0,0,0,-0.0136257499812885,0,0,0,0,0,0.0831726335576835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156011209864684,0,0.0686485599409561,0,0.320209221010441,0.248118176683686,0,0.166801953814995,0,0,0,0,0,0.309539764198554,0,0
X601988.CH.EQUITY,0,0.12124621785619,0.00712466150916273,0.31265051378716,0.244574538752271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269652943838752,0,0,0,0,0,0,0,0,0.0979475869241614,0.11847916444893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333974750580574,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.128291649804621,0,0,0,0,0,0.038579035063371,0,-0.00822544679006669,0,0,0,0,0,0,-0.0762139088001017,0,0,0,0,0,0,0.0784456169758286,0,0.0187641396372386,0,0.31245529810925,0,0,0,0,0,0,0,0,0.107220174594145,0,0.220450416752516,0,0,0.234447128306481,0.117005074516007,0,0,0,0,0.0168744513772472,0,0,0,0
X601166.CH.EQUITY,0,0,0.097263313593277,0.169665183879209,0,0,0,-0.0326524746238558,0,0,0,0.0897105116331273,0.0304231607692874,0.0141751037471033,0,0,0.0614730420997354,0,0,0,0,0,0,0,0,0,0.158758918866324,0,0,0.36163721894247,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462285405220143,0,0,0,0,-0.0340155225150778,0,0,0,0
