,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.413776976781947,0.106688344143934,0.0768781544250844,0,0,0,0,0,0,0,0,0,0,0,0.0919227163969974,0,0,-0.0377047953162998,0,0,0,0.0291489217094559,0,0.0790660101247787,0,0,0,0,0,0,0,0.0274183250875994,0,0,0,0,0,0.101414600857185,0.0379049034104101,0,0,0,0,0,0.21766644181638,0,-0.100862169931964,0
X601318.CH.EQUITY,0,0,0,0.0657382343418967,0,0,0,0,0.123643873725039,0,0.0851776173028644,-1.73472347597681e-18,0.108011594368549,0,0,0,0,0,0.109513276466124,0,0.265101942896617,0,0.050632443400999,0,0,0,0,0,0.09733044066974,0.0368190711067089,0,0,0,0,0.0192678718227616,0,0,0,0,0,0,0,0,0,0.0701055349670601,0,0,0,0,0,0,0.0998563631578569
X601939.CH.EQUITY,0.234894576800402,0,0,0,0.22374719885595,0,0,0,0,-0.0294131407992642,0.131495619985131,0,0,0,0.0541457089479274,0,0,0,0,0.138334005786476,0,0,0,0.182985163680774,0.238503628414151,0,-0.0204904208917254,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348317799469288
X600036.CH.EQUITY,0,0.127569196388141,0,0,0,0.0655648507235029,0.0433586560877433,0.136794125774209,0,0,0,0,0.164648817894627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332913696200141,0,0.0606189737075119,0,0,0,0,0,0,0,0,0,0,0.114990364682093,0,0,0,0,0,0,0,0,0,0,0.0376912805898087
X601288.CH.EQUITY,0.0980671846048267,0,0.16097903978288,0,0,0.0662245468313568,-0.008753825675959,0.399256009835919,0,0,0.00690357447880577,0,0,0,-0.0462626060697413,0.0424160682389612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144658492917253,0,0,0.185900494620449,0,0,0,0,0,0.120300741822344,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143214629536592,0,0,0,0,0,0.106859659393741,0,0,0,0,-0.0828181976657327,0,0.0296945088808326,0,0,0.213612051675495,0,0,0.0741592116173743,0.503491737722163,0,0,0,-0.0204911552243153,0.0730191075757637,0,0,0,0,0,0,0,0,0,0.0742791881645428
X1299.HK.EQUITY,0,0,0,0,-0.0746531909837432,0,0,4.33680868994202e-19,0,0.0710798398578966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213744115664393,0,0,0,0,0,0,0,0.0137995283143259,0,0,0,0.0266909067732073,0,0.33913240262269,0.282399057650983,0,0.217558373328024,0,0,0,0,0,0.305471421948235,0,0
X601988.CH.EQUITY,0,0,0.086235795005856,0.16868859824443,0.148332335657348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327575958879245,0.0268222068163148,0,0,0,0,0,0,0.261283939538389,0.119443936489984,0.165767691779182,0,0,0,-0.0462932223542007,0,0.0073436031922717,0,0,0,-0.0858515968948267,0,0,0,0,0,0.0469690838162854,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.13689884515811,0,0.0141890647452351,0,0,0,-0.23137798129358,0.0367732182800092,0,0,0,0,0,0,0.0248686587783426,0.194235226487423,0,0.085131973289327,0,0.373689109773334,0,0,0,0,0,0,0,0.0424844664677035,0,0,0,0.225198786529413,0,0,0.367641508773466,0.022948841351715,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0158992185302475,-0.165904319055819,0,0,0.170366229381752,0,0,0,0,0,0,0.162742899206628,0,0,0,0,0,-0.147310907842637,0,0,0.269603498072064,0,0,0,0,0,0,0.0291804283216884,0,-0.00137745639397778,0.15734843785714,0,0,0,0,0,0,0.311734722457795,0,0.0676513203689077,0,0,0,0,-0.258139443762302,0,0,0.163108153223453,0.090789425973991,0
