,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.393796378694776,0,0,0,6.93889390390723e-18,0,0,0.0363814779559865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279344400394371,0,0,0.0878514323068452,0,0,0,0.0177496777050656,0,-0.0901793684633766,0,0,0,0,0,0,0,0.260890640592206,0,0,0,0.0200081785926267,-0.150202226192076,0,0,-0.123436204945093
X601939.CH.EQUITY,0.100617185882827,0,0,0.335948902981035,0,0,0,0,0,0,0,0,0,0.171625110916439,-0.0465911292118408,0,0,0,0,0,0,0,0,0,-0.094464529429517,0.322485729328038,0,0,0,0,-0.0951929784889472,0,0,0,0,0,0,0,-0.0375884489326139,0,0,-0.0369632075534626,0,0,0,0,0,0.14597684356987,0,0.0603870749726331,-0.0209016510629407,0
X601318.CH.EQUITY,0,0,0,0,0.210763032473334,0.101777747966829,0,0,0.0494301441704433,0,0,0,0,0,0,0,0,0,0,0.0805106046201919,0,0,0,0.236759931434704,0,0,0.0358923747605534,0,0,0,0,0,0,0,0.0807643064584984,0,0,0,0,0.0479135544687695,0,0,0,0,0,0,0,0,0,0.10685731510158,0,0
X601288.CH.EQUITY,0,0.654523326671803,0,0,0,0,0,0,0,0,0,0,0.102148352786039,0,0,0,0,0,0,0,0.148558867605948,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0238507294505381,0,0,0.0268724539441729,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0188457748082611,0,0.426906678857351,0,0,0,0,0,0.297049036810995,0,0,0,0,0,0.35023887511397,0,0,0,0.0421152339394199,0.0889182984098113,0,-0.0368813177266526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.477401212460936,0,0,0.0570206038466803,0,0,0,0,0,0,0,0,0,0.288602572008092
X600036.CH.EQUITY,0,0.176821442301428,0,0,0,0,0,0,0.0325844470177637,0,0,0,0.0414038977256377,0,0,0,0,0,0.110966933251608,0,0,0,0,0.242879060436482,0,0,0,0,0,0,0,0,0,0.362913218528296,0,0,0,0,0,0,0.0763486897687649,0,0,0,0,0,0.0928552673088693,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.402649400102852,0,0,0,0,0,-0.0774926316646448,0,0,0,0,0,0,0,0,0,0.220249979596295,0.0488561441693675,0,0,0,0,0,0,0,0,0.0195963279144337,0,0,0,0,0,0,0,0,0.0180224454872202,0,0,0,0,0,0,0,0,0,0.204756307328431,0.0896362437207902
X601658.CH.Equity,0,0.148323981687206,0,6.93889390390723e-18,0.009865953492707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388294164512984,0,0,0,0,0.013191875275049,0,0,0,0,0,0,0,0,0,0,0,0.188605865929284,0,0.113025662722512,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
