,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.113834161923474,0,0.0858196216883118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41229115190623,0,0.499640414508722,0,0,0.15118621756601,0,0,0,0,-0.148871372805292,0,0,0,0,-0.166672534482942,0,0,0,0,-0.808349851206799,0,0,0,0,0,0,0.0905787285362321,0,0,0
X601939.CH.EQUITY,0,0,0,0.349153736230894,0,0,0,0,0.10910631968368,0,0,0,0,0.175238806465386,-0.0349977266980037,0,0,0,0,0,0,0,0,0.0243227831942255,0,0,-0.0596682621573039,0,-0.0948126406034967,0,0,0,0,0,0,0,0,-0.0084599915123532,0,0,0,0,0,0,0.0449214397460187,0.428198614806476,0,0,0,0.00219817515803334,-0.0933732946259972,0.153523731647581
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0,0
X601288.CH.EQUITY,0,0.675239077659976,0,0,0,0,0,0,0,0,0,0.0346915715916613,0.151139234856283,0,0,0,0,0,0,0,0,0,0.10972581323905,0,0,0,0,0,0,0,0,0,0,-0.0406942138996062,0,0.00641458297893564,0,0,0,0,0,0,0,-0.0596152230023049,0,0,0,0,0,-0.0510469651524939,0,-0.0375761390248556
X601988.CH.EQUITY,0,0.26521866324768,6.93889390390723e-18,0.192098725993853,0,0,0,0,0,0,0.0740258219009581,0,0,0,0,0.0548981717471374,0.120184549052873,0,0,0.0957372616563271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.541742375521822,0,0,0,0,0,0.163850142780059,0,0,0,0,0,0,0,0.302974024532941
X600036.CH.EQUITY,0,0.123252836498774,0.00881903178808676,0,0,0,0,0.1212848254794,0,0,0,0,0.0788270722337112,0,0,0,0,0,0.0358587134056753,0.0418491438108374,0.0841737725720069,0,0,0,0,0,0,0,0,0,0,0,0,0.36126022681728,0.103643790703651,0,0,0,0,0,0,0,0,-0.0614616637054294,0.0450432347880176,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.00912196501065054,0,0,0,0,0,0,0,0,0,0.192594880691756,0,0,0.0944304066902112,0,0,0,0.27538240887893,0,0,0,0,-0.121538837918828,0,0.0314428668954121,0,0,0.119249915817494,0.0610749560323871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337442591968544,0.0339702852851914,0,0,0,0.0208829423273638,0,0.109132916894247
X601628.CH.EQUITY,0,0,0,0,0,0.346410021920422,0,0,0,-0.160983712469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322787044317348,0,0,0,0,0,0,0,0,0.0613423621208991,0.152117442512858,0,0.102142552674116,0,0.14339744851482,0.060789438288968,0,0,0,0.141673345512468,0,0,0,-0.0588191978237518,0,0,0.00633099540253817
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457238607437667,0,0,0,0,0,0,0.0419274651352206,0.536722574645433,-0.33887964702529,0,0.593075961603488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470050226306164,0,0.213746358208665,0,0
X388.HK.EQUITY,0,0,0.273877979540587,0.0279704740855717,0,0,0,0,-0.0291758694804016,0,0,0.0103677654477853,0,0,0,0,0,0,0,0,0,0.19607543861433,0,0,0,0,0,0,0,0,0,0,0,0,0.142219626961066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
