,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.00106573698078223,0,0,0,0,0,-0.0404145239239971,0,0,0,0,0,0,0,0,0,0,0,0,0.51539369110488,-0.114113469733577,0.660623611442012,0.00755715788783929,0,0,0,-0.196294460178707,0,0,0,0.243019862335923,-0.30977512294547,0,0,0,0,0,-0.0547004729142463,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0.0117198559299371,0,0,0.195524765385621,0,0,0,0,0,0,0.113518230596168,0,0,0,0,0,0.132776727492638,0,0,0,0,0,0,0,0,0.133666733648386,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.228553956007991,0,0,0,0,0,0,0,0,0,0,0,-0.0156678780482717,0
X601939.CH.EQUITY,0,0,0,0.813147172346278,0.0116123377938381,0.00229172059355508,0,0,0,0,0,0,0.00858723314744273,0,0,0,0,0,0.0520980345806733,0,0,0.00255084557957182,0,0,0,0,0,0,0,0,0,0.0884810174525874,0,0.0438713092285568,0,0,0,0,0,0,0,0.0337664326945361,0,0,0,0,0,0,0.0386677990558959,0,0,0.0207360399979071
X601288.CH.EQUITY,0.0117926583987304,0,0.884406059471469,0,-0.0868717432869652,0,0,0,0,0,0,0,0,0,0.00642235897075038,0.0550501709418127,0,0.128365820252128,0,0,0,0,0,0,0,-0.0258788570172602,0,0.0519633007271717,0,0,0,0,0,0,0,0,0,0,0,0,-0.115784012077975,0,0,0,0,0,0,0,0,0,-0.0423835484402044,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.826513799927023,0,0.0346271055153689,0,0,0,0,0,0,0,0.141238505346107,-0.00743055531081834,0,0,0,0,0,0,-0.0886762446190953,0,0,0,0.0224942409416043,-0.0334547094372086,0,0,0,0.00689935194153714,0,-0.0309443856811392,0.0657470415965553,0,-0.016259651366715,0,0.013627552016645,0,0,0,0,0.036125860762767,0.144141354303985
X601988.CH.EQUITY,0,0,0,0,-0.0805247679881164,0,0,0,0,0,0,0,0.867889983621019,0,0,0,0,-0.328671511003857,0,0,-0.0397731375428046,-0.000880139346852453,0,0,0.390822013376259,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.080560935925532,-0.0125866149650776,0,0,0,0,0,0,0,0,0.0811115483730749,0,0,0.0789808260010189,0,0,0.00581613069436216,0.0741320299960056,0.0776845271452973
X600036.CH.EQUITY,0,0,0.350191931513264,0,0,0,0,0,1.73472347597681e-18,-0.0181422838758596,0,0,0,0,0,0,0.15941591836002,0,0,0.0253366195242142,0,0,0,0,0,0,0,0.151574454356705,0.0980980894367925,0,0,0,0,0.249936255860575,0,0,0,0,0,0,0,-0.0155434425670127,0,0,0.0301094186366348,0,0,0,0,0,0.0778546812849371,0
X1299.HK.EQUITY,0,0.0553356252197703,0,0,0.0789634653570789,0,0,0,0,0.15995276654115,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.132762817677118,0,0,0.243106687564849,0.346831303624273,0.134761368067034,0.118035737425822,0,0,0,0,0.0819415709714571,6.93889390390723e-18,0,0,0,0,0,0.162595979136515,0,-0.218367300385203,0,0,0,0,0,0.168218165599141,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239705572743155,0,0,-0.206022393574118,0,0,0,0.0169383586063356,0,0,0.0375220030643533,0.373410610112475,0.340308605564681,0,0,0,0,0,0,0,0,0.00803896916987801,-0.100189324299249,0,0,0,-0.129377903466656,0,0.0901656811078696,3.46944695195361e-18,0,0,0,0,0,0.14010371906286,-0.0959537415193222
X388.HK.EQUITY,0,0,0,0,0.217979023574352,0,0,0,0,0,0,0,0,0,0,0,-0.0366552541347651,0,-0.240128947954974,0,0,0,0,0,0,0.442518262523682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259417762105193,0,-0.113678599951743,0,0.0500801115885747,0,0,0,0,-0.111610985654036,0.0699087500297876
X601658.CH.Equity,0,0,0,0.225209519027008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269828521852367,0.0314354314608249,0.0233130061326116,-0.134605844506801,0,0,0,0,-0.112640471388064,0,0,0,0.00916203173097586,0,0,0,0,0,0,0,0,0,0,0,0,0.377253902582439,0,0,0,0,0,0,0.0304168727274195,0,0
X600030.CH.EQUITY,0,0,0,0,0.156898943752557,0,0,0,0,0.0486399458162795,0,0,0,0.152958340020203,0.00322269986778571,0,0,0,0,0,0,0,0,0.0155519267458547,0,0,0,0,0.0123580370388528,0,0,0,0.413816364373293,0,-0.0519948821721955,0,0,0,0,0,-0.0283418591561102,0.0205270727084704,0,0,0.152271829582652,-0.012117957152812,0.0466094554300366,0,0,0.114148185532077,0,0.0218652591838339
X601166.CH.EQUITY,0,0,0.0192024352383326,0,0,0.563854640739502,0,0,0,0.0170487366738877,0.0721198155715542,0,0,0,0,0.017124340108165,0.0866323116583283,0,0.0676207859077641,0,0,0.0516996384154295,0,0,0.00674918340836009,0.0868001990220722,0,0,0,0,0,0,0,0,0.000696641902397922,0,0,0,0,0,0,-0.0285948870409832,0,0,0,0,0,0,0,0.0430056007774992,0,0
X601066.CH.EQUITY,0,0.0227417448274663,0,0,0,0,0,0,0,-0.00556971661885553,0,0.441120019596015,0,0,0,0,0,0,0,0,0.0164602127845566,0,0,0.323760770539081,0,0,0,0,0,0,0,0,0.0566844276986642,0,0.109731581730565,0,0,0,0,0.0818429924835748,0,0.0279211698189558,0,0.0262120232965812,0,0,0.0172666923655859,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0723435547330693,0,0.0218103915056132,0.0324765227764927,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.048024452826616,0,0,0,0,0.410142517466279,0,0,0,0,0,0,0,0.00972371635387305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252889573978234,0,0,0,0,3.46944695195361e-18,0,0
X000002.CH.EQUITY,0,0,0.128122761574271,0.0754066893376823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123501313764934,0,0,0,0,0.038222597143545,0.0377840730885561,0,0,-0.029200417726104,0,0,0.0438579507537716,0.0519517619591605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17504839471881,0,0,-1.73472347597681e-18,0,-0.0118630423308334
