,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.288735659084491,0.0981921618359265,0.0807656477582039,0,0,0.268909684942964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143678406135415,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0946458807899146,0,0,0,0,0,0,0,0,0,0,0,-0.050671481314143,0,0
X601318.CH.EQUITY,0,0,0.241885016630805,0,0,0,0,0,0.101929310960935,0,0,0,0.0602856404180898,0,0.0310329523698904,0,0,0,0,0,0.178160200072188,0,0,0,0,0,0,0,0,0,0,0,0.0429618660361601,0,0,0,0,0.1087470827562,0,0,0,0,0,0,0.0266818784878099,0,0,0,0,0,0,0.100435325353313
X601939.CH.EQUITY,0.420648922810901,0.27061995865408,0,0,0,0.0265248557601804,0,0.38415345598039,0,0,0,0,0,0,0,0,0.0298547939287938,0,0,0,0,-0.111628154877746,0,0,0,0,0,0.127064492687021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134587863327839,0
X601288.CH.EQUITY,0,0,0.0101038122264392,0,0,0.0935059268657318,0,0.455169614200445,0,0,-0.092916084013615,0.140490624543568,0,0,0.0337187556287746,0,0,0,0,0,0,0,0.0171845234698023,0.0410807236632318,0,0,0,0.0505728698813422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053316939320104,0,0,0,0.042534349338794,0,0,-0.0440282484938981
X600036.CH.EQUITY,0,0.117201098894806,0,0,0,0,0.233183795285929,0,0,0,-0.0203751747357323,-0.0462279102863803,0.0968800128097776,0,0,0.122474374132021,0,0,0,0,0,0,0,0,0.467677911853477,0,0.125897766897883,0.104601755283394,0,0,0,0,0,0,0.00621085686208827,0,0,0,0,0,0,0,0,0,-0.0328638885874896,0,0,0,0,0,-0.102940405788626,0.0496148763833497
X601628.CH.EQUITY,0.0381007375302439,0,0,0.0070930396699934,-0.0285668195179472,0,0,0,0,0,0,0.0653080194039374,0,0,0,-0.213643994016063,0,0,0,0,0,0.012689055093065,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.711317825379661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133213383703137,0.0113690086368307,0,0.243556587542888
X1299.HK.EQUITY,0,0,0,-0.0178733551460677,0,0,0,0,0,0,0.0736351872408215,-0.0524953981048238,0,0,0,0,0,0,0,0.0315296733701916,0,0,0.153434599921192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108617603922109,0.122899950841801,0.162394480841683,0,0.147819145201999,0,0,0,0,0,0,0.269222140161232,0,0
X601988.CH.EQUITY,0,0,0.100127094519047,0.482179573437846,0.082289293115774,0,0,0,0,-0.00277519708685733,0,0,0.214030768662382,0,0,0,0.0720965403381847,0,0,0,0,0,0.0398998388722686,0,0,0,0,0,0,0,0.0219740521047455,0,0,0,0,0,0.029976761069268,0,-2.16840434497101e-19,0,0,0,0.0368882492794127,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0917517883616273,0,0,0,0,0,0,0,0,0,0,0.000488546275296905,-0.107594794981345,0,0,0,0,0,0,0.146135903389938,0,0.167830938338345,0,0,0.120091938715545,0,0,0,0,-0.0446844039634791,0,0.103840364960355,0,0,0,0,0,0.331727897858332,0,6.93889390390723e-18,0,0.203187661207361,0,0.0527029102074346,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0280399505661383,0.0490543951890361,0,0,0,0,0,0.0912179406715533,0.096544641180852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199358716598,0.394982960285584,0.0635278429931895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849318039516984
