,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.236259340401392,0,0,0.0871135486211641,0,0.238979075149381,0,0,0,0,1.38777878078145e-17,0.128007719301218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381544021908336,0,0,0,0.0939287921335861,0,0,0,0,0,0.0225373697462686,0,0,0,0,0,0,0,0.106426779510509,0,0,0,0,0
X601318.CH.EQUITY,0.169828941524235,0,0,0,0,0,0,0,0.27686929965656,0,0,0,0,0,0,0,0.25163471164012,0,0.0590104595891955,0,0,0,0.0958043651019052,0,0,0,0,0,0.037949553219249,0,-0.0880524608032402,0,0,0,0.0942061789568441,0,0,0,0,-0.0198575994704053,0,0.0536213080560616,0.0190837953954127,0,0.0587457283649718,0,0,0,0.0610611151557365,0,0,0
X601939.CH.EQUITY,0,0,0,0.282506798063563,0,0.0747312367549553,0,0,0,0,0,0,0,0.41603322195482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558713249390268,0,0,0.0735829898220439,0,0,0.00942164445797275,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.354610206062994,0,0.0265220265876974,0,0,0.487122411729074,0,0,0,0,0,0,0,0,0.0301496151989699,0,0,0,0,0,0,0.0175838917268059,-0.0286198687128687,0,0,0,0,0,-0.000263790063442209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104909634957371,0,0,0,0.00350245464730779,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0333624082291823,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.313539235853078,0,0,0,0,0,0.222593296417137,0.0962249952014168,0,0,0.390836235863227,0,0,-0.0538111275412334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287326760811301
X601988.CH.EQUITY,0.375591088363626,0,0.000220481243961514,0,0,0,0,0,0,0,0,0.0950755740727664,0,0,0,0,0,0,0.0251828315773085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159787128090156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297344048648192,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.281567783900297,0,0,0,0.313525304454716,0.045355158929374,0,0,0,0.143922537222496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141792852368404,0,0,0,-0.047332423545067,0,0,0,0,0,0,0,0,0.0203157843461508,0,0,0,0,0.0816273866436126,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378511682172009,0,0,0.0701677607453426,0.171052521703404,0.0133298034407358,0,0,0,0,0,0,0,0.273549005573694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.169291602457699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493239810113,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.194887223083239,0,0,0,0,0.067678364312694,0,0,0.16395907764548,0,0,0,0,0,0,0,0,0,0,0.10821030685468,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.25427019413409,0,0,0,0,0,0.27462420490937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166226252480843,0,0,0,-0.148733263516139,0,0,0,0,0.74690313131703,0,0,0,0,0,0.251793071335846,0,0,0,0,0
