,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.586928902636017,0,0.180491362198843,0.0258573257050067,0,0,0,0,0,0,0,0.0627643142442059,0,0,0,0,0.0275432087847353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157493475026886,0,0,0,0,0.0255282127400929,0,-0.043829778522527,0.110194278251523,0,-0.0100513540334908,-0.0216940271380848,0,0,0,0,0.0431836598474466
X601939.CH.EQUITY,0.129504842317918,0,0,0.576732597651088,0,0.0560493490400494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134958371797032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00733191293677427,0.0116641124813327
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0,0
X601288.CH.EQUITY,0.116520139626821,0,0.00656704132771476,0,0,0.0640544315560639,0,0,0,0.0824994832724263,0,0.0365978135389488,0,0,0,0,0,0,0,0,0,0,0,0,0.150412087102789,0,0.296849971040168,0,0,0.15335189172771,0,0.0582114222837688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.314494863778986,0,0.468442500499676,0,0,0,0,0,0,-0.0956823026559026,0.0986139819618204,0.191129304771643,-0.0332808773589314,0,-0.286318298473784,0,0,0,0,0,0.421101990332733,0,0,-0.0277344612131688,0.120463571476529,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206046143319747,0,-0.472543878985009,0,0,-0.15879702327253,0.107277556286428,0
X601988.CH.EQUITY,0.116233736005425,0.0103585465054088,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584137064791289,0.0365003318254041,0,0,0,0,0.0119256273691108,0.149332022502823,0,0,0,0,0,0,0,0,0,0.0616120748085873,0,0,0,0,0,0,0,0,0,0.0870846786341783,0
X600036.CH.EQUITY,0,0,0,0,-0.0282031403477805,0,0,0,0.0323500533434416,0,0,0,0,0,0,0,-0.0222122285852666,0.0377889775322325,0,0,0,0,0,0,0.757626800147192,-0.00619471912776918,0.0323273324135223,0,0,0.103270713534935,0,0,0,0,0,0,0,0,0,0,0,0,0.065383677985217,0.0704323210164341,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234477401604049,0,0,0,0,0,0,0,0.171683331675113,0,0,0,0,0,0,0.124764340370805,0.00711185526256541,0,0,0,0,0,0,0.184743370461766,0.126576908969797,0,0,0,0,0.135957371075223,0,0,0,0,0,0,0,0,0,-0.112188595889945,0,-1.73472347597681e-18,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171824826624854,0,0,0,0,0.115082130277748,0,0,0,0,0,0,0.256720136414856,0,0,0,0,0,0,0,0.22486230921584,0,0,0,0,0.0656219282728245,0,0,0,0,0.00607604170164399,0,-0.00585840645777459,0,0,0,0,0,0.198592885656105,0,0,0,0.00221576121017535,0,0,0,0.0278537109761822,0,0,0
