,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.217055001480289,0,0,0,0,0.39460863288879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265769787383852,0,0.025878728089987,0,0.0126458164694042,0,0,0,0,0,0.0687324159838331,0.0539580621443954,0,0,0,0,0,0,0.0268624163231808,0,0,0,-0.0946032430506023,0,0,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0,0,0
X601939.CH.EQUITY,0.285249205133369,0.22289734362883,0,0,0,0,0,0.497142166036876,0.0806797143343498,0,0,0,0,0,0,0,0,0.0303280846955306,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210217743093181,0,0,0,0,0,0.0560308565122485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188469951027102,0
X600036.CH.EQUITY,0,0.0043727234478483,0,0,0,0.155623157792309,0.0261947388207724,0,0.0754195152422268,-0.145296920600821,0,-0.106356126352012,0.152419563390824,0,0,0.179269295657928,0,0,0,0.157105479665117,0,0,0,0,0,0.388753752185025,0,0.0225736418188745,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629829188873397,0,0,0,0,0,0,0,0,0,-0.00769393051448124,0.0151082306286796
X601288.CH.EQUITY,0,0,0.0309092532162383,0,0,0,0,0.523770595158582,0,-0.0663041797842066,0,0.00678952456649616,0,0,0,0,0,0,0.0168317967510502,0.0420163388138748,0,0,0.0734111258698095,0,0,0,0.109438939112933,0.111911053933598,0,0,0,0,0,0,0,0,0.0589649032875844,0,0,0,0,0,0,0,0,0,0,0.0216889448593248,0.0126812022262188,0.0287192846546189,0.0372768874933664,0
X1299.HK.EQUITY,0,0,-0.0810649930677508,0,-0.015555391203477,0,0,0,0,0.219333036656563,0,-0.0627257941524663,0,0,0,0,0,0,0,0,0,0,0.170911516382621,0,0,0,0,0,0,0,0.0232053985676047,0,0,0,0,0,0.130856219496616,0.027034210122389,0,0.206520930315046,0,0.205346200626908,0,0,0,0,0,0,0.199724450600098,0,-0.0783400561294153,0
X601628.CH.EQUITY,0.10792269356928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171706326897778,0,0,0.236304896174032,0,0,0,0,-0.129245305055788,0,0,0,0,0,0,0,0,0,-0.0167152974763543,0,0.574984089390284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152926509055772,0
X601988.CH.EQUITY,0,0,0.0751405491592084,0,0.441513481870814,0,0,0,-0.0912228222911164,0,0,1.73472347597681e-18,0,0,0,0,1.38777878078145e-17,0.279303588678259,0,0,0,0,0,0.0456224016872586,0,0,0.083202894188812,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.00191493374370883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521831484924944,0,0,0,0,0,0,0,0.196822580335455,0,0,6.93889390390723e-18,0,0,0,0,-0.00774540350923807,0,0,0,0.217465868466633,0,0.0672011647875141,0,0,0,0,0,0,0,0,0,0,-0.11482404192287,0.184150951757313,0,0,0,0.218394060762772,0.184425017799509,0.0397932328007877,0,0,0,0,0.115002193770251,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.225433837490491,0,0.346520052449845,0,0,-0.0551055683678771,0,0,0,0,0,0,0,0,0,0.176844848648034,0,-0.134253107685642,0,0,0,0,0,0,0,0,0,0,0.111412480286895,0,0,0,0,-0.109134904860905,0,0.0757979862079286,0,0,0,0,0.0859536978941783,0,0.108011890890009,0,0,0,0,0.165050713879381,-0.156330447156849
